PIT_TAG	Location	Line	Family	Age	Pond	Happa	Weight_initial	Weight_final	Length_initial	Length_final	AGR
10974658	Kunduchi	Nyamisati	20	154	1	1	52.47	0.00	11.00	0.00	-0.340714286
10977087	Kunduchi	Nyamisati	20	154	2	3	47.76	156.00	11.30	15.50	0.702857143
10977624	Kunduchi	Nyamisati	20	154	1	2	49.54	0.00	11.30	0.00	-0.321688312
10977150	Kunduchi	Nyamisati	20	154	2	3	46.01	62.90	11.20	12.60	0.109675325
10974707	Kunduchi	Nyamisati	20	154	2	3	38.46	0.00	10.30	0.00	-0.24974026
10975540	Kunduchi	Nyamisati	20	154	2	3	28.03	84.00	9.50	13.00	0.363441558
10976734	Kunduchi	Nyamisati	20	154	1	2	30.94	0.00	9.30	0.00	-0.200909091
10977399	Kunduchi	Nyamisati	20	154	2	4	35.26	0.00	10.00	0.00	-0.228961039
10976654	Kunduchi	Nyamisati	20	154	2	4	31.22	50.60	9.50	11.10	0.125844156
10977188	Kunduchi	Nyamisati	20	154	1	1	30.62	0.00	9.40	0.00	-0.198831169
10976805	Kunduchi	Nyamisati	20	154	2	4	34.71	0.00	9.60	0.00	-0.22538961
10977528	Kunduchi	Nyamisati	20	154	2	3	24.67	73.20	9.00	12.50	0.31512987
10977164	Kunduchi	Nyamisati	20	154	1	1	22.36	0.00	8.20	0.00	-0.145194805
10976936	Kunduchi	Nyamisati	20	154	2	4	22.92	0.00	8.60	0.00	-0.148831169
10976756	Kunduchi	Nyamisati	20	154	1	2	21.73	0.00	9.30	0.00	-0.141103896
10975517	Kunduchi	Nyamisati	21	133	1	2	44.03	118.80	11.20	15.30	0.562180451
10974825	Kunduchi	Nyamisati	21	133	1	2	101.52	129.00	15.30	16.00	0.206616541
10975512	Kunduchi	Nyamisati	21	133	2	3	84.97	167.90	13.60	16.70	0.623533835
10975207	Kunduchi	Nyamisati	21	133	2	3	54.08	133.70	12.20	15.50	0.598646617
10975170	Kunduchi	Nyamisati	21	133	2	3	33.45	90.30	11.10	13.00	0.427443609
10975094	Kunduchi	Nyamisati	21	133	1	1	82.62	130.20	14.20	16.30	0.357744361
10975300	Kunduchi	Nyamisati	21	133	2	4	32.42	94.80	10.00	13.50	0.469022556
10974954	Kunduchi	Nyamisati	21	133	1	1	63.29	141.90	13.00	17.70	0.591052632
10974780	Kunduchi	Nyamisati	21	133	1	1	48.18	163.20	11.50	17.50	0.86481203
10975216	Kunduchi	Nyamisati	21	133	2	4	86.71	123.40	14.30	15.50	0.275864662
10975234	Kunduchi	Nyamisati	21	133	2	3	45.14	115.40	11.30	15.00	0.528270677
10974787	Kunduchi	Nyamisati	21	133	2	4	31.55	69.90	10.10	12.40	0.288345865
10975047	Kunduchi	Nyamisati	21	133	1	1	77.80	191.50	13.30	18.00	0.854887218
10975015	Kunduchi	Nyamisati	21	133	1	2	28.40	0.00	9.80	0.00	-0.213533835
10975276	Kunduchi	Nyamisati	21	133	2	3	26.63	72.30	9.50	12.30	0.343383459
10974870	Kunduchi	Nyamisati	21	133	1	1	34.56	133.00	10.40	15.00	0.740150376
10974847	Kunduchi	Nyamisati	21	133	2	3	38.03	99.70	10.40	13.50	0.463684211
10975625	Kunduchi	Nyamisati	21	133	2	4	28.90	62.10	9.80	11.50	0.24962406
10974663	Kunduchi	Nyamisati	21	133	1	2	19.58	51.20	8.60	11.50	0.237744361
10975072	Kunduchi	Nyamisati	21	133	1	1	15.02	60.20	8.20	11.50	0.339699248
10975248	Kunduchi	Nyamisati	21	133	2	3	17.55	60.20	8.30	11.50	0.320676692
10974826	Kunduchi	Nyamisati	21	133	1	2	25.96	38.70	8.40	10.50	0.095789474
10975075	Kunduchi	Nyamisati	21	133	1	1	26.77	68.00	9.40	12.50	0.31
10975523	Kunduchi	Nyamisati	21	133	2	3	16.12	52.40	8.10	11.30	0.272781955
10975126	Kunduchi	Nyamisati	21	133	1	2	14.11	67.30	7.80	12.50	0.399924812
10975577	Kunduchi	Nyamisati	21	133	2	4	12.97	0.00	7.40	0.00	-0.097518797
10974865	Kunduchi	Nyamisati	21	133	1	2	13.62	0.00	7.50	0.00	-0.102406015
10975619	Kunduchi	Nyamisati	22	133	2	3	57.29	89.60	12.90	14.00	0.242932331
10975211	Kunduchi	Nyamisati	22	133	2	3	49.54	109.60	11.80	15.20	0.451578947
10975076	Kunduchi	Nyamisati	22	133	1	1	72.76	0.00	13.40	0.00	-0.547067669
10975237	Kunduchi	Nyamisati	22	133	1	2	55.18	131.40	11.90	15.20	0.573082707
10975327	Kunduchi	Nyamisati	22	133	1	2	57.04	131.40	12.70	15.70	0.559097744
10974979	Kunduchi	Nyamisati	22	133	1	1	27.08	0.00	9.90	0.00	-0.203609023
10974738	Kunduchi	Nyamisati	22	133	1	2	46.51	127.30	11.40	15.50	0.607443609
10975285	Kunduchi	Nyamisati	22	133	2	3	24.45	58.80	9.20	12.00	0.258270677
10975035	Kunduchi	Nyamisati	22	133	2	3	52.05	101.80	11.60	14.00	0.37406015
10975568	Kunduchi	Nyamisati	22	133	2	4	61.92	101.30	12.70	14.30	0.296090226
10975339	Kunduchi	Nyamisati	22	133	2	3	33.03	78.50	10.30	13.00	0.341879699
10974767	Kunduchi	Nyamisati	22	133	1	2	32.85	67.60	10.40	13.00	0.261278195
10975282	Kunduchi	Nyamisati	22	133	1	1	39.24	72.90	10.80	13.00	0.253082707
10975044	Kunduchi	Nyamisati	22	133	2	4	18.72	0.00	8.70	0.00	-0.14075188
10975459	Kunduchi	Nyamisati	22	133	1	2	23.22	0.00	9.50	0.00	-0.174586466
10975444	Kunduchi	Nyamisati	22	133	2	4	29.98	72.50	10.30	12.50	0.319699248
10975230	Kunduchi	Nyamisati	22	133	1	1	27.15	76.50	9.70	13.30	0.371052632
10974900	Kunduchi	Nyamisati	22	133	2	3	31.38	51.10	10.20	11.50	0.148270677
10975495	Kunduchi	Nyamisati	22	133	1	1	31.52	75.00	10.50	13.00	0.326917293
10974831	Kunduchi	Nyamisati	22	133	2	4	26.14	79.10	9.70	13.00	0.398195489
10975601	Kunduchi	Nyamisati	22	133	2	4	34.64	73.00	10.40	18.00	0.288421053
10975037	Kunduchi	Nyamisati	22	133	2	4	24.00	39.00	9.30	10.50	0.112781955
10974723	Kunduchi	Nyamisati	22	133	1	1	19.41	0.00	8.40	0.00	-0.14593985
10975557	Kunduchi	Nyamisati	22	133	2	3	22.35	59.20	9.40	11.60	0.277067669
10975203	Kunduchi	Nyamisati	22	133	2	4	20.95	48.60	9.10	11.00	0.207894737
10974730	Kunduchi	Nyamisati	22	133	1	1	16.10	36.40	8.20	10.00	0.152631579
10975030	Kunduchi	Nyamisati	22	133	2	4	19.18	0.00	8.40	0.00	-0.144210526
10975612	Kunduchi	Nyamisati	22	133	1	2	14.91	38.10	7.90	10.40	0.174360902
10974705	Kunduchi	Nyamisati	22	133	1	2	15.68	42.00	8.10	10.60	0.197894737
10975272	Kunduchi	Nyamisati	23	133	2	4	43.69	118.30	10.70	14.60	0.560977444
10974699	Kunduchi	Nyamisati	23	133	1	1	46.77	0.00	10.80	0.00	-0.351654135
10975176	Kunduchi	Nyamisati	23	133	1	2	63.43	140.10	11.80	16.00	0.576466165
10975564	Kunduchi	Nyamisati	23	133	2	3	58.38	122.80	10.80	14.70	0.484360902
10975385	Kunduchi	Nyamisati	23	133	2	3	71.40	131.90	11.80	15.10	0.454887218
10975592	Kunduchi	Nyamisati	23	133	1	1	39.94	175.50	9.80	18.00	1.01924812
10975116	Kunduchi	Nyamisati	23	133	1	2	32.26	0.00	9.30	0.00	-0.242556391
10975053	Kunduchi	Nyamisati	23	133	1	1	30.60	0.00	9.20	0.00	-0.230075188
10974643	Kunduchi	Nyamisati	23	133	2	4	68.99	0.00	12.20	0.00	-0.518721805
10975217	Kunduchi	Nyamisati	23	133	1	2	61.36	96.60	12.10	14.40	0.264962406
10974983	Kunduchi	Nyamisati	23	133	1	2	46.42	120.00	11.00	14.50	0.553233083
10975504	Kunduchi	Nyamisati	23	133	1	1	41.50	124.10	10.50	15.80	0.621052632
10974690	Kunduchi	Nyamisati	23	133	2	3	38.39	63.50	10.60	12.00	0.188796992
10975245	Kunduchi	Nyamisati	23	133	1	2	44.30	51.50	11.00	12.50	0.054135338
10975288	Kunduchi	Nyamisati	23	133	2	3	40.90	79.90	10.70	12.70	0.293233083
10975151	Kunduchi	Nyamisati	23	133	2	4	42.79	72.00	11.00	12.00	0.21962406
10975123	Kunduchi	Nyamisati	23	133	2	4	37.64	101.80	10.40	14.00	0.482406015
10974725	Kunduchi	Nyamisati	23	133	1	1	63.68	0.00	13.00	0.00	-0.478796992
10975258	Kunduchi	Nyamisati	23	133	2	4	51.88	73.90	12.00	13.10	0.16556391
10975194	Kunduchi	Nyamisati	23	133	2	3	39.39	104.00	10.80	13.80	0.485789474
10975570	Kunduchi	Nyamisati	23	133	2	4	33.70	58.10	10.40	11.60	0.183458647
10975264	Kunduchi	Nyamisati	23	133	1	2	68.75	140.00	13.00	16.50	0.535714286
10974694	Kunduchi	Nyamisati	23	133	1	2	45.78	131.10	11.40	15.50	0.641503759
10975317	Kunduchi	Nyamisati	23	133	1	2	39.66	51.20	10.60	12.20	0.086766917
10975073	Kunduchi	Nyamisati	23	133	2	3	53.07	145.50	11.80	15.70	0.694962406
10975368	Kunduchi	Nyamisati	23	133	2	4	25.20	74.20	9.10	12.50	0.368421053
10975081	Kunduchi	Nyamisati	23	133	2	3	26.31	85.80	9.30	12.60	0.447293233
10974881	Kunduchi	Nyamisati	23	133	2	3	34.01	115.40	10.20	14.60	0.611954887
10975468	Kunduchi	Nyamisati	23	133	1	1	85.54	0.00	13.80	0.00	-0.643157895
10975525	Kunduchi	Nyamisati	23	133	1	1	26.67	0.00	9.40	0.00	-0.200526316
10974764	Kunduchi	Bwawani	24	154	2	3	31.39	84.20	10.20	13.10	0.342922078
10974698	Kunduchi	Bwawani	24	154	1	1	56.87	169.30	12.00	17.00	0.730064935
10975195	Kunduchi	Bwawani	24	154	1	2	56.31	64.10	12.40	14.30	0.050584416
10974894	Kunduchi	Bwawani	24	154	2	4	31.77	0.00	10.00	0.00	-0.206298701
10975610	Kunduchi	Bwawani	24	154	2	3	20.96	37.20	8.50	10.00	0.105454545
10975278	Kunduchi	Bwawani	24	154	1	2	59.84	0.00	12.60	0.00	-0.388571429
10975571	Kunduchi	Bwawani	24	154	1	1	23.81	94.60	9.00	13.70	0.459675325
10975196	Kunduchi	Bwawani	24	154	2	4	46.51	112.10	11.10	14.50	0.425909091
10974944	Kunduchi	Bwawani	24	154	1	1	58.13	0.00	12.30	0.00	-0.377467532
10975001	Kunduchi	Bwawani	24	154	1	2	22.52	0.00	9.00	0.00	-0.146233766
10975379	Kunduchi	Bwawani	24	154	2	4	61.17	116.20	12.60	15.00	0.357337662
10974930	Kunduchi	Bwawani	24	154	2	3	44.74	0.00	11.50	0.00	-0.290519481
10975042	Kunduchi	Bwawani	24	154	1	1	37.23	55.90	10.40	11.60	0.121233766
10975098	Kunduchi	Bwawani	24	154	2	3	25.47	0.00	9.40	0.00	-0.16538961
10974880	Kunduchi	Bwawani	24	154	1	1	62.13	100.10	13.00	14.90	0.246558442
10975370	Kunduchi	Bwawani	24	154	2	4	31.99	92.20	9.90	13.20	0.390974026
10975305	Kunduchi	Bwawani	24	154	1	1	18.45	51.00	8.40	11.30	0.211363636
10975501	Kunduchi	Bwawani	24	154	2	4	22.99	0.00	8.90	0.00	-0.149285714
10975046	Kunduchi	Bwawani	24	154	2	3	76.35	133.20	13.60	16.00	0.369155844
10974928	Kunduchi	Bwawani	24	154	2	4	51.78	148.00	11.70	16.30	0.624805195
10974746	Kunduchi	Bwawani	24	154	2	3	93.75	122.90	14.60	15.60	0.189285714
10975296	Kunduchi	Bwawani	24	154	1	2	45.28	55.10	11.30	12.00	0.063766234
10975011	Kunduchi	Bwawani	24	154	2	4	113.06	115.90	15.00	15.20	0.018441558
10975319	Kunduchi	Bwawani	24	154	1	1	25.12	0.00	9.10	0.00	-0.163116883
10975421	Kunduchi	Bwawani	24	154	1	2	28.40	76.00	9.80	12.70	0.309090909
10974926	Kunduchi	Bwawani	24	154	1	2	53.40	133.30	12.00	13.80	0.518831169
10975122	Kunduchi	Bwawani	24	154	2	4	23.05	74.70	9.20	12.50	0.33538961
10975410	Kunduchi	Bwawani	24	154	1	1	20.09	0.00	8.80	0.00	-0.130454545
10974668	Kunduchi	Bwawani	24	154	1	2	20.70	0.00	8.80	0.00	-0.134415584
10975622	Kunduchi	Bwawani	24	154	2	3	16.05	0.00	8.20	0.00	-0.104220779
10974907	Kunduchi	Bwawani	25	154	2	3	127.86	163.40	15.70	17.00	0.230779221
10975297	Kunduchi	Bwawani	25	154	2	4	103.63	152.00	14.70	16.00	0.314090909
10975279	Kunduchi	Bwawani	25	154	1	2	93.24	145.40	14.50	16.20	0.338701299
10974673	Kunduchi	Bwawani	25	154	2	3	104.99	176.10	14.90	17.50	0.461753247
10975261	Kunduchi	Bwawani	25	154	2	4	21.01	40.60	8.60	10.30	0.127207792
10974636	Kunduchi	Bwawani	25	154	2	3	24.39	40.70	9.20	10.50	0.105909091
10974901	Kunduchi	Bwawani	25	154	1	1	30.03	99.50	9.50	14.00	0.451103896
10974659	Kunduchi	Bwawani	25	154	2	3	33.45	62.60	10.10	12.00	0.189285714
10975457	Kunduchi	Bwawani	25	154	1	2	20.82	46.00	8.60	10.40	0.163506494
10975113	Kunduchi	Bwawani	25	154	2	4	34.13	71.00	10.10	12.30	0.239415584
10974840	Kunduchi	Bwawani	25	154	2	4	28.43	53.60	9.60	11.50	0.163441558
10975522	Kunduchi	Bwawani	25	154	1	1	23.13	87.00	9.20	13.50	0.41474026
10975106	Kunduchi	Bwawani	25	154	1	1	22.81	45.90	9.00	10.40	0.149935065
10974638	Kunduchi	Bwawani	25	154	1	1	10.51	0.00	7.00	0.00	-0.068246753
10975397	Kunduchi	Bwawani	25	154	1	2	8.44	35.60	6.40	10.00	0.176363636
10975187	Kunduchi	Bwawani	25	154	1	2	25.24	48.00	9.30	11.40	0.147792208
10974713	Kunduchi	Bwawani	25	154	1	2	44.14	58.90	11.30	13.80	0.095844156
10975267	Kunduchi	Bwawani	25	154	2	3	25.57	83.10	9.30	13.20	0.373571429
10975040	Kunduchi	Bwawani	26	133	2	3	58.98	105.90	12.40	16.20	0.352781955
10975228	Kunduchi	Bwawani	26	133	1	2	57.58	158.50	12.20	16.50	0.758796992
10975012	Kunduchi	Bwawani	26	133	2	3	38.54	67.70	10.30	12.00	0.21924812
10974752	Kunduchi	Bwawani	26	133	2	4	33.16	58.20	10.30	11.60	0.188270677
10975231	Kunduchi	Bwawani	26	133	1	1	25.51	116.20	11.20	14.30	0.681879699
10974715	Kunduchi	Bwawani	26	133	1	2	21.27	38.40	8.60	10.00	0.128796992
10975290	Kunduchi	Bwawani	26	133	1	1	46.73	63.10	11.40	13.00	0.123082707
10974709	Kunduchi	Bwawani	26	133	2	4	34.51	68.00	10.00	12.00	0.251804511
10974848	Kunduchi	Bwawani	26	133	2	3	39.10	0.00	10.60	0.00	-0.293984962
10975486	Kunduchi	Bwawani	26	133	1	2	54.51	96.70	11.70	14.00	0.317218045
10975061	Kunduchi	Bwawani	26	133	2	4	35.07	64.90	10.30	12.20	0.224285714
10975202	Kunduchi	Bwawani	26	133	1	1	66.30	150.20	12.90	17.00	0.630827068
10975346	Kunduchi	Bwawani	26	133	2	4	35.76	63.00	10.30	11.80	0.20481203
10974739	Kunduchi	Bwawani	26	133	1	2	24.77	64.40	9.10	12.00	0.297969925
10975347	Kunduchi	Bwawani	26	133	1	1	21.21	60.00	8.30	11.30	0.291654135
10974813	Kunduchi	Bwawani	26	133	2	3	46.56	86.60	11.40	13.00	0.301052632
10975561	Kunduchi	Bwawani	26	133	2	4	25.34	77.90	9.30	12.50	0.39518797
10975070	Kunduchi	Bwawani	26	133	1	1	45.22	133.70	11.20	16.00	0.665263158
10975425	Kunduchi	Bwawani	26	133	1	2	20.38	71.00	8.30	12.20	0.380601504
10975017	Kunduchi	Bwawani	26	133	2	3	37.58	64.80	10.30	12.00	0.204661654
10975394	Kunduchi	Bwawani	26	133	2	4	39.44	53.20	11.10	13.50	0.103458647
10975590	Kunduchi	Bwawani	26	133	1	1	30.26	96.00	9.40	13.50	0.494285714
10975627	Kunduchi	Bwawani	26	133	1	2	22.12	39.80	8.70	11.30	0.132932331
10974913	Kunduchi	Bwawani	26	133	2	3	21.41	30.80	9.10	11.40	0.070601504
10975006	Kunduchi	Bwawani	27	133	2	3	51.24	70.80	11.60	12.60	0.147067669
10974872	Kunduchi	Bwawani	27	133	2	4	79.49	122.30	13.60	15.20	0.321879699
10975157	Kunduchi	Bwawani	27	133	1	1	81.72	151.00	13.30	16.50	0.520902256
10974866	Kunduchi	Bwawani	27	133	2	4	108.65	133.00	14.40	15.60	0.183082707
10975492	Kunduchi	Bwawani	27	133	1	2	100.75	122.40	14.50	15.50	0.162781955
10974727	Kunduchi	Bwawani	27	133	2	3	42.02	64.40	10.70	12.20	0.168270677
10974662	Kunduchi	Bwawani	27	133	1	1	58.10	185.40	11.80	17.50	0.957142857
10975026	Kunduchi	Bwawani	27	133	2	4	51.54	57.90	11.60	13.50	0.047819549
10975602	Kunduchi	Bwawani	27	133	1	1	33.91	103.40	9.80	14.50	0.522481203
10974911	Kunduchi	Bwawani	27	133	1	1	49.01	137.30	11.20	15.20	0.663834586
10974915	Kunduchi	Bwawani	27	133	1	2	25.81	59.50	9.10	11.50	0.253308271
10975082	Kunduchi	Bwawani	27	133	2	3	28.65	63.30	9.20	11.80	0.260526316
10975125	Kunduchi	Bwawani	27	133	2	4	20.19	41.30	8.40	10.10	0.158721805
10974883	Kunduchi	Bwawani	27	133	1	1	18.28	37.00	8.20	9.60	0.14075188
10975605	Kunduchi	Bwawani	27	133	1	2	19.48	29.00	8.30	10.10	0.071578947
10974632	Kunduchi	Bwawani	27	133	2	3	30.75	48.90	9.90	11.80	0.136466165
10975306	Kunduchi	Bwawani	27	133	2	4	23.03	38.10	8.80	10.20	0.113308271
10975087	Kunduchi	Bwawani	27	133	2	3	21.12	30.80	8.60	10.30	0.072781955
10974961	Kunduchi	Bwawani	27	133	1	2	13.51	0.00	7.50	0.00	-0.101578947
10974901	Kunduchi	Bwawani	27	133	1	2	11.08	99.50	6.70	14.00	0.66481203
10975391	Kunduchi	Kilola	28	133	1	2	58.15	122.10	12.60	17.50	0.480827068
10974686	Kunduchi	Kilola	28	133	1	1	55.01	116.70	12.30	15.20	0.463834586
10975533	Kunduchi	Kilola	28	133	2	3	74.32	179.80	13.80	17.50	0.793082707
10974791	Kunduchi	Kilola	28	133	2	4	58.79	138.20	12.50	16.00	0.597067669
10975016	Kunduchi	Kilola	28	133	1	2	47.18	104.20	11.60	15.00	0.428721805
10974941	Kunduchi	Kilola	28	133	2	3	49.16	86.30	11.30	13.00	0.27924812
10975189	Kunduchi	Kilola	28	133	2	3	27.77	49.90	9.70	11.50	0.166390977
10975004	Kunduchi	Kilola	28	133	1	2	42.41	62.10	11.00	12.50	0.148045113
10974785	Kunduchi	Kilola	28	133	2	3	40.42	107.70	11.00	14.50	0.505864662
10977402	Kunduchi	Kilola	28	133	1	1	23.81	52.60	9.10	11.50	0.216466165
10977109	Kunduchi	Kilola	28	133	1	1	34.60	69.70	10.30	12.70	0.263909774
10976392	Kunduchi	Kilola	28	133	1	2	33.90	0.00	10.60	0.00	-0.254887218
10977227	Kunduchi	Kilola	28	133	2	4	36.93	68.70	10.30	12.20	0.23887218
10977267	Kunduchi	Kilola	28	133	1	1	22.92	65.20	9.20	13.00	0.317894737
10977178	Kunduchi	Kilola	28	133	2	4	36.40	84.10	10.40	13.50	0.358646617
10976651	Kunduchi	Kilola	28	133	2	3	16.80	42.50	8.50	10.70	0.193233083
10977320	Kunduchi	Kilola	28	133	2	4	15.93	45.10	7.60	10.60	0.219323308
10977630	Kunduchi	Kilola	29	133	2	4	87.83	236.50	14.50	19.10	1.117819549
10977037	Kunduchi	Kilola	29	133	2	3	66.47	0.00	12.60	0.00	-0.499774436
10977628	Kunduchi	Kilola	29	133	1	1	58.80	123.30	11.20	15.00	0.484962406
10977210	Kunduchi	Kilola	29	133	2	4	47.45	0.00	11.10	0.00	-0.356766917
10977532	Kunduchi	Kilola	29	133	2	4	44.90	98.20	11.10	13.60	0.40075188
10977564	Kunduchi	Kilola	29	133	1	2	31.34	66.50	10.20	12.50	0.264360902
10977508	Kunduchi	Kilola	29	133	1	1	37.10	89.20	10.10	13.20	0.391729323
10976643	Kunduchi	Kilola	29	133	2	3	33.13	0.00	10.20	0.00	-0.249097744
10976748	Kunduchi	Kilola	29	133	1	1	29.12	84.30	9.90	13.00	0.414887218
10977618	Kunduchi	Kilola	29	133	2	3	25.90	94.90	9.20	13.30	0.518796992
10977561	Kunduchi	Kilola	29	133	1	2	31.90	66.90	10.30	12.00	0.263157895
10977439	Kunduchi	Kilola	29	133	1	1	23.60	79.50	9.00	12.50	0.420300752
10977306	Kunduchi	Kilola	29	133	2	4	39.31	89.40	11.00	13.30	0.376616541
10977479	Kunduchi	Kilola	29	133	1	2	35.72	93.00	10.30	13.50	0.430676692
10977466	Kunduchi	Kilola	29	133	2	4	39.10	88.40	10.60	13.20	0.370676692
10976939	Kunduchi	Kilola	29	133	1	2	23.63	85.60	9.10	13.50	0.46593985
10977409	Kunduchi	Kilola	29	133	1	1	37.60	105.30	10.60	14.30	0.509022556
10977517	Kunduchi	Kilola	29	133	2	3	31.56	82.90	10.20	13.00	0.386015038
10977126	Kunduchi	Kilola	29	133	2	4	28.25	67.70	9.40	11.80	0.296616541
10977079	Kunduchi	Kilola	29	133	1	1	28.56	78.40	9.80	12.70	0.374736842
10977503	Kunduchi	Kilola	29	133	2	3	28.27	65.40	9.50	12.00	0.279172932
10977418	Kunduchi	Kilola	29	133	1	2	21.09	63.00	8.80	12.00	0.315112782
10977468	Kunduchi	Kilola	29	133	2	3	17.50	42.30	8.40	10.50	0.186466165
10977304	Kunduchi	Kilola	29	133	1	1	17.33	56.10	8.30	11.00	0.291503759
10977574	Kunduchi	Kilola	29	133	2	3	15.50	0.00	8.00	0.00	-0.116541353
10977218	Kunduchi	Kilola	29	133	1	2	14.35	43.20	7.70	10.50	0.216917293
10974879	Kunduchi	Kilola	30	133	2	4	95.18	130.00	14.30	15.30	0.261804511
10977458	Kunduchi	Kilola	30	133	1	1	104.68	228.10	14.80	18.50	0.927969925
10977379	Kunduchi	Kilola	30	133	2	4	58.02	90.10	12.00	14.00	0.241203008
10977433	Kunduchi	Kilola	30	133	2	3	28.98	0.00	10.00	0.00	-0.217894737
10977471	Kunduchi	Kilola	30	133	1	2	29.56	91.80	10.10	14.00	0.467969925
10976804	Kunduchi	Kilola	30	133	2	3	47.38	115.60	11.10	14.70	0.512932331
10976656	Kunduchi	Kilola	30	133	2	4	51.46	95.60	11.80	13.50	0.331879699
10977310	Kunduchi	Kilola	30	133	1	1	37.18	112.40	10.50	15.50	0.56556391
10977376	Kunduchi	Kilola	30	133	2	3	34.45	88.70	10.50	13.30	0.407894737
10976968	Kunduchi	Kilola	30	133	1	1	33.23	106.70	10.20	14.30	0.552406015
10977013	Kunduchi	Kilola	30	133	1	2	85.34	146.10	13.90	16.70	0.456842105
10977227	Kunduchi	Kilola	30	133	2	4	48.52	68.70	11.30	13.20	0.151729323
10977026	Kunduchi	Kilola	30	133	2	3	31.53	66.30	9.90	12.50	0.261428571
10976971	Kunduchi	Kilola	30	133	1	4	29.79	0.00	9.60	0.00	-0.223984962
10977333	Kunduchi	Kilola	30	133	2	3	38.29	99.30	10.70	14.00	0.458721805
10977049	Kunduchi	Kilola	30	133	1	2	28.59	69.00	9.90	12.50	0.303834586
10977489	Kunduchi	Kilola	30	133	1	2	25.64	73.80	9.20	12.80	0.362105263
10976858	Kunduchi	Kilola	30	133	2	3	41.45	75.80	10.70	13.00	0.258270677
10977626	Kunduchi	Kilola	30	133	1	1	19.58	46.00	8.40	11.00	0.198646617
10976741	Kunduchi	Kilola	30	133	1	1	42.29	119.50	11.90	15.00	0.580526316
10976647	Kunduchi	Kilola	30	133	1	2	19.90	46.20	8.60	11.00	0.197744361
10977582	Kunduchi	Kilola	30	133	2	4	26.54	90.50	9.20	13.10	0.480902256
10975626	Kunduchi	Kilola	30	133	1	1	60.72	133.50	12.20	16.00	0.547218045
10977591	Kunduchi	Kilola	31	133	1	2	76.57	133.60	12.90	16.00	0.428796992
10977051	Kunduchi	Kilola	31	133	1	1	77.14	100.90	13.30	16.00	0.178646617
10976707	Kunduchi	Kilola	31	133	2	3	82.14	147.40	13.60	15.80	0.490676692
10977085	Kunduchi	Kilola	31	133	2	4	69.61	97.50	13.20	15.80	0.209699248
10977165	Kunduchi	Kilola	31	133	1	1	76.06	124.40	13.20	15.50	0.363458647
10976969	Kunduchi	Kilola	31	133	2	3	61.40	162.60	13.30	16.60	0.760902256
10977449	Kunduchi	Kilola	31	133	1	1	56.31	74.80	11.80	13.30	0.139022556
10977438	Kunduchi	Kilola	31	133	1	2	46.32	90.30	11.40	14.00	0.330676692
10977299	Kunduchi	Kilola	31	133	2	4	56.67	0.00	12.10	0.00	-0.426090226
10977273	Kunduchi	Kilola	31	133	2	3	43.08	126.40	10.90	14.70	0.626466165
10977132	Kunduchi	Kilola	31	133	2	3	40.16	116.40	10.80	14.70	0.573233083
10977605	Kunduchi	Kilola	31	133	1	2	23.07	73.50	9.10	12.70	0.379172932
10977104	Kunduchi	Kilola	31	133	2	4	32.84	77.00	10.50	13.00	0.332030075
10977212	Kunduchi	Kilola	31	133	1	1	39.44	67.70	10.50	12.50	0.212481203
10977216	Kunduchi	Kilola	31	133	1	2	35.23	72.60	10.30	12.50	0.280977444
10977057	Kunduchi	Kilola	31	133	2	4	22.79	98.20	8.80	13.60	0.566992481
10977444	Kunduchi	Kilola	31	133	1	1	30.65	109.90	9.70	14.00	0.595864662
10977034	Kunduchi	Kilola	31	133	1	2	45.41	129.50	10.50	15.00	0.632255639
10977252	Kunduchi	Kilola	31	133	2	4	41.70	130.00	11.20	15.00	0.663909774
10977191	Kunduchi	Kilola	31	133	1	2	21.19	62.50	8.60	11.80	0.310601504
10977525	Kunduchi	Kilola	31	133	2	3	27.45	0.00	9.30	0.00	-0.206390977
10977609	Kunduchi	Kilola	31	133	1	2	26.70	95.40	9.50	14.10	0.516541353
10976844	Kunduchi	Kilola	31	133	2	3	19.30	84.80	8.40	12.00	0.492481203
10977476	Kunduchi	Kilola	31	133	2	3	16.19	47.10	8.00	10.00	0.232406015
10977478	Kunduchi	Kilola	31	133	2	4	23.10	61.10	8.70	12.00	0.285714286
10977255	Kunduchi	Kilola	31	133	1	1	22.70	58.10	8.60	11.50	0.266165414
10977580	Kunduchi	Kilola	31	133	1	1	15.32	0.00	7.70	0.00	-0.11518797
10974909	Kunduchi	Ruaha	32	154	1	2	47.57	0.00	11.60	0.00	-0.308896104
10974722	Kunduchi	Ruaha	32	154	1	1	45.20	0.00	11.80	0.00	-0.293506494
10975090	Kunduchi	Ruaha	32	154	2	4	35.46	41.40	10.70	12.00	0.038571429
10975277	Kunduchi	Ruaha	32	154	1	2	23.04	54.30	9.00	11.30	0.202987013
10974779	Kunduchi	Ruaha	32	154	1	1	24.36	60.40	9.10	11.50	0.234025974
10974773	Kunduchi	Ruaha	32	154	2	4	31.31	40.50	10.30	12.50	0.059675325
10975351	Kunduchi	Ruaha	32	154	2	4	27.33	49.70	10.00	12.00	0.14525974
10975318	Kunduchi	Ruaha	32	154	2	4	17.56	38.10	8.50	10.20	0.133376623
10975091	Kunduchi	Ruaha	32	154	2	3	21.82	52.50	9.00	11.10	0.199220779
