PIT_TAG	Location	Line	Family	Age	Pond	Happa	Weight_initial	Weight_final	Length_initial	Length_final	AGR
10975227	Kunduchi	Ruaha	32	154	2	3	17.54	50.30	7.80	11.00	0.212727273
10974965	Kunduchi	Ruaha	32	154	1	1	15.12	39.80	7.60	10.20	0.16025974
10975128	Kunduchi	Ruaha	32	154	2	4	16.47	50.40	8.00	11.20	0.220324675
10974846	Kunduchi	Ruaha	32	154	1	2	17.66	47.00	8.10	10.50	0.190519481
10974801	Kunduchi	Ruaha	32	154	1	1	15.84	0.00	8.00	0.00	-0.102857143
10975055	Kunduchi	Ruaha	32	154	1	2	14.33	0.00	8.00	0.00	-0.093051948
10975057	Kunduchi	Ruaha	32	154	2	3	15.24	31.00	7.70	9.50	0.102337662
10974871	Kunduchi	Ruaha	32	154	2	3	29.13	41.70	9.20	10.30	0.081623377
10974869	Kunduchi	Ruaha	32	154	1	2	14.33	38.70	7.70	10.30	0.158246753
10974770	Kunduchi	Ruaha	32	154	2	3	20.56	41.60	8.60	10.40	0.136623377
10974734	Kunduchi	Ruaha	32	154	1	1	11.68	0.00	7.10	0.00	-0.075844156
10974666	Kunduchi	Ruaha	32	154	1	2	11.94	33.70	7.20	9.60	0.141298701
10977059	Kunduchi	Ruaha	33	140	2	3	19.72	64.50	8.60	12.00	0.319857143
10977353	Kunduchi	Ruaha	33	140	1	1	41.48	111.40	11.10	14.10	0.499428571
10977483	Kunduchi	Ruaha	33	140	2	3	35.15	72.30	10.20	12.00	0.265357143
10976953	Kunduchi	Ruaha	33	140	1	1	29.48	63.80	9.70	12.10	0.245142857
10976962	Kunduchi	Ruaha	33	140	1	2	24.36	66.10	9.30	12.00	0.298142857
10977599	Kunduchi	Ruaha	33	140	1	1	25.82	49.70	9.10	11.00	0.170571429
10977247	Kunduchi	Ruaha	33	140	2	4	21.28	0.00	8.50	0.00	-0.152
10977827	Kunduchi	Ruaha	33	140	1	2	17.68	0.00	8.10	0.00	-0.126285714
10976675	Kunduchi	Ruaha	33	140	1	1	18.75	0.00	8.50	0.00	-0.133928571
10977269	Kunduchi	Ruaha	33	140	2	4	25.33	0.00	9.10	0.00	-0.180928571
10977604	Kunduchi	Ruaha	33	140	2	3	16.03	40.40	7.90	10.10	0.174071429
10977550	Kunduchi	Ruaha	33	140	2	4	15.16	0.00	7.50	0.00	-0.108285714
10976764	Kunduchi	Ruaha	33	140	1	2	14.60	34.70	7.80	10.00	0.143571429
10977408	Kunduchi	Ruaha	33	140	2	4	15.14	28.70	7.90	9.10	0.096857143
10977339	Kunduchi	Ruaha	33	140	1	2	16.45	0.00	7.60	0.00	-0.1175
10977092	Kunduchi	Ruaha	33	140	1	1	14.04	0.00	7.60	0.00	-0.100285714
10977159	Kunduchi	Ruaha	33	140	2	3	13.73	0.00	7.40	0.00	-0.098071429
10977554	Kunduchi	Ruaha	33	140	1	2	13.12	45.90	7.20	10.80	0.234142857
10977381	Kunduchi	Ruaha	33	140	1	1	14.72	36.40	7.30	10.00	0.154857143
10976793	Kunduchi	Ruaha	33	140	2	3	13.95	0.00	7.40	0.00	-0.099642857
10976663	Kunduchi	Ruaha	33	140	2	4	15.95	39.00	7.60	9.70	0.164642857
10977275	Kunduchi	Ruaha	34	133	2	3	19.14	35.00	8.40	9.80	0.11924812
10977559	Kunduchi	Ruaha	34	133	2	3	37.16	82.80	10.50	13.20	0.343157895
10977513	Kunduchi	Ruaha	34	133	1	2	14.29	42.40	7.60	11.00	0.211353383
10977390	Kunduchi	Ruaha	34	133	1	1	27.75	0.00	9.50	0.00	-0.208646617
10977523	Kunduchi	Ruaha	34	133	1	2	12.76	37.70	7.40	10.00	0.187518797
10977491	Kunduchi	Ruaha	34	133	2	4	9.78	0.00	6.60	0.00	-0.073533835
10977149	Kunduchi	Ruaha	34	133	1	1	9.20	0.00	6.70	0.00	-0.069172932
10977045	Kunduchi	Ruaha	34	133	2	4	27.08	44.00	9.10	10.30	0.127218045
10977228	Kunduchi	Ruaha	34	133	2	4	14.60	31.90	7.60	9.30	0.130075188
10977036	Kunduchi	Ruaha	34	133	2	4	21.02	34.80	8.60	10.00	0.103609023
10976931	Kunduchi	Ruaha	34	133	1	1	32.69	0.00	9.70	0.00	-0.245789474
10977431	Kunduchi	Ruaha	34	133	2	3	37.19	78.40	11.80	13.00	0.309849624
10976864	Kunduchi	Ruaha	34	133	1	2	19.72	49.80	9.40	11.20	0.226165414
10976799	Kunduchi	Ruaha	34	133	1	2	11.21	0.00	6.80	0.00	-0.084285714
10977570	Kunduchi	Ruaha	34	133	1	1	39.74	90.00	10.30	13.50	0.377894737
10976720	Kunduchi	Ruaha	35	133	1	1	20.04	51.60	8.50	11.20	0.237293233
10977364	Kunduchi	Ruaha	35	133	2	4	17.08	55.60	8.00	11.20	0.28962406
10977585	Kunduchi	Ruaha	35	133	2	3	12.79	0.00	7.20	0.00	-0.096165414
10977447	Kunduchi	Ruaha	35	133	1	1	27.54	53.60	9.80	11.50	0.19593985
10977010	Kunduchi	Ruaha	35	133	1	2	23.26	0.00	9.00	0.00	-0.174887218
10977405	Kunduchi	Ruaha	35	133	2	4	34.80	53.30	10.30	14.70	0.139097744
10976709	Kunduchi	Ruaha	35	133	2	3	30.40	65.60	10.20	12.00	0.264661654
10976646	Kunduchi	Ruaha	35	133	1	1	19.08	61.80	8.20	12.00	0.321203008
10977623	Kunduchi	Ruaha	35	133	1	2	26.84	72.20	9.20	12.50	0.341052632
10977076	Kunduchi	Ruaha	35	133	2	4	24.58	54.60	9.00	11.20	0.225714286
10977530	Kunduchi	Ruaha	35	133	1	2	13.88	46.10	7.70	11.00	0.242255639
10977563	Kunduchi	Ruaha	35	133	2	3	14.75	36.60	7.70	9.50	0.164285714
10977199	Kunduchi	Ruaha	35	133	1	1	9.80	0.00	6.90	0.00	-0.073684211
10977429	Kunduchi	Ruaha	35	133	1	1	34.00	102.80	10.20	14.30	0.517293233
10976691	Kunduchi	Ruaha	35	133	2	4	12.52	33.90	7.50	9.60	0.16075188
10977061	Kunduchi	Ruaha	35	133	2	4	13.45	0.00	7.30	0.00	-0.10112782
10977176	Kunduchi	Ruaha	35	133	1	2	29.13	86.10	9.80	13.00	0.428345865
10977312	Kunduchi	Ruaha	35	133	2	3	12.28	29.90	7.30	9.30	0.132481203
10976156	Pangani	Wami	1	154	2	3	74.58	250.95	12.40	19.20	1.14525974
10975688	Pangani	Wami	1	154	1	2	53.23	206.31	11.40	18.00	0.994025974
10975938	Pangani	Wami	1	154	1	1	64.45	242.88	12.40	19.60	1.158636364
10975877	Pangani	Wami	1	154	2	4	81.56	259.15	13.30	21.50	1.153181818
10975925	Pangani	Wami	1	154	2	4	63.61	303.81	13.00	20.30	1.55974026
10976549	Pangani	Wami	1	154	1	1	54.26	115.49	12.00	15.80	0.397597403
10976539	Pangani	Wami	1	154	1	2	68.17	224.54	13.10	19.20	1.01538961
10975850	Pangani	Wami	1	154	2	3	72.34	294.63	12.90	20.00	1.443441558
10976364	Pangani	Wami	1	154	1	2	60.83	169.45	12.20	17.50	0.705324675
10976118	Pangani	Wami	1	154	1	2	73.44	178.32	13.30	18.70	0.681038961
10977543	Pangani	Wami	1	154	2	4	60.27	0.00	13.10	0.00	-0.391363636
10976380	Pangani	Wami	1	154	2	3	52.48	161.39	12.40	17.10	0.707207792
10976176	Pangani	Wami	1	154	2	4	67.73	213.52	13.50	19.50	0.946688312
10979001	Pangani	Wami	1	154	2	3	63.11	0.00	12.80	0.00	-0.409805195
10976147	Pangani	Wami	1	154	2	3	70.33	226.30	13.50	20.00	1.012792208
10976209	Pangani	Wami	1	154	1	1	74.56	226.25	13.30	19.00	0.985
10975801	Pangani	Wami	1	154	1	2	57.86	207.91	12.40	18.50	0.974350649
10976276	Pangani	Wami	1	154	1	1	46.66	167.87	11.20	18.00	0.787077922
10975870	Pangani	Wami	1	154	1	1	61.68	261.64	13.00	20.70	1.298441558
10976355	Pangani	Wami	1	154	2	3	81.03	270.53	13.90	20.50	1.230519481
10976466	Pangani	Wami	1	154	1	1	75.04	281.91	13.20	21.50	1.343311688
10976171	Pangani	Wami	1	154	2	3	64.55	0.00	13.00	0.00	-0.419155844
10976560	Pangani	Wami	1	154	1	2	65.22	209.28	12.70	18.50	0.935454545
10976542	Pangani	Wami	1	154	2	4	51.10	210.25	11.70	18.50	1.033441558
10975989	Pangani	Wami	1	154	1	1	57.10	142.80	12.70	16.50	0.556493506
10975922	Pangani	Wami	1	154	2	4	44.45	0.00	11.30	0.00	-0.288636364
10975891	Pangani	Wami	1	154	1	2	47.48	177.86	11.50	17.50	0.846623377
10976199	Pangani	Wami	1	154	2	4	47.20	177.86	11.50	17.50	0.848441558
10975720	Pangani	Wami	2	154	1	1	34.03	300.29	14.20	20.30	1.728961039
10976369	Pangani	Wami	2	154	1	2	80.86	187.51	13.60	18.00	0.692532468
10975899	Pangani	Wami	2	154	2	4	77.64	179.21	13.30	18.00	0.659545455
10976438	Pangani	Wami	2	154	2	3	74.05	0.00	13.20	0.00	-0.480844156
10975647	Pangani	Wami	2	154	2	4	78.22	273.00	13.20	20.20	1.264805195
10976062	Pangani	Wami	2	154	1	1	70.61	231.29	13.00	19.20	1.043376623
10976210	Pangani	Wami	2	154	1	2	79.81	238.13	13.50	19.50	1.028051948
10976502	Pangani	Wami	2	154	1	2	78.56	325.40	13.60	21.00	1.602857143
10975716	Pangani	Wami	2	154	2	4	56.94	128.65	12.10	16.00	0.465649351
10976077	Pangani	Wami	2	154	1	2	59.68	178.19	12.40	16.50	0.769545455
10975646	Pangani	Wami	2	154	1	1	69.53	295.08	13.50	20.50	1.46461039
10976152	Pangani	Wami	2	154	2	3	34.44	103.66	10.70	15.00	0.449480519
10975872	Pangani	Wami	2	154	1	1	49.29	283.78	12.00	20.00	1.522662338
10976282	Pangani	Wami	2	154	2	4	72.63	240.36	13.50	19.50	1.089155844
10975708	Pangani	Wami	2	154	2	3	70.12	272.35	13.50	20.00	1.313181818
10976299	Pangani	Wami	2	154	1	1	56.70	252.26	12.30	19.70	1.26987013
10975985	Pangani	Wami	2	154	1	2	50.79	196.87	11.50	18.30	0.948571429
10976011	Pangani	Wami	2	154	1	2	61.79	212.90	12.40	18.50	0.981233766
10976254	Pangani	Wami	2	154	2	4	51.29	171.16	12.20	17.20	0.778376623
10976233	Pangani	Wami	2	154	2	4	67.09	197.83	13.00	19.00	0.848961039
10976536	Pangani	Wami	2	154	2	3	63.95	170.83	12.80	17.50	0.694025974
10975929	Pangani	Wami	2	154	1	2	41.09	175.61	11.10	17.60	0.873506494
10976240	Pangani	Wami	2	154	1	1	50.16	224.89	12.00	19.00	1.13461039
10976493	Pangani	Wami	2	154	2	4	58.29	0.00	12.90	0.00	-0.378506494
10976290	Pangani	Wami	2	154	2	3	47.41	182.50	11.70	17.70	0.877207792
10975751	Pangani	Wami	2	154	2	3	38.86	152.30	11.00	16.30	0.736623377
10976386	Pangani	Wami	2	154	1	1	52.04	162.19	12.20	17.40	0.71525974
10976238	Pangani	Wami	2	154	2	3	42.94	160.83	11.30	17.00	0.765519481
10976568	Pangani	Wami	3	133	1	1	70.48	176.19	12.80	17.00	0.79481203
10976077	Pangani	Wami	3	133	1	2	79.49	178.19	13.00	16.50	0.742105263
10976204	Pangani	Wami	3	133	2	3	74.78	0.00	13.10	0.00	-0.562255639
10976076	Pangani	Wami	3	133	1	1	66.69	138.96	12.40	17.80	0.543383459
10975918	Pangani	Wami	3	133	2	3	55.91	186.01	11.50	17.00	0.978195489
10975993	Pangani	Wami	3	133	2	4	76.22	183.23	13.00	17.30	0.804586466
10976417	Pangani	Wami	3	133	1	2	52.04	105.76	11.50	14.30	0.403909774
10975694	Pangani	Wami	3	133	2	3	72.37	230.39	13.00	18.50	1.188120301
10976055	Pangani	Wami	3	133	2	4	80.70	114.54	13.30	15.00	0.25443609
10976494	Pangani	Wami	3	133	1	1	46.21	139.60	11.10	16.50	0.702180451
10976031	Pangani	Wami	3	133	2	3	54.39	173.60	11.70	16.50	0.896315789
10975841	Pangani	Wami	3	133	2	4	56.10	108.63	12.60	14.50	0.394962406
10976454	Pangani	Wami	3	133	1	2	55.10	147.39	11.80	15.60	0.693909774
10976216	Pangani	Wami	3	133	2	4	25.74	109.67	9.00	14.60	0.631052632
10976112	Pangani	Wami	3	133	1	1	69.42	160.03	13.00	17.00	0.681278195
10976540	Pangani	Wami	3	133	2	4	47.54	84.33	11.30	13.40	0.276616541
10976022	Pangani	Wami	3	133	1	2	48.83	66.20	11.60	13.50	0.130601504
10976487	Pangani	Wami	3	133	1	2	26.33	73.84	9.30	13.00	0.357218045
10976397	Pangani	Wami	3	133	2	3	32.75	125.51	10.20	15.00	0.697443609
10976471	Pangani	Wami	3	133	2	4	49.21	109.01	11.20	14.50	0.44962406
10975739	Pangani	Wami	3	133	1	2	48.25	89.93	11.50	13.70	0.313383459
10975725	Pangani	Wami	3	133	1	1	28.18	0.00	9.20	0.00	-0.211879699
10976247	Pangani	Wami	3	133	2	3	26.68	102.86	9.20	14.50	0.572781955
10975759	Pangani	Wami	4	133	2	4	64.56	104.59	12.50	14.50	0.300977444
10976429	Pangani	Wami	4	133	1	2	47.30	120.13	11.50	15.00	0.547593985
10976428	Pangani	Wami	4	133	2	4	67.24	166.52	12.80	16.80	0.746466165
10975895	Pangani	Wami	4	133	1	1	63.91	93.09	12.50	14.00	0.219398496
10976414	Pangani	Wami	4	133	2	3	59.47	167.61	12.50	16.60	0.813082707
10976129	Pangani	Wami	4	133	1	1	57.56	129.09	11.80	16.70	0.537819549
10976559	Pangani	Wami	4	133	1	2	57.21	203.71	11.60	17.50	1.101503759
10975798	Pangani	Wami	4	133	2	4	46.14	162.52	11.00	16.50	0.875037594
10975995	Pangani	Wami	4	133	2	3	34.07	88.77	10.10	14.20	0.411278195
10975930	Pangani	Wami	4	133	2	3	36.65	131.48	10.20	15.30	0.713007519
10976599	Pangani	Wami	4	133	1	1	62.58	126.48	12.50	16.00	0.480451128
10975988	Pangani	Wami	4	133	2	3	46.30	133.17	11.20	15.20	0.653157895
10975649	Pangani	Wami	4	133	1	1	50.98	73.37	11.50	14.60	0.168345865
10976464	Pangani	Wami	4	133	2	3	51.15	159.70	11.50	16.00	0.816165414
10975951	Pangani	Wami	4	133	2	4	55.29	160.48	11.30	16.20	0.790902256
10975747	Pangani	Wami	4	133	2	4	71.32	166.82	12.90	17.20	0.718045113
10976511	Pangani	Wami	4	133	1	1	89.42	133.56	14.00	17.60	0.331879699
10976113	Pangani	Wami	4	133	1	1	43.22	0.00	10.80	0.00	-0.324962406
10976182	Pangani	Wami	4	133	2	4	33.61	142.76	9.90	17.50	0.820676692
10976242	Pangani	Wami	4	133	1	2	79.66	188.79	13.40	17.40	0.820526316
10976119	Pangani	Wami	4	133	2	3	35.71	130.90	10.30	15.50	0.715714286
10975821	Pangani	Wami	4	133	1	2	30.22	130.90	9.20	15.50	0.756992481
10975979	Pangani	Wami	4	133	1	2	36.15	0.00	10.00	0.00	-0.271804511
10976499	Pangani	Wami	4	133	2	3	40.97	148.26	10.50	16.00	0.806691729
10977895	Pangani	Chemchem	5	154	1	2	21.53	0.00	8.70	0.00	-0.139805195
10975170	Pangani	Chemchem	5	154	1	1	19.54	0.00	8.70	0.00	-0.126883117
10977921	Pangani	Chemchem	5	154	2	4	22.20	73.02	8.90	13.00	0.33
10978037	Pangani	Chemchem	5	154	1	1	38.11	131.90	10.70	15.60	0.609025974
10978323	Pangani	Chemchem	5	154	2	3	22.29	84.17	8.90	13.60	0.401818182
10978513	Pangani	Chemchem	5	154	2	4	16.33	67.66	8.00	12.20	0.333311688
10978610	Pangani	Chemchem	5	154	1	2	22.13	88.30	8.90	13.40	0.429675325
10978112	Pangani	Chemchem	5	154	2	3	28.37	96.05	9.80	14.20	0.439480519
10978483	Pangani	Chemchem	5	154	2	4	16.24	0.00	8.20	0.00	-0.105454545
10977325	Pangani	Chemchem	5	154	1	1	13.97	0.00	7.80	0.00	-0.090714286
10978871	Pangani	Chemchem	5	154	2	3	28.36	0.00	9.50	0.00	-0.184155844
10977958	Pangani	Chemchem	6	154	2	3	29.16	71.41	10.00	13.00	0.274350649
10978239	Pangani	Chemchem	6	154	2	4	27.29	73.21	10.00	13.30	0.298181818
10978074	Pangani	Chemchem	6	154	2	4	20.74	60.04	8.70	12.00	0.255194805
10978386	Pangani	Chemchem	6	154	2	4	21.94	61.62	8.70	11.80	0.257662338
10978012	Pangani	Chemchem	6	154	1	2	21.94	0.00	8.80	0.00	-0.142467532
10978011	Pangani	Chemchem	6	154	2	3	36.53	100.67	10.50	14.50	0.416493506
10977666	Pangani	Chemchem	6	154	2	3	27.34	0.00	9.80	0.00	-0.177532468
10978537	Pangani	Chemchem	6	154	1	1	25.48	52.01	9.20	11.50	0.172272727
10978535	Pangani	Chemchem	6	154	2	3	30.26	73.55	9.10	13.00	0.281103896
10978274	Pangani	Chemchem	6	154	2	4	26.38	72.60	9.70	13.20	0.30012987
10978342	Pangani	Chemchem	6	154	2	4	32.49	100.45	10.30	14.40	0.441298701
10978360	Pangani	Chemchem	6	154	2	4	25.43	72.42	9.20	13.00	0.30512987
10977671	Pangani	Chemchem	6	154	2	3	21.59	57.04	9.00	12.50	0.230194805
10978115	Pangani	Chemchem	6	154	1	2	26.76	77.72	9.50	13.00	0.330909091
10978199	Pangani	Chemchem	6	154	1	2	26.71	0.00	9.80	0.00	-0.173441558
10978245	Pangani	Chemchem	6	154	1	1	27.82	0.00	9.80	0.00	-0.180649351
10988600	Pangani	Chemchem	6	154	2	3	23.49	0.00	9.00	0.00	-0.152532468
10977925	Pangani	Chemchem	6	154	1	1	27.12	201.95	9.70	18.50	1.13525974
10978341	Pangani	Chemchem	6	154	1	2	28.38	57.01	10.00	12.20	0.185909091
10977907	Pangani	Chemchem	6	154	2	4	24.48	44.07	9.10	11.50	0.127207792
10978333	Pangani	Chemchem	6	154	1	2	30.25	51.89	10.00	12.70	0.140519481
10977898	Pangani	Chemchem	6	154	1	1	27.73	41.88	9.50	11.30	0.091883117
10978602	Pangani	Chemchem	6	154	1	2	28.92	71.45	9.50	12.50	0.276168831
10977730	Pangani	Chemchem	6	154	2	4	23.98	77.14	9.10	13.00	0.345194805
10977719	Pangani	Chemchem	6	154	1	1	28.04	75.01	10.00	14.40	0.305
10978428	Pangani	Chemchem	6	154	1	1	21.23	44.01	9.30	11.00	0.147922078
10977718	Pangani	Chemchem	6	154	1	2	24.30	62.19	9.30	12.00	0.246038961
10977709	Pangani	Chemchem	6	154	2	3	19.31	58.13	8.10	11.40	0.252077922
10977978	Pangani	Chemchem	6	154	1	1	22.20	31.99	9.00	10.00	0.063571429
10977681	Pangani	Chemchem	6	154	1	2	26.36	73.59	9.20	12.70	0.306688312
10977696	Pangani	Chemchem	7	154	1	2	43.67	0.00	11.00	0.00	-0.283571429
10978212	Pangani	Chemchem	7	154	2	3	46.21	173.82	11.30	17.60	0.828636364
10977640	Pangani	Chemchem	7	154	1	2	47.54	176.74	11.80	17.50	0.838961039
10978087	Pangani	Chemchem	7	154	2	4	39.39	138.81	11.00	16.50	0.645584416
10978225	Pangani	Chemchem	7	154	2	3	48.23	201.92	11.70	18.30	0.997987013
10978620	Pangani	Chemchem	7	154	1	1	48.54	147.49	11.30	16.30	0.642532468
10977722	Pangani	Chemchem	7	154	2	4	39.09	138.21	10.50	15.40	0.643636364
10977775	Pangani	Chemchem	7	154	2	4	52.88	151.54	11.50	16.80	0.640649351
10977779	Pangani	Chemchem	7	154	2	3	37.95	165.10	11.00	17.00	0.825649351
10978457	Pangani	Chemchem	7	154	1	1	41.95	0.00	10.70	0.00	-0.272402597
10978487	Pangani	Chemchem	7	154	1	2	35.83	159.31	10.60	16.50	0.801818182
10978540	Pangani	Chemchem	7	154	1	2	36.75	155.29	10.50	15.50	0.76974026
10977631	Pangani	Chemchem	7	154	1	1	52.73	223.49	11.50	18.00	1.108831169
10977688	Pangani	Chemchem	7	154	1	2	40.42	171.18	10.90	17.00	0.849090909
10978008	Pangani	Chemchem	7	154	2	3	42.23	181.01	11.10	17.50	0.901168831
10978525	Pangani	Chemchem	7	154	2	4	41.46	175.43	11.10	17.20	0.869935065
10977649	Pangani	Chemchem	7	154	1	1	31.13	65.92	10.00	12.50	0.225909091
10977724	Pangani	Chemchem	7	154	2	4	29.80	96.14	10.00	14.50	0.430779221
10978272	Pangani	Chemchem	7	154	1	1	37.25	134.61	10.80	17.30	0.632207792
10977972	Pangani	Chemchem	7	154	1	1	28.29	118.68	9.60	15.00	0.586948052
10978287	Pangani	Chemchem	7	154	1	2	41.64	116.56	10.90	15.30	0.486493506
10978583	Pangani	Chemchem	7	154	2	3	38.22	53.12	11.00	11.60	0.096753247
10978516	Pangani	Chemchem	7	154	2	4	36.04	0.00	10.50	0.00	-0.234025974
10978290	Pangani	Chemchem	7	154	1	1	35.75	125.49	10.40	15.80	0.582727273
10978581	Pangani	Chemchem	7	154	1	2	34.95	121.70	10.20	14.50	0.563311688
10978055	Pangani	Chemchem	7	154	2	3	31.85	0.00	10.10	0.00	-0.206818182
10977930	Pangani	Chemchem	7	154	2	4	31.15	115.34	9.90	15.00	0.546688312
10977641	Pangani	Chemchem	7	154	2	4	31.81	115.34	10.00	15.00	0.542402597
10978025	Pangani	Chemchem	7	154	1	1	34.31	140.90	10.20	16.20	0.692142857
10978101	Pangani	Chemchem	7	154	2	3	28.30	0.00	9.60	0.00	-0.183766234
10978337	Pangani	Chemchem	8	133	1	2	63.50	271.27	12.30	18.50	1.562180451
10978263	Pangani	Chemchem	8	133	1	1	66.41	168.04	12.30	16.50	0.764135338
10978121	Pangani	Chemchem	8	133	2	4	49.19	153.04	11.30	16.00	0.780827068
10978528	Pangani	Chemchem	8	133	2	4	54.57	167.52	11.90	16.50	0.84924812
10978473	Pangani	Chemchem	8	133	1	1	57.65	174.04	12.10	16.60	0.875112782
10977715	Pangani	Chemchem	8	133	2	4	54.40	200.87	11.20	17.00	1.101278195
10978465	Pangani	Chemchem	8	133	1	1	48.55	175.12	11.70	16.80	0.951654135
10978496	Pangani	Chemchem	8	133	2	3	48.34	209.04	11.30	17.50	1.208270677
10977994	Pangani	Chemchem	8	133	2	3	52.08	168.91	11.60	16.60	0.878421053
10977961	Pangani	Chemchem	8	133	2	4	46.77	156.38	11.00	15.50	0.824135338
10977982	Pangani	Chemchem	8	133	1	1	50.32	98.27	11.20	15.40	0.360526316
10978570	Pangani	Chemchem	8	133	1	1	35.23	122.98	10.50	16.00	0.659774436
10977685	Pangani	Chemchem	8	133	2	3	45.86	159.36	11.00	16.00	0.853383459
10977997	Pangani	Chemchem	8	133	2	4	45.87	159.36	10.80	16.00	0.853308271
10977853	Pangani	Chemchem	8	133	1	1	37.35	100.49	10.20	14.00	0.474736842
10978193	Pangani	Chemchem	8	133	2	4	46.97	169.72	11.10	16.50	0.922932331
10978310	Pangani	Chemchem	8	133	2	4	48.93	190.60	11.20	17.30	1.06518797
10978182	Pangani	Chemchem	8	133	1	1	47.45	169.08	11.10	16.10	0.914511278
10978328	Pangani	Chemchem	8	133	1	2	38.69	93.78	10.50	14.00	0.414210526
10977644	Pangani	Chemchem	8	133	2	3	32.37	139.13	10.00	15.50	0.802706767
10977820	Pangani	Chemchem	8	133	2	3	35.68	144.68	10.40	16.00	0.819548872
10978257	Pangani	Chemchem	8	133	1	2	36.13	161.11	10.20	16.00	0.939699248
10978469	Pangani	Chemchem	8	133	2	3	34.24	169.35	10.00	16.50	1.015864662
10978256	Pangani	Chemchem	8	133	1	2	38.33	159.10	10.50	16.00	0.908045113
10978334	Pangani	Chemchem	8	133	1	1	36.27	0.00	10.20	0.00	-0.272706767
10977977	Pangani	Chemchem	8	133	1	2	34.76	121.63	10.00	14.70	0.653157895
10978456	Pangani	Chemchem	8	133	2	4	37.43	159.81	10.50	16.00	0.920150376
10978059	Pangani	Chemchem	8	133	1	2	36.47	102.99	10.50	14.30	0.500150376
10978035	Pangani	Chemchem	8	133	1	2	35.38	79.29	10.60	15.40	0.330150376
10977881	Pangani	Chemchem	8	133	2	3	38.41	170.40	10.40	16.50	0.992406015
10976108	Pangani	Mindu	9	133	2	4	78.85	0.00	14.00	0.00	-0.592857143
10976388	Pangani	Mindu	9	133	2	4	59.53	164.24	12.70	17.80	0.787293233
10976398	Pangani	Mindu	9	133	1	1	63.27	0.00	12.50	0.00	-0.475714286
10975816	Pangani	Mindu	9	133	2	3	68.76	0.00	13.40	0.00	-0.516992481
10976157	Pangani	Mindu	9	133	2	4	87.23	0.00	14.20	0.00	-0.655864662
10975960	Pangani	Mindu	9	133	1	1	62.30	0.00	13.00	0.00	-0.468421053
10976138	Pangani	Mindu	9	133	1	1	66.94	0.00	13.00	0.00	-0.503308271
10976550	Pangani	Mindu	9	133	1	2	72.33	0.00	13.20	0.00	-0.543834586
10976416	Pangani	Mindu	9	133	2	3	83.95	0.00	14.20	0.00	-0.631203008
10976340	Pangani	Mindu	9	133	2	3	94.39	0.00	14.20	0.00	-0.709699248
10976372	Pangani	Mindu	9	133	1	1	56.88	0.00	12.40	0.00	-0.427669173
10976051	Pangani	Mindu	9	133	2	3	62.05	0.00	13.10	0.00	-0.466541353
10975685	Pangani	Mindu	9	133	2	4	82.05	0.00	14.30	0.00	-0.616917293
10976012	Pangani	Mindu	9	133	2	4	68.80	0.00	14.00	0.00	-0.517293233
10976106	Pangani	Mindu	9	133	1	1	77.10	0.00	14.20	0.00	-0.579699248
10976146	Pangani	Mindu	9	133	1	2	76.00	0.00	14.20	0.00	-0.571428571
10976024	Pangani	Mindu	9	133	2	3	45.70	226.64	12.00	18.90	1.360451128
10976079	Pangani	Mindu	9	133	1	2	56.08	0.00	12.70	0.00	-0.421654135
10976078	Pangani	Mindu	9	133	1	2	42.29	293.18	11.50	20.70	1.886390977
10976295	Pangani	Mindu	9	133	1	2	41.40	0.00	11.90	0.00	-0.311278195
10975699	Pangani	Mindu	9	133	1	2	48.17	136.60	12.50	17.00	0.664887218
10976270	Pangani	Mindu	9	133	1	1	34.50	167.45	10.50	18.50	0.99962406
10975888	Pangani	Mindu	9	133	2	3	40.60	0.00	12.20	0.00	-0.305263158
10976127	Pangani	Mindu	9	133	2	4	30.69	154.91	10.10	17.00	0.933984962
10976342	Pangani	Mindu	9	133	1	2	54.05	0.00	12.00	0.00	-0.406390977
10976387	Pangani	Mindu	9	133	1	1	32.05	166.45	10.40	17.70	1.010526316
10975916	Pangani	Mindu	9	133	2	3	31.59	119.34	10.30	15.80	0.659774436
10975639	Pangani	Mindu	9	133	2	4	32.82	84.49	10.40	14.50	0.388496241
10975637	Pangani	Mindu	9	133	1	1	51.56	264.29	11.80	20.00	1.599473684
10975904	Pangani	Mindu	10	140	2	4	62.09	0.00	13.00	0.00	-0.4435
10975966	Pangani	Mindu	10	140	2	4	63.27	0.00	12.60	0.00	-0.451928571
10975889	Pangani	Mindu	10	140	1	1	58.65	0.00	12.00	0.00	-0.418928571
10976522	Pangani	Mindu	10	140	1	2	61.12	0.00	13.00	0.00	-0.436571429
10976132	Pangani	Mindu	10	140	1	1	67.68	0.00	13.00	0.00	-0.483428571
10975890	Pangani	Mindu	10	140	2	4	70.29	203.44	13.00	19.00	0.951071429
10975825	Pangani	Mindu	10	140	2	3	64.29	0.00	12.80	0.00	-0.459214286
10975834	Pangani	Mindu	10	140	1	1	67.78	191.38	13.00	19.00	0.882857143
10976524	Pangani	Mindu	10	140	2	3	60.37	0.00	12.60	0.00	-0.431214286
10976121	Pangani	Mindu	10	140	2	4	78.55	212.47	13.60	19.40	0.956571429
10975856	Pangani	Mindu	10	140	1	1	55.53	222.13	12.60	20.30	1.19
10976362	Pangani	Mindu	10	140	1	2	66.25	182.67	13.00	18.00	0.831571429
