Id	Sire	Dam	Year_Class	Selected_gen
478733	020210	01F221	2013	7
478714	020210	01F221	2013	7
478703	020210	01F221	2013	7
478712	020210	01F221	2013	7
478693	020210	01F221	2013	7
478751	020210	01F221	2013	7
478734	020210	01F221	2013	7
478685	020210	01F221	2013	7
478771	020210	01F221	2013	7
478704	020210	01F221	2013	7
478745	020210	01F221	2013	7
478723	020210	01F221	2013	7
478739	020210	01F221	2013	7
478691	020210	01F221	2013	7
478756	020210	01F221	2013	7
478678	020210	01F221	2013	7
478864	020536	02091E	2013	7
478845	020536	02091E	2013	7
478781	020536	02091E	2013	7
478784	020536	02091E	2013	7
478822	020536	02091E	2013	7
478798	020536	02091E	2013	7
478806	020536	02091E	2013	7
478786	020536	02091E	2013	7
478849	020536	02091E	2013	7
478810	020536	02091E	2013	7
478823	020536	02091E	2013	7
478780	020536	02091E	2013	7
478795	020536	02091E	2013	7
478825	020536	02091E	2013	7
478797	020536	02091E	2013	7
478857	020536	02091E	2013	7
478782	020536	02091E	2013	7
478850	020536	02091E	2013	7
478818	020536	02091E	2013	7
478808	020536	02091E	2013	7
478853	020536	02091E	2013	7
478820	020536	02091E	2013	7
478831	020536	02091E	2013	7
478841	020536	02091E	2013	7
478862	020536	02091E	2013	7
478816	020536	02091E	2013	7
478815	020536	02091E	2013	7
478819	020536	02091E	2013	7
478787	020536	02091E	2013	7
478790	020536	02091E	2013	7
478832	020536	02091E	2013	7
478804	020536	02091E	2013	7
478800	020536	02091E	2013	7
478860	020536	02091E	2013	7
478792	020536	02091E	2013	7
478868	020536	02091E	2013	7
478872	020536	02091E	2013	7
478817	020536	02091E	2013	7
478842	020536	02091E	2013	7
478836	020536	02091E	2013	7
478805	020536	02091E	2013	7
478867	020536	02091E	2013	7
478871	020536	02091E	2013	7
478852	020536	02091E	2013	7
478846	020536	02091E	2013	7
478839	020536	02091E	2013	7
478799	020536	02091E	2013	7
478814	020536	02091E	2013	7
478861	020536	02091E	2013	7
478865	020536	02091E	2013	7
478777	020536	02091E	2013	7
478785	020536	02091E	2013	7
478830	020536	02091E	2013	7
