PIT	Length	Weight	Tank	Sex	Site
919933	460	1585	2	U	1
919533	515	2218	2	M	1
919514	485	2276	2	U	1
919991	420	1137	2	U	1
918177	440	1251	2	U	1
920181	415	1274	2	U	1
917863	505	2142	2	U	1
918831	560	1477	2	U	1
919659	485	1763	2	M	1
918794	395	1102	2	U	1
919775	435	1415	2	M	1
916791	395	981	2	U	1
916772	340	543	2	U	1
915997	415	1257	2	U	1
915749	460	1486	2	M	1
919780	515	2160	2	U	1
920478	445	1329	2	U	1
916780	425	1165	2	M	1
919802	460	1444	2	U	1
916032	465	1640	2	M	1
920439	500	2178	2	U	1
920171	445	1367	2	M	1
919478	490	1766	2	U	1
919983	435	1130	2	U	1
916159	535	1812	2	U	1
917234	485	1776	2	U	1
920031	400	1193	2	U	1
919894	440	1166	2	U	1
920214	490	1899	2	M	1
916694	365	633	2	U	1
918864	410	1100	2	M	1
917999	450	1435	2	U	1
916930	495	1717	2	M	1
915708	455	1429	2	U	1
919278	485	2005	2	U	1
919110	420	1218	2	U	1
920409	400	1046	2	U	1
918705	425	1233	2	M	1
920138	445	1286	2	U	1
920219	345	848	2	U	1
918369	450	1351	2	U	1
919523	485	1690	2	M	1
920114	465	1861	2	M	1
915811	485	1672	2	U	1
919792	395	691	2	U	1
919091	480	1851	2	U	1
916066	470	1542	2	U	1
920558	420	1164	2	U	1
919833	440	1241	2	M	1
919119	495	2066	2	U	1
920087	490	1798	2	U	1
918954	440	1131	2	U	1
917329	400	941	2	U	1
917113	420	1102	2	U	1
916860	505	1837	2	M	1
918470	460	1445	2	U	1
915745	455	1584	2	U	1
917411	475	1531	2	U	1
919997	455	1434	2	U	1
917021	440	1163	2	U	1
917729	470	1604	2	U	1
918189	475	1455	2	U	1
917150	450	1511	2	M	1
918973	455	1617	2	U	1
920571	440	1487	2	M	1
920172	420	956	2	U	1
918439	485	1692	2	M	1
917580	495	2086	2	U	1
917587	500	1768	2	U	1
916632	430	1190	2	U	1
918723	430	904	2	U	1
917391	415	1023	2	U	1
920539	405	755	2	U	1
919950	430	1031	2	U	1
918434	475	1462	2	M	1
919622	495	1978	2	M	1
919764	455	1381	2	U	1
917764	480	1519	2	U	1
915767	415	1318	2	U	1
917882	420	982	2	U	1
915670	425	1109	2	U	1
919189	430	1099	2	M	1
920020	435	1239	3	U	1
916094	362	713	3	U	1
918616	465	1658	3	U	1
917837	495	1800	3	M	1
918697	375	696	3	U	1
918236	440	1340	3	M	1
920446	430	1154	3	U	1
918442	385	805	3	U	1
920517	425	1418	3	U	1
919137	490	2227	3	U	1
920164	455	1163	3	U	1
920248	440	1331	3	U	1
915751	440	1470	3	U	1
917588	500	1830	3	U	1
916552	440	1259	3	M	1
918600	395	781	3	U	1
918519	410	1047	3	U	1
918182	505	2145	3	U	1
915746	445	1388	3	U	1
916523	490	1748	3	M	1
920458	450	1536	3	U	1
918398	490	1984	3	U	1
920466	500	2181	3	M	1
918902	450	1551	3	U	1
920118	450	1497	3	M	1
919024	380	979	3	U	1
920447	450	1400	3	U	1
915910	475	1689	3	M	1
916978	430	1000	3	U	1
918889	455	1574	3	M	1
917835	445	1493	3	M	1
920340	420	1226	3	U	1
918574	495	1659	3	U	1
917929	415	980	3	U	1
918468	485	1717	3	U	1
916727	470	1645	3	M	1
919037	485	1910	3	M	1
919794	470	1643	3	U	1
919685	455	1324	3	U	1
918743	370	768	3	U	1
916782	400	1085	3	U	1
915694	500	2396	3	M	1
917875	400	753	3	U	1
918088	330	522	3	U	1
915898	470	1746	3	U	1
918335	430	1223	3	U	1
919225	435	1216	3	M	1
915678	425	1030	3	U	1
917873	435	1568	3	U	1
919752	470	1927	3	U	1
920490	435	1509	3	U	1
919608	415	1062	3	U	1
920427	420	1060	3	U	1
917499	455	1500	3	U	1
918532	475	1615	3	U	1
920179	445	1477	3	U	1
916116	515	2170	3	U	1
919408	475	1773	3	U	1
919926	430	1208	3	U	1
917171	405	1137	3	U	1
917189	420	1420	3	U	1
916858	460	1354	3	U	1
920483	460	1325	3	U	1
915677	450	1458	3	U	1
916222	440	1389	3	U	1
917431	475	1865	3	U	1
915812	430	1339	3	M	1
916181	390	934	3	U	1
919522	460	1380	3	U	1
918575	430	1244	3	U	1
916661	455	1608	3	M	1
919384	475	1850	3	U	1
915665	425	1140	3	U	1
917222	455	1761	3	U	1
920129	505	2412	3	M	1
920297	405	942	3	U	1
916941	430	1153	3	U	1
917723	475	1760	3	U	1
917938	440	1152	3	U	1
918897	505	2265	3	U	1
916053	485	1300	3	M	1
917015	490	1994	3	M	1
918478	420	1179	3	U	1
919152	455	1781	3	M	1
915849	465	1648	3	M	1
915651	435	1502	3	M	1
915846	465	1747	3	U	1
918967	455	1495	3	U	1
920266	425	1040	3	U	1
919326	455	1634	3	U	1
916722	410	1037	3	U	1
917883	470	1765	3	U	1
917599	480	1710	3	U	1
920419	470	2045	3	M	1
917628	480	1729	3	M	1
919945	415	1384	3	U	1
918725	400	1092	3	U	1
916477	495	1815	3	U	1
920528	460	1438	3	U	1
916129	455	1577	3	U	1
919830	420	1420	3	U	1
920222	455	1376	3	U	1
918684	460	1658	3	U	1
915590	470	1720	3	U	1
916991	465	1611	3	U	1
916667	510	2072	3	M	1
919728	455	1370	3	U	1
917522	450	1380	3	U	1
919782	400	891	3	U	1
916817	390	955	3	U	1
919308	430	1273	3	M	1
915810	405	1014	3	U	1
915830	380	892	3	U	1
916993	435	1426	3	U	1
916238	475	1545	3	U	1
916890	475	1408	3	U	1
919647	525	2424	3	M	1
916592	435	1224	3	M	1
918602	465	1572	3	U	1
917824	460	1198	3	U	1
917332	495	2118	3	U	1
917463	475	1418	3	U	1
918936	490	2317	3	M	1
916422	420	1069	3	U	1
917426	505	1889	3	M	1
917919	470	1468	3	U	1
917067	435	1291	3	U	1
917485	445	1236	3	U	1
917035	455	1425	3	U	1
916810	485	1840	3	U	1
918162	470	1520	3	U	1
919852	455	1637	3	U	1
918969	465	1563	3	M	1
920508	485	1627	3	U	1
916384	430	1236	3	U	1
915644	515	2191	3	M	1
916903	460	1390	3	M	1
919492	480	1635	3	U	1
917157	475	1701	3	M	1
916348	420	917	3	U	1
917449	415	1136	3	U	1
916985	485	1705	3	M	1
919507	445	1376	3	M	1
919098	535	2537	3	M	1
919495	505	2136	3	M	1
916977	435	1282	3	U	1
918060	385	689	3	U	1
918093	465	1239	3	U	1
919657	445	1319	3	M	1
920396	410	896	3	U	1
918087	400	987	3	U	1
919314	490	2118	3	U	1
919864	445	1400	3	M	1
917894	455	1523	3	U	1
917767	510	2018	3	M	1
918803	480	1893	3	M	1
917697	470	1595	3	U	1
915592	460	1538	3	U	1
918593	485	1872	3	U	1
916578	460	1441	3	U	1
920542	470	1785	3	M	1
918499	415	1083	3	U	1
917696	460	1548	3	U	1
917942	430	1075	3	U	1
916491	405	1125	3	U	1
917947	465	1770	3	U	1
917698	465	1363	3	U	1
920401	430	1374	3	U	1
915963	400	898	3	U	1
919032	435	1182	3	U	1
916696	435	1359	3	U	1
918052	465	1526	3	U	1
917816	430	1239	3	U	1
920567	480	1982	3	M	1
917879	450	1400	3	U	1
918388	465	1751	3	U	1
915596	510	1958	3	M	1
917865	500	1780	3	M	1
920403	440	1256	3	U	1
919401	400	1122	3	U	1
919398	390	935	3	U	1
919210	480	1776	3	U	1
920474	475	1755	3	U	1
919581	525	2569	3	M	1
918286	475	1807	3	U	1
920176	450	1633	3	M	1
917264	470	1580	3	M	1
916273	495	1754	3	M	1
916823	475	1837	3	U	1
916186	475	1640	3	M	1
917470	450	1562	3	U	1
919310	500	1661	3	U	1
916427	455	1316	3	M	1
919981	440	1262	3	U	1
916777	460	1332	3	U	1
919965	475	1962	3	U	1
920577	460	1313	3	M	1
916442	455	1508	3	U	1
916278	415	1175	3	U	1
916944	435	1311	3	U	1
916562	430	1111	3	U	1
916252	475	1538	3	U	1
918355	465	1310	3	M	1
916943	435	1226	3	U	1
918462	440	1174	3	U	1
919808	465	1589	3	M	1
920325	425	968	3	U	1
916575	450	1512	3	U	1
920338	375	731	3	U	1
920115	445	1361	3	U	1
918111	475	1652	3	M	1
917710	445	1126	3	U	1
915961	435	1189	3	U	1
918356	440	1381	3	U	1
918014	410	880	3	U	1
920240	445	1497	3	U	1
917306	395	1149	3	U	1
917677	425	1182	3	U	1
916580	NA	1759	3	M	1
915588	NA	1034	3	M	1
919526	NA	1063	3	M	1
920065	445	1245	3	U	1
919512	465	1693	3	M	1
917179	465	1500	3	U	1
919303	470	1495	3	M	1
919751	500	1696	3	U	1
916911	465	1533	3	U	1
916248	NA	NA	NA	NA	NA
918788	530	2170	3	M	1
917204	420	1042	3	U	1
917808	NA	NA	NA	NA	NA
920003	NA	NA	NA	NA	NA
919974	465	1632	3	U	1
919337	485	1661	3	U	1
916802	470	1512	3	U	1
918745	480	1705	3	U	1
917781	450	1182	3	U	1
916303	480	1810	3	U	1
919428	420	1158	3	U	1
918827	500	1713	3	M	1
919867	470	1722	3	M	1
916301	480	1434	3	U	1
920555	455	1931	3	U	1
918585	425	1106	3	U	1
916128	475	1610	3	U	1
917263	480	1791	3	M	1
919012	465	1448	3	U	1
919353	485	1885	3	U	1
917542	495	1753	3	M	1
920559	480	1605	3	U	1
919750	430	1584	3	U	1
915648	480	1804	3	M	1
916057	450	1632	3	M	1
918868	430	1226	3	U	1
917357	490	2118	3	U	1
918397	450	1306	3	U	1
916867	410	1033	3	U	1
916909	450	1501	3	U	1
920355	500	1978	3	U	1
917825	410	1000	3	U	1
916259	350	603	3	U	1
916227	445	1267	3	M	1
918224	470	1668	3	U	1
918374	495	1628	3	M	1
915657	415	981	3	U	1
917817	435	1278	3	U	1
916304	500	2048	3	U	1
920213	470	1830	3	U	1
917902	475	1609	3	U	1
918066	440	1195	3	U	1
919722	425	1094	3	U	1
919015	420	1395	3	U	1
916625	485	1925	3	U	1
920364	460	1580	3	U	1
916081	505	2057	3	M	1
918340	475	1431	3	M	1
918166	405	897	3	U	1
915616	430	1066	3	U	1
918699	530	2500	3	M	1
916506	490	2113	3	M	1
919283	465	1873	3	U	1
918305	455	1532	3	U	1
916934	395	826	3	U	1
916684	485	1953	3	U	1
916260	425	1172	3	U	1
915707	410	1241	3	U	1
920272	465	1544	3	M	1
918218	410	971	3	U	1
916189	420	1030	3	U	1
918139	455	1448	3	U	1
916626	455	1371	3	U	1
916135	450	1475	3	U	1
916308	485	1520	3	U	1
919237	500	1946	3	U	1
920417	440	1316	3	U	1
916258	405	1012	3	U	1
917695	460	1358	3	U	1
916544	415	926	3	U	1
916018	410	865	3	U	1
918446	415	953	3	U	1
920095	415	925	3	U	1
917995	325	406	3	U	1
918412	405	778	3	U	1
916319	505	2369	3	M	1
916756	475	1768	3	M	1
918204	475	1661	3	M	1
918494	475	1694	3	U	1
917761	345	674	3	U	1
916524	395	1016	3	U	1
920015	445	1596	3	U	1
916261	435	1377	3	U	1
917307	420	1025	3	U	1
917177	360	770	3	U	1
917142	470	1605	3	M	1
918696	405	1210	3	U	1
916516	515	2175	3	M	1
920011	500	1933	3	U	1
919884	465	1660	3	M	1
919096	475	1677	3	U	1
918214	500	1774	3	U	1
918617	485	1776	3	U	1
919148	465	1673	3	U	1
918675	475	1753	3	M	1
916092	430	1181	3	U	1
919909	460	1625	3	U	1
919177	435	1264	3	U	1
916113	445	1347	3	U	1
920221	425	1270	3	U	1
915936	425	1223	3	U	1
919637	420	1290	3	U	1
919355	485	1719	3	U	1
917991	400	785	3	U	1
917248	400	949	3	U	1
918262	475	1925	3	U	1
919940	410	1399	3	U	1
917780	410	939	3	U	1
916888	480	1590	3	U	1
918268	435	1194	3	U	1
916577	455	1556	3	U	1
918950	430	1626	3	U	1
916079	420	1076	3	U	1
916044	430	1169	3	U	1
916500	525	2241	3	M	1
918943	465	1263	3	U	1
915826	470	1483	3	M	1
917127	355	613	3	U	1
918855	450	1479	3	U	1
916184	475	1670	3	U	1
918252	520	2141	3	U	1
918629	450	1337	3	U	1
918592	475	1535	3	U	1
918716	450	1244	3	U	1
918436	445	1310	3	U	1
915796	355	553	3	U	1
918614	440	1308	3	U	1
917961	415	1054	3	U	1
920055	490	1715	3	M	1
918197	445	1049	3	U	1
919195	455	1728	3	M	1
919561	495	2049	3	M	1
920088	465	1436	3	M	1
919617	490	1684	3	M	1
916332	445	1396	3	U	1
915669	465	1337	3	U	1
916354	380	767	3	U	1
918992	440	1143	3	U	1
919113	485	1545	3	M	1
920260	425	1325	3	U	1
919566	455	1389	3	U	1
917161	395	778	3	U	1
917249	435	1245	3	U	1
920077	435	1304	3	U	1
919251	380	1023	3	U	1
919385	440	1168	3	U	1
916716	470	1573	3	U	1
915947	455	1570	3	U	1
919273	445	1194	3	U	1
920395	410	1048	3	U	1
919666	490	1911	3	M	1
916556	420	1039	3	U	1
918764	445	1490	3	U	1
917050	335	494	3	U	1
917272	415	998	3	M	1
917145	450	1784	3	U	1
918136	440	1342	3	U	1
919854	485	1950	3	U	1
919725	415	1205	3	U	1
920349	430	1000	3	U	1
919860	425	1023	3	U	1
918948	455	1562	3	U	1
919567	470	1651	3	M	1
918473	405	1021	3	U	1
917137	410	964	3	U	1
917886	355	653	3	U	1
917444	405	923	3	U	1
919396	420	1094	3	M	1
919362	480	1633	3	U	1
920452	475	1521	3	U	1
917358	400	864	3	U	1
916440	465	1576	3	U	1
918019	480	1643	3	M	1
916082	425	1176	3	U	1
918492	440	1179	2	U	1
917973	430	1288	2	U	1
917783	350	659	2	U	1
915909	475	1760	2	U	1
916976	495	1902	2	U	1
917049	495	1942	2	M	1
919194	480	1670	2	U	1
919321	465	1542	2	U	1
918916	475	1738	2	U	1
918146	470	1708	2	U	1
917911	445	1570	2	U	1
919756	415	1372	2	U	1
916097	410	1150	2	U	1
916199	475	1643	2	M	1
918281	330	512	3	U	1
918095	480	1707	3	M	1
915890	480	1877	3	M	1
918545	425	1018	3	U	1
919471	480	1718	3	U	1
918493	485	1796	3	U	1
918477	420	988	3	U	1
919766	500	2218	3	U	1
916445	500	1962	3	M	1
920374	435	999	3	U	1
919694	420	761	3	U	1
916495	410	790	3	M	1
917757	455	1226	3	M	1
919234	455	1382	3	U	1
916541	455	1607	3	M	1
917128	475	1783	3	U	1
918341	470	1606	3	U	1
917213	405	1074	3	U	1
916416	445	1467	3	M	1
918714	405	1075	3	M	1
918067	485	1688	3	U	1
915971	495	1959	3	U	1
918417	450	1105	3	U	1
918003	430	1147	3	M	1
919160	NA	NA	NA	NA	NA
915940	NA	NA	NA	NA	NA
916131	NA	NA	NA	NA	NA
916979	NA	NA	NA	NA	NA
917283	425	1255	3	U	1
917946	395	831	3	U	1
920035	535	2894	3	M	1
919039	470	1795	3	U	1
919682	NA	NA	NA	NA	NA
916551	NA	NA	NA	NA	NA
919207	500	1881	3	U	1
918084	460	1730	3	U	1
916932	410	1126	3	U	1
919556	430	1384	3	U	1
916750	370	722	3	U	1
917446	435	1149	3	U	1
917750	465	1433	3	U	1
919222	430	1166	3	M	1
919053	430	1291	3	U	1
915729	450	1672	3	M	1
916765	380	660	3	U	1
919143	420	1139	3	U	1
918706	480	1972	3	U	1
920285	350	549	3	U	1
919683	435	938	3	U	1
918134	400	929	3	U	1
918710	420	937	3	M	1
919571	395	816	3	U	1
919899	510	2662	3	M	1
916006	475	1684	3	M	1
916611	450	1497	3	U	1
918161	475	1625	3	U	1
919359	450	1253	3	M	1
918244	440	1286	3	U	1
915731	500	1831	3	U	1
917475	445	1360	3	U	1
915662	420	1335	3	U	1
915964	440	1232	3	U	1
918338	475	1761	3	M	1
916662	410	1260	3	U	1
919079	495	2048	3	U	1
919559	400	758	3	U	1
919744	420	1129	3	M	1
916459	490	1890	3	U	1
917791	430	943	3	U	1
919253	495	2118	3	U	1
919787	455	1306	3	U	1
919627	440	1370	3	U	1
919020	485	1706	3	M	1
920113	475	1904	3	U	1
916371	495	1601	3	M	1
919099	500	2059	3	U	1
919089	455	1603	3	U	1
917805	480	1558	3	M	1
920216	455	1289	3	U	1
917014	390	785	3	U	1
920357	460	1655	3	M	1
917235	450	1604	3	U	1
915862	490	1722	4	U	2
918850	520	2531	4	U	2
916601	515	2267	4	U	2
919465	520	2029	4	U	2
918775	510	2462	4	U	2
917625	520	2430	4	M	2
919159	410	893	4	U	2
919889	490	1991	4	U	2
917074	475	1660	4	U	2
917458	535	2827	4	U	2
918798	480	1448	4	U	2
917457	500	2110	4	U	2
916938	525	2368	4	U	2
916525	525	2198	4	M	2
919058	440	1383	4	U	2
917951	500	2309	4	U	2
916038	525	2210	4	M	2
920382	490	2560	4	U	2
916419	480	1574	4	U	2
917533	510	2503	4	U	2
916279	505	2484	4	U	2
918758	505	2500	4	U	2
918580	440	1738	4	U	2
919017	505	2451	4	U	2
917679	460	1399	4	U	2
916317	525	2775	4	U	2
917742	520	2160	4	U	2
919260	445	1182	4	U	2
920252	415	1026	4	U	2
918196	490	1993	4	U	2
916347	420	1133	4	U	2
918076	525	2505	4	M	2
919100	505	2000	4	M	2
919564	515	2085	4	U	2
916794	490	2537	4	U	2
920005	545	2973	4	U	2
920270	410	977	4	U	2
918911	360	754	4	U	2
916216	520	2551	4	M	2
917412	510	2653	4	U	2
920486	440	1396	4	U	2
917223	435	1374	4	U	2
918326	455	1427	4	U	2
916269	395	1032	4	U	2
918309	465	1720	4	U	2
919254	480	1877	4	U	2
919917	490	1817	4	U	2
920336	510	2098	4	U	2
918891	545	2594	4	U	2
915835	510	2301	4	U	2
916721	515	2445	4	U	2
919600	390	995	4	U	2
916035	460	1502	4	U	2
919748	490	1741	4	U	2
919941	460	1642	4	U	2
920334	450	1309	4	U	2
919211	495	1941	4	U	2
916353	360	634	4	U	2
919822	485	2218	4	U	2
918878	490	2400	4	U	2
916423	515	2538	4	U	2
916850	550	2888	4	U	2
916352	480	1530	4	U	2
916120	485	1656	4	U	2
919105	550	3291	4	U	2
919103	440	1470	4	U	2
916528	390	840	4	U	2
916349	490	2170	4	U	2
918539	480	1739	4	U	2
919436	435	1313	4	U	2
916341	530	2923	4	U	2
917069	510	2467	4	M	2
919228	435	1153	4	U	2
920150	495	2325	4	U	2
918302	460	1736	4	U	2
915982	450	1238	4	U	2
917382	440	1342	4	U	2
919139	485	1982	4	U	2
917565	445	1231	4	M	2
919905	485	1935	4	U	2
916883	455	1820	4	U	2
916811	470	1474	4	U	2
917216	485	1725	4	U	2
920331	455	1671	4	U	2
919878	460	1290	4	U	2
919029	385	1209	4	U	2
919720	375	1031	4	U	2
920008	415	1052	4	U	2
916536	520	2002	4	U	2
917967	435	1041	4	U	2
918892	520	2065	4	U	2
918405	430	1077	4	U	2
919613	535	3042	4	M	2
919705	440	1539	4	U	2
920006	500	1994	4	U	2
917379	465	1540	4	U	2
920538	460	1215	4	U	2
916409	410	1125	4	U	2
918814	500	1965	4	U	2
920069	535	2917	4	U	2
919815	450	1739	4	U	2
916282	495	1843	4	U	2
915647	485	2016	4	U	2
916873	520	2224	4	U	2
916478	460	1433	4	U	2
916040	505	2348	4	U	2
919464	530	2808	4	U	2
916973	460	1354	4	U	2
917139	465	1669	4	U	2
917242	525	2151	4	U	2
916410	450	1663	4	U	2
918896	485	1775	4	U	2
917617	505	2775	4	U	2
916864	395	872	4	U	2
920276	465	1733	4	U	2
917763	580	3460	4	U	2
919594	460	1441	4	U	2
918334	475	1949	4	U	2
918280	530	2678	4	U	2
920298	480	1999	4	U	2
919080	480	1680	4	U	2
920518	480	2192	4	M	2
919799	475	1593	4	U	2
920516	475	2046	4	U	2
917793	425	1377	4	U	2
917448	470	1481	4	U	2
920510	495	2187	4	U	2
919949	445	1278	4	U	2
917408	485	1909	4	U	2
920504	480	1600	4	U	2
915785	495	1892	4	U	2
918221	470	1667	4	U	2
918065	510	2789	4	U	2
916174	505	2431	4	U	2
918094	530	2168	4	U	2
918514	505	2168	4	U	2
917978	490	2290	4	U	2
917236	440	1702	4	U	2
919374	515	2041	4	U	2
917244	470	1657	4	U	2
917424	500	2506	4	M	2
918844	505	2392	4	M	2
918207	515	2390	4	U	2
915741	475	1740	4	U	2
918038	515	2380	4	U	2
915916	520	2379	4	U	2
920038	515	2501	4	U	2
920507	525	3269	4	M	2
918198	525	2711	4	M	2
917963	500	1824	4	U	2
916414	505	2388	4	M	2
920347	445	2019	4	U	2
920425	525	2802	4	U	2
917956	435	1410	4	U	2
919696	455	1472	4	U	2
917290	485	1876	4	U	2
915813	460	1902	4	U	2
918583	505	2674	4	U	2
919675	515	2803	4	U	2
919762	330	755	4	U	2
918890	455	1800	4	U	2
920258	390	912	4	U	2
917529	430	1122	4	U	2
918265	505	2114	4	U	2
919987	505	2363	4	M	2
919667	440	1600	4	U	2
916964	485	1801	4	U	2
919433	525	2613	4	U	2
920406	420	953	4	U	2
919432	465	1822	4	U	2
918061	475	1777	4	U	2
915681	475	1682	4	U	2
916515	515	2431	4	U	2
919755	455	1255	4	U	2
916522	495	2302	4	U	2
917874	515	2364	4	U	2
916444	505	1697	4	U	2
917045	470	1449	4	U	2
917203	500	1804	4	U	2
917920	425	816	4	U	2
916953	525	2775	4	U	2
920239	470	2040	4	U	2
919944	460	1937	4	U	2
919791	505	2399	4	M	2
916343	560	3232	4	M	2
920524	445	1818	4	U	2
915855	450	1226	4	U	2
916563	430	1118	4	U	2
916449	495	2088	4	U	2
916542	470	1656	4	U	2
916211	510	1966	4	U	2
917901	520	2480	4	M	2
917512	500	1945	4	U	2
916378	500	2038	4	U	2
919347	450	1426	4	U	2
916160	530	2196	4	U	2
918662	400	844	4	U	2
920437	510	2070	4	U	2
916990	475	1466	4	U	2
917375	470	2190	4	U	2
916836	455	1768	4	U	2
920491	485	2334	4	U	2
916589	535	2612	4	U	2
918454	495	1750	4	M	2
919043	415	1515	4	U	2
916931	460	1516	4	U	2
918875	500	1565	4	U	2
918131	425	985	4	U	2
919789	440	1429	4	U	2
917662	510	1916	4	U	2
916331	475	1766	4	U	2
917636	480	1625	4	U	2
917867	460	1322	4	U	2
917981	525	2995	4	M	2
919642	545	3719	4	U	2
915772	440	1234	4	U	2
917315	440	1342	4	U	2
917532	555	3080	4	U	2
916988	495	2613	4	U	2
920467	440	1559	4	U	2
919838	490	1733	4	U	2
919687	485	1584	4	U	2
918241	465	1650	4	U	2
917640	490	2100	4	U	2
915761	405	1146	4	U	2
920039	550	3942	4	M	2
916859	475	1885	4	U	2
920167	490	1930	4	M	2
917209	485	2130	4	U	2
919934	480	2190	4	U	2
920578	495	2253	4	U	2
916322	525	2312	4	U	2
916984	400	972	4	U	2
919788	485	2350	4	U	2
915617	460	1502	4	U	2
918816	460	1938	4	U	2
916561	510	2073	4	U	2
915794	490	1992	4	U	2
917758	470	1666	4	U	2
919108	465	1813	4	U	2
915822	425	1204	4	U	2
917322	345	779	4	U	2
916398	530	2770	4	U	2
917425	490	1944	4	U	2
918195	460	1617	4	U	2
920440	470	1947	4	U	2
917506	475	1722	4	U	2
917197	535	3092	4	U	2
917374	470	1505	4	U	2
916650	475	1882	4	U	2
916889	475	1700	4	U	2
918550	470	1856	4	U	2
915904	590	3561	4	M	2
917706	525	2630	4	M	2
919005	515	2113	4	U	2
915870	440	1239	4	U	2
917401	505	2269	4	U	2
918634	525	2449	4	U	2
916232	485	1896	4	U	2
918640	490	1839	4	U	2
916602	430	1238	4	U	2
919276	535	2857	4	U	2
916607	495	1725	4	U	2
917887	445	1238	4	U	2
919929	495	1969	4	U	2
916167	500	1902	4	M	2
920105	440	1570	4	U	2
918275	485	1805	4	U	2
919602	495	1760	4	U	2
919746	380	1327	4	U	2
917648	400	1079	4	U	2
915715	510	2024	4	M	2
920089	480	2025	4	U	2
916674	485	2488	4	U	2
917361	445	1265	4	U	2
915740	415	1272	4	U	2
915790	515	2167	4	U	2
917292	510	2140	4	U	2
918292	515	2113	4	M	2
915693	505	2170	4	U	2
918339	495	2083	4	U	2
917872	500	1958	4	U	2
919049	530	2862	4	U	2
918659	505	2401	4	U	2
920482	560	3134	4	U	2
919425	535	2456	4	U	2
919904	445	1622	4	U	2
916929	455	1455	4	U	2
920152	485	2286	4	U	2
915630	475	2095	4	U	2
918912	525	2905	4	U	2
917010	530	3285	4	U	2
916193	530	2556	4	U	2
918011	520	2408	4	U	2
917488	520	2613	4	U	2
917154	370	768	4	U	2
918219	485	1943	4	U	2
918521	465	1413	4	U	2
917597	395	831	4	U	2
916155	525	2589	4	U	2
917484	485	1770	4	U	2
919673	510	2811	4	U	2
915606	540	2853	4	U	2
919169	525	2222	4	U	2
920086	440	1036	4	U	2
918415	515	2243	4	U	2
916913	490	2425	4	U	2
919155	440	2166	4	M	2
916591	510	2114	4	U	2
918102	495	2267	4	U	2
915659	445	1660	4	U	2
918041	485	1961	4	U	2
916147	515	2324	4	U	2
918836	525	3250	4	U	2
918258	510	2246	4	U	2
919640	425	1090	4	U	2
918980	440	1421	4	U	2
918920	500	2136	4	U	2
916451	500	2544	4	U	2
917613	495	2143	4	U	2
918379	480	1783	4	U	2
916014	475	1645	4	U	2
917689	495	1950	4	U	2
917553	330	496	4	U	2
917497	420	1174	4	U	2
917547	510	2376	4	U	2
920479	510	2230	4	U	2
918090	455	1491	4	U	2
918013	460	1557	4	U	2
918770	490	1850	4	U	2
918608	480	1844	4	U	2
919628	505	2573	4	M	2
920209	485	2140	4	U	2
917075	560	2873	4	M	2
920362	535	2717	4	U	2
919078	435	1185	4	U	2
918977	435	1912	4	U	2
920242	430	1484	4	U	2
920286	480	2290	4	U	2
918604	485	2216	4	U	2
919662	410	813	4	U	2
919445	495	2058	4	U	2
915625	500	1855	4	U	2
917119	510	1963	4	U	2
919295	515	2977	4	M	2
919957	525	2844	4	U	2
916692	465	1471	4	U	2
918863	495	2314	4	U	2
916417	465	1367	4	U	2
918942	495	2284	4	M	2
918246	475	1600	4	U	2
920352	430	905	4	U	2
916919	410	1312	4	U	2
917576	460	1470	4	U	2
917486	505	2146	4	U	2
918096	520	1895	4	M	2
920568	475	1644	4	U	2
918086	485	699	4	U	2
919021	530	2590	4	U	2
916117	455	1522	4	U	2
917900	505	2303	4	U	2
916095	500	2076	4	U	2
917909	495	1827	4	U	2
918233	500	2452	4	U	2
918401	400	771	4	U	2
916100	455	1390	4	U	2
917993	485	2011	4	U	2
919582	470	1953	4	U	2
917178	410	1137	4	U	2
916462	550	3244	4	U	2
916292	485	1599	4	U	2
918289	510	2000	4	U	2
917066	500	1963	4	U	2
916225	460	1407	4	U	2
919059	450	1621	4	U	2
919818	510	2477	4	U	2
916612	520	2458	4	U	2
919381	475	2246	4	U	2
915986	515	2663	4	U	2
916111	465	1843	4	U	2
919610	490	2411	4	U	2
918103	465	1646	4	U	2
920351	525	2607	4	M	2
917044	500	2143	4	U	2
920052	500	2500	4	U	2
916243	505	2256	4	U	2
919431	470	1419	4	U	2
920190	515	2241	4	U	2
920246	520	2836	4	M	2
916879	485	2028	4	U	2
920429	475	1888	4	U	2
915988	500	1934	4	U	2
919912	430	1173	4	U	2
916678	525	2673	4	U	2
916573	505	2523	4	U	2
919768	445	1192	4	U	2
916872	520	2277	4	U	2
918488	475	2364	4	U	2
919698	500	1903	4	M	2
917678	455	1393	4	U	2
919938	535	2925	4	M	2
920550	470	1560	4	U	2
919734	465	1485	4	U	2
920121	415	1301	4	U	2
916854	470	1518	4	U	2
917827	540	2780	4	U	2
917661	470	1934	4	U	2
919961	555	3568	4	M	2
917888	505	2316	4	U	2
920489	500	2455	4	U	2
918441	445	1432	4	U	2
919652	490	1702	4	U	2
919956	510	2862	4	U	2
920371	490	2352	4	U	2
917569	485	1952	4	U	2
919133	520	2739	4	U	2
916701	545	3305	4	U	2
917388	580	1728	4	U	2
917672	505	2305	4	U	2
920027	520	2296	4	U	2
919038	400	992	4	U	2
916954	480	2229	4	U	2
