PIT	Length	Weight	Tank	Sex	Site
916481	495	1924	4	U	2
916402	445	1302	4	U	2
918271	520	2669	4	U	2
918859	495	2024	4	U	2
918226	485	2149	4	U	2
915743	480	1981	4	U	2
920533	480	1748	4	U	2
915722	480	1604	4	U	2
917752	460	1844	4	U	2
917802	460	1831	4	U	2
920263	585	3675	4	M	2
919781	535	2797	4	U	2
918742	525	2699	4	U	2
915960	535	2673	4	U	2
916739	500	1840	4	U	2
920543	495	2073	4	U	2
917899	510	2321	4	U	2
918595	440	1118	4	U	2
916946	465	1685	4	U	2
916798	545	2176	4	U	2
917330	475	1584	4	U	2
916643	440	975	4	U	2
917100	480	1885	4	U	2
919634	530	3305	4	U	2
915880	460	1830	4	U	2
916631	470	1651	4	U	2
919767	490	1757	4	U	2
918599	455	1784	4	U	2
915655	525	2442	4	U	2
915874	500	1936	4	U	2
919918	485	1899	4	U	2
916062	495	1992	4	U	2
915860	440	1502	4	U	2
915589	500	2120	4	M	2
915646	530	2908	4	U	2
917777	505	1971	4	U	2
917659	515	2468	4	U	2
916028	475	1735	4	U	2
920124	440	1410	4	U	2
917932	495	2063	4	U	2
917699	505	1828	4	U	2
918259	510	2344	4	U	2
919060	565	3280	4	U	2
920445	495	2000	4	U	2
916328	370	831	4	U	2
918584	460	1622	4	U	2
917737	405	906	4	U	2
916357	505	2263	4	U	2
919641	435	1770	4	U	2
917372	510	2058	4	U	2
917570	510	2619	4	U	2
917370	455	1576	4	U	2
917423	485	1963	4	U	2
920174	530	2647	4	U	2
918135	570	3085	4	U	2
918015	500	2380	4	U	2
917828	455	1408	4	U	2
916231	470	1280	4	U	2
916487	360	561	4	U	2
919467	455	1227	4	U	2
918578	495	1973	4	U	2
918722	480	1636	4	U	2
919732	480	2396	4	U	2
917866	505	2610	4	U	2
920153	485	2287	4	M	2
916665	475	2017	4	U	2
916240	490	1842	4	U	2
917607	455	1457	4	U	2
916130	520	1950	4	M	2
918040	485	1779	4	M	2
918138	430	1509	4	U	2
916514	465	1757	4	U	2
917202	465	1471	4	U	2
916587	460	1830	4	U	2
916320	495	2140	4	U	2
917417	475	1916	4	M	2
918639	485	2303	4	U	2
917368	520	2784	4	M	2
919307	480	1872	4	U	2
919986	500	2337	4	U	2
916955	480	1815	4	U	2
916884	455	1450	4	U	2
918390	500	2124	4	U	2
919903	455	1468	4	U	2
917749	465	1571	4	U	2
920348	480	1899	4	U	2
916868	535	2786	4	U	2
919028	500	1903	4	U	2
917268	485	1899	4	M	2
917787	510	2000	4	U	2
916554	480	2287	4	U	2
920053	525	3323	4	U	2
915831	505	2048	4	U	2
917032	495	2013	4	U	2
917428	485	2017	4	U	2
920048	520	3270	4	M	2
920456	500	2128	4	U	2
917548	470	1679	4	U	2
919632	520	3018	4	U	2
918630	490	2192	4	U	2
919998	370	1153	4	U	2
916041	500	2360	4	M	2
919072	515	2128	4	U	2
916526	490	2126	4	U	2
916469	365	712	4	U	2
920485	420	1531	4	U	2
916125	460	1467	4	M	2
918576	510	2233	4	U	2
917806	425	1162	4	U	2
917876	430	1005	4	U	2
916616	385	737	4	U	2
919630	470	1523	4	U	2
917289	520	2618	4	M	2
919542	530	3202	4	M	2
917472	400	871	4	U	2
917713	480	1477	4	U	2
919857	495	1803	4	U	2
917373	470	1504	4	U	2
916679	415	1358	4	U	2
918594	510	2477	4	U	2
916659	490	1687	4	U	2
920317	450	1215	4	U	2
917454	480	1641	4	U	2
917098	440	1329	4	U	2
917654	490	2252	4	U	2
915992	475	1769	4	U	2
918319	500	1675	4	U	2
916830	450	1254	4	U	2
916582	455	1449	4	U	2
917851	495	1557	4	U	2
917339	480	1801	4	U	2
916093	490	2053	4	U	2
919743	450	1238	4	M	2
917554	455	1424	4	U	2
917653	450	1449	4	U	2
916000	525	2220	4	U	2
916277	450	1200	4	U	2
920202	440	1049	4	M	2
917928	515	1788	4	U	2
916838	485	1948	4	U	2
916704	515	2733	4	U	2
918489	500	2150	4	U	2
918692	475	1593	4	U	2
920420	480	1880	4	U	2
918377	525	2394	4	M	2
917632	490	1782	4	U	2
915872	475	1817	4	U	2
918043	495	1868	4	U	2
917813	460	1457	4	U	2
920449	505	2515	4	U	2
917795	475	2005	4	U	2
917948	420	999	4	U	2
917309	450	1308	4	U	2
916425	430	1127	4	U	2
917819	370	655	4	U	2
917286	540	2431	4	U	2
919317	495	1756	4	U	2
916467	480	1573	4	U	2
920275	565	3773	4	M	2
915629	475	1575	4	U	2
919674	495	1807	4	U	2
920072	460	1478	4	U	2
919686	510	2605	4	M	2
917011	560	3261	4	M	2
918806	455	1118	4	U	2
919388	480	1646	4	U	2
919411	440	1150	4	U	2
916728	485	1759	4	U	2
919723	505	2320	4	U	2
920280	485	1362	4	U	2
918225	460	1500	4	U	2
916310	380	720	4	U	2
920360	450	1387	4	U	2
916555	360	545	4	U	2
916029	460	1221	4	U	2
917406	475	1830	4	U	2
918596	490	2090	4	M	2
915723	425	1355	4	U	2
919871	475	1489	4	U	2
919982	495	2261	4	U	2
917141	535	2740	4	U	2
916809	495	1791	4	U	2
917657	425	1365	4	U	2
918552	530	3082	4	M	2
919487	455	1410	4	U	2
919730	445	1034	4	U	2
915791	430	1444	4	U	2
916105	525	2546	4	U	2
919690	495	2103	4	U	2
918879	500	2194	4	M	2
916051	360	625	4	U	2
917809	460	1396	4	U	2
918169	510	2355	4	U	2
919301	460	1324	4	U	2
918078	495	1819	4	U	2
917769	365	656	4	U	2
918464	475	1496	4	U	2
920056	480	2192	4	U	2
920502	495	2077	4	U	2
917974	360	627	4	U	2
915611	510	2534	4	M	2
917541	490	2029	4	U	2
919907	500	2090	4	U	2
919868	515	2288	4	M	2
918424	520	2835	4	U	2
917649	535	2332	4	U	2
918396	490	2251	4	U	2
915836	435	1278	4	U	2
916156	495	2153	4	U	2
916512	445	1606	4	M	2
919759	505	2404	4	U	2
916767	425	1233	4	U	2
917224	490	1749	4	U	2
916894	465	1679	4	U	2
919962	480	2215	4	U	2
920329	460	1686	4	U	2
916458	500	2113	4	U	2
917530	485	1790	4	U	2
919716	440	1308	4	U	2
918022	495	2023	4	M	2
920415	530	2429	4	U	2
916644	480	1764	4	U	2
916426	500	1959	4	U	2
919946	435	1437	4	U	2
918654	430	1521	4	M	2
918483	445	1445	4	U	2
916717	490	2289	4	U	2
918361	490	1975	4	U	2
916902	465	1387	4	U	2
920519	485	2447	4	U	2
919264	515	1829	4	U	2
917826	495	1960	4	U	2
918590	520	2374	4	U	2
918142	485	2023	4	U	2
917126	450	1226	4	U	2
920071	450	1283	4	U	2
917042	490	2118	4	U	2
916295	495	2589	4	U	2
918132	510	2232	4	U	2
918199	455	1530	4	U	2
915966	465	1890	4	U	2
917399	415	1082	4	U	2
917923	475	1980	4	U	2
920058	435	1296	4	U	2
916568	480	1775	4	U	2
920477	465	2080	4	U	2
917871	395	960	4	U	2
918938	500	1807	4	U	2
916848	485	1825	4	U	2
918735	540	2677	4	M	2
917812	480	1589	4	U	2
918623	530	2321	4	U	2
916123	485	1937	4	U	2
916239	495	2359	4	U	2
916023	500	2279	4	U	2
916876	540	1307	4	U	2
919205	490	2032	4	U	2
917118	485	1659	4	U	2
915610	505	2193	4	U	2
918883	455	1367	4	U	2
919545	435	1092	4	U	2
919046	485	1695	4	U	2
915734	425	1265	4	U	2
916265	420	999	4	U	2
916896	470	1477	4	U	2
916549	495	2080	4	U	2
917516	520	2248	4	U	2
917492	475	2147	4	U	2
917350	495	2209	4	U	2
920021	470	1525	4	U	2
915684	415	1753	4	U	2
915739	365	680	4	U	2
919677	485	2312	4	U	2
918459	515	2288	4	U	2
916293	490	1950	4	U	2
919342	495	1697	4	U	2
916664	475	1784	4	U	2
920110	460	1476	4	U	2
918152	495	2522	4	U	2
916744	395	1047	4	U	2
918837	500	1815	4	U	2
920350	470	1518	4	U	2
917076	445	1275	4	U	2
916180	425	1152	4	U	2
918503	365	611	4	U	2
916191	505	2053	4	U	2
919656	440	1498	4	U	2
919831	490	1655	4	U	2
918370	400	915	4	U	2
919993	515	2560	4	U	2
916430	460	1147	4	U	2
918572	455	1543	4	U	2
920278	500	1793	4	U	2
9186604	520	2026	4	U	2
916904	500	2089	4	U	2
917862	510	2329	4	U	2
917493	495	2142	4	U	2
917645	485	1861	4	U	2
918414	525	2158	4	U	2
918673	455	1364	4	U	2
918485	515	1857	4	M	2
919088	470	1569	4	U	2
920366	410	1314	4	U	2
9198621	490	2242	4	M	2
918533	510	2662	4	U	2
915942	405	780	4	U	2
919605	505	1943	4	U	2
916283	515	2490	4	U	2
920146	455	1387	4	U	2
919893	525	2796	4	M	2
918597	475	1611	4	U	2
917459	500	2223	4	U	2
919123	465	1408	4	U	2
916047	425	1269	4	U	2
919312	490	1712	4	U	2
916975	475	1877	4	U	2
919589	510	2847	4	U	2
916221	480	1883	4	U	2
916340	500	2290	4	U	2
919002	545	2731	4	U	2
919163	520	2377	4	M	2
916455	480	1578	4	U	2
917526	335	672	4	U	2
917099	490	1597	4	U	2
917476	495	2071	4	U	2
919678	485	1826	4	M	2
918083	470	1845	4	U	2
916891	490	1929	4	U	2
916316	530	2830	4	M	2
915938	470	1738	4	U	2
920033	495	1899	4	M	2
918332	445	1991	4	U	2
915857	460	1463	4	U	2
916996	525	2724	4	M	2
917317	500	2055	4	U	2
920238	490	1617	4	U	2
918510	475	1689	4	U	2
917334	490	2836	4	U	2
917392	495	1612	4	U	2
917855	460	1395	4	U	2
917071	470	1530	4	U	2
916963	500	2281	4	U	2
917503	500	2027	4	U	2
915795	425	1264	4	U	2
917271	500	2122	4	U	2
915877	540	3196	4	U	2
917906	465	2170	4	U	2
917335	515	2452	4	M	2
919873	515	1892	4	M	2
916763	480	1975	4	U	2
916689	475	1790	4	U	2
916407	490	2120	4	U	2
917927	470	1672	4	U	2
917832	540	2887	4	M	2
918149	480	1557	4	U	2
918779	535	2769	4	U	2
916535	480	1765	4	M	2
918559	495	1979	4	U	2
918320	455	1287	4	U	2
916270	430	1157	4	U	2
917294	460	1847	4	U	2
915828	540	2493	4	U	2
918172	545	2733	4	M	2
916220	495	2206	4	U	2
918120	475	1848	4	U	2
917982	475	1590	4	U	2
917258	455	1362	4	U	2
918438	500	1851	4	U	2
916256	425	997	4	U	2
915989	455	1488	4	U	2
919980	440	1373	4	U	2
919908	515	2239	4	M	2
919797	545	3013	4	M	2
920288	505	2370	4	U	2
920136	500	2318	4	U	2
920197	495	2411	4	M	2
920018	500	2087	4	U	2
917701	495	1621	4	U	2
920147	445	1270	4	U	2
919460	490	1748	4	U	2
915637	475	1816	4	U	2
917143	495	1984	4	U	2
918778	515	2249	4	U	2
916520	460	1681	4	U	2
917709	470	1433	4	U	2
918425	495	2195	4	U	2
918105	485	1736	4	U	2
918553	525	2564	4	M	2
918291	485	1482	4	U	2
920061	460	1908	4	U	2
915908	460	1353	4	U	2
917442	445	1420	4	U	2
915893	495	2188	4	U	2
917914	465	1265	4	U	2
918631	430	1304	4	U	2
920464	480	2247	4	U	2
915917	470	1619	4	U	2
916668	475	1842	4	U	2
918362	455	1352	4	U	2
916986	465	1674	4	M	2
915716	475	1876	4	U	2
918917	390	1065	4	U	2
918077	460	1719	4	U	2
919543	485	1715	4	U	2
917971	510	2213	4	U	2
920337	445	1725	4	M	2
918843	440	1290	4	U	2
916016	455	1411	4	U	2
920333	480	1811	4	U	2
916768	450	1942	4	U	2
917668	465	1547	4	U	2
917986	525	2085	4	U	2
918919	505	1888	4	U	2
917106	510	1924	4	U	2
917086	480	2175	4	U	2
920391	425	1459	4	U	2
917353	485	2016	4	U	2
916972	460	1560	4	U	2
920060	470	1740	4	U	2
915945	510	1944	4	U	2
918727	460	1900	4	U	2
918804	505	1999	4	U	2
917884	505	1853	4	U	2
918426	520	2420	4	U	2
918997	505	2183	4	U	2
919650	520	2364	4	U	2
916255	510	2480	4	U	2
916590	505	2232	4	U	2
920024	450	1304	4	U	2
917637	495	1781	4	U	2
920007	455	1707	4	U	2
915931	470	1865	4	U	2
918537	510	2240	4	U	2
916457	495	2082	4	U	2
917520	480	1485	4	U	2
918113	495	2035	4	U	2
918358	480	1492	4	U	2
915780	475	1933	4	U	2
919469	520	2593	4	U	2
920465	515	1867	4	U	2
916921	500	2150	4	U	2
916951	450	1470	4	U	2
917924	455	1527	4	U	2
919609	545	2881	4	M	2
917934	400	1552	4	U	2
915672	465	1650	4	U	2
916245	455	1293	4	U	2
917396	385	829	4	U	2
918568	470	1803	4	U	2
917218	440	1270	4	U	2
918352	470	1696	4	U	2
916565	485	2079	4	U	2
917394	490	1600	4	U	2
920526	415	1355	4	U	2
918605	475	1437	4	U	2
917432	435	1578	4	U	2
917345	475	1710	4	U	2
917427	465	1372	4	U	2
918272	450	1275	4	U	2
918443	415	1161	4	U	2
916559	425	1165	4	U	2
920505	510	2484	4	M	2
918486	525	2734	4	M	2
915680	500	2191	4	U	2
915823	495	2245	4	U	2
920145	505	2556	4	U	2
915710	525	2312	4	U	2
918795	500	1884	4	U	2
918755	470	1938	4	U	2
917163	470	1618	4	U	2
916173	490	2050	4	U	2
920057	345	943	4	U	2
918227	465	1585	4	U	2
918133	420	1178	4	M	2
916153	425	1194	4	U	2
917217	550	3008	4	M	2
916086	415	1170	4	U	2
918870	500	1894	4	U	2
920082	450	1699	4	U	2
918783	500	2431	4	U	2
916623	525	2420	4	U	2
917007	535	2890	4	U	2
917815	500	2307	4	U	2
920358	505	2446	4	M	2
920207	435	1860	4	U	2
919706	480	1571	4	U	2
917954	505	2570	4	M	2
920084	485	1771	4	U	2
915645	440	1302	4	U	2
920300	445	1109	4	U	2
917754	395	952	4	U	2
920471	490	1506	4	U	2
919094	560	2648	4	U	2
916690	440	1231	4	U	2
917641	475	1701	4	U	2
918611	535	3390	4	U	2
917596	510	1790	4	U	2
917255	470	1992	4	U	2
916585	515	2249	4	M	2
918624	495	3025	4	U	2
919913	445	1624	4	U	2
919639	445	1380	4	U	2
916622	475	2248	4	U	2
915980	440	1245	4	U	2
915726	520	2822	4	U	2
918740	500	2331	4	U	2
919971	430	1039	4	U	2
917298	495	1835	4	U	2
920387	390	875	4	U	2
918290	455	1440	4	U	2
919771	505	2267	4	U	2
917276	460	1320	4	U	2
918687	450	1972	4	M	2
918306	525	2790	4	U	2
916076	475	1775	4	U	2
920495	415	1027	4	U	2
916327	455	1669	4	U	2
918466	490	1520	4	U	2
920144	465	1504	4	U	2
915978	495	1753	4	U	2
918345	470	1644	4	U	2
916013	455	1422	4	U	2
918753	525	2096	4	M	2
916804	470	1632	4	U	2
915967	445	1639	4	U	2
920243	515	2497	4	U	2
918073	465	1650	4	U	2
916236	375	947	4	U	2
916843	505	2573	4	U	2
916603	470	1642	4	U	2
916663	420	1133	4	U	2
918206	485	2162	4	U	2
916098	480	1999	4	U	2
920481	510	2028	4	U	2
919546	440	1107	4	U	2
920448	450	1344	4	U	2
918153	525	2285	4	U	2
916376	525	2664	4	M	2
917544	540	2764	4	U	2
917191	510	1790	4	U	2
917925	500	1680	4	U	2
919626	515	2347	4	U	2
918185	480	1635	4	U	2
918157	525	2492	4	U	2
917822	480	1610	4	U	2
916039	425	1138	4	U	2
919607	495	2202	4	U	2
917915	455	1303	4	U	2
920159	500	2168	4	U	2
916922	465	1829	4	U	2
918570	480	1786	4	U	2
919823	460	1324	4	U	2
915622	485	1992	4	U	2
916851	450	1344	4	U	2
918557	440	1422	4	U	2
920512	475	1580	4	U	2
916504	455	1555	4	U	2
920441	500	2211	4	M	2
919457	535	2377	4	M	2
919809	490	1700	4	U	2
917605	550	3225	4	U	2
918543	435	1159	4	U	2
917892	475	1916	4	U	2
916534	445	1287	4	U	2
918563	480	1775	4	U	2
916669	475	1752	4	U	2
920283	410	892	4	U	2
918421	510	1793	4	M	2
920470	435	1055	4	U	2
917260	435	1362	4	U	2
917840	440	1403	4	U	2
920127	505	2655	4	U	2
916476	485	1790	4	U	2
920241	520	2590	4	U	2
916011	435	1375	4	U	2
918287	445	1270	4	U	2
920262	510	2525	4	M	2
916630	435	1142	4	U	2
917450	515	2314	4	U	2
919988	460	1584	4	U	2
917721	495	2081	4	U	2
918721	500	2168	4	U	2
919236	500	2270	4	U	2
918349	480	1559	4	U	2
916043	400	875	4	U	2
918565	560	3650	4	M	2
916818	460	1577	4	U	2
918391	440	1289	4	U	2
919136	495	1943	4	U	2
919272	520	3525	4	U	2
918528	525	2818	4	U	2
915873	480	1635	4	U	2
920023	495	1943	4	U	2
918963	495	1878	4	U	2
918541	540	2357	4	U	2
920119	470	1963	4	U	2
919953	450	1444	4	U	2
919584	490	1902	4	U	2
916700	420	1238	4	U	2
916789	430	1255	4	U	2
916820	475	1440	4	U	2
919212	505	2307	4	U	2
917782	485	1863	4	U	2
918322	545	2836	4	U	2
918664	500	2153	4	U	2
918760	470	1777	4	U	2
920111	440	1415	4	U	2
917609	520	2273	4	U	2
919279	495	2152	4	U	2
919757	485	1524	4	U	2
916776	500	1856	4	U	2
917989	475	1894	4	U	2
915755	510	2219	4	U	2
918348	505	1890	4	U	2
919186	510	2267	4	U	2
919358	475	1773	4	U	2
919332	485	1751	4	U	2
919380	500	2158	4	U	2
919040	510	2234	4	U	2
919680	505	2121	4	U	2
920367	520	2280	4	U	2
919870	465	2199	4	U	2
916002	480	1682	4	U	2
920443	460	1116	4	U	2
920562	525	2473	4	U	2
918786	455	1491	4	U	2
917664	525	2501	4	M	2
918211	485	1636	4	U	2
915905	515	2184	4	U	2
918884	500	2164	4	U	2
915979	485	1552	4	U	2
919749	455	1425	4	U	2
917120	485	1898	4	U	2
920151	475	1512	4	U	2
916759	480	1640	4	U	2
917968	430	1020	4	U	2
918054	330	653	4	U	2
918944	495	2182	4	U	2
917158	460	1627	4	U	2
919135	480	1617	4	U	2
918270	450	1344	4	U	2
920323	445	1252	4	U	2
917612	455	1270	4	U	2
920254	555	2983	4	U	2
916675	500	1809	4	U	2
917402	485	1989	4	U	2
920515	450	1182	4	U	2
916835	470	1757	4	U	2
920544	530	2852	4	M	2
918523	485	1644	4	U	2
917342	425	1288	4	U	2
916215	520	2603	4	M	2
916617	510	2075	4	U	2
916971	430	1164	4	U	2
916464	475	1670	4	U	2
916061	490	2074	4	U	2
920074	485	1852	4	M	2
916132	470	1692	4	U	2
916267	440	1236	4	U	2
916176	460	1167	4	U	2
917908	490	1951	4	U	2
918669	480	1596	4	U	2
920574	470	1520	4	U	2
917700	500	2070	4	U	2
918643	520	2122	4	U	2
916118	460	1261	4	U	2
918905	425	989	4	U	2
920032	455	1556	4	U	2
919341	535	2925	4	U	2
916077	525	2774	4	U	2
916825	480	2078	4	U	2
917771	445	1620	4	U	2
920062	500	2572	4	M	2
916263	515	2370	4	U	2
919999	450	1694	4	U	2
919955	530	2628	4	M	2
918531	505	1976	4	U	2
916806	540	2739	4	M	2
919888	510	2600	4	U	2
916187	450	1303	4	U	2
916749	520	2284	4	U	2
917468	490	1672	4	U	2
918141	450	1204	4	U	2
915603	440	1332	4	M	2
917009	460	1737	4	U	2
915804	510	2498	4	U	2
920093	525	2826	4	U	2
917185	445	1303	4	U	2
918484	505	2133	4	U	2
919863	535	3202	4	U	2
916219	535	2790	4	M	2
918192	440	1316	4	U	2
917996	510	2099	4	U	2
918739	475	1680	4	U	2
917346	475	1590	4	U	2
919176	485	2066	4	U	2
917870	505	1744	4	U	2
920314	510	2155	4	U	2
915990	425	1029	4	U	2
917220	520	2780	4	U	2
918637	430	1208	4	U	2
917615	530	2581	4	M	2
917038	445	1272	4	U	2
918313	510	2510	4	U	2
919925	460	1577	4	U	2
916488	500	2524	4	U	2
919182	415	872	4	U	2
917903	520	2830	4	U	2
920540	505	2062	4	U	2
915950	450	1314	4	U	2
916807	435	1332	4	U	2
916707	470	1647	4	U	2
918720	505	2377	4	U	2
916026	435	1296	4	U	2
918734	490	1907	4	U	2
920068	520	2346	4	M	2
919097	515	2453	4	U	2
918070	510	2322	4	U	2
917511	475	1704	4	U	2
919266	490	1817	4	U	2
916537	465	1399	4	U	2
916448	505	2704	4	U	2
917985	450	1538	4	U	2
919776	490	1549	4	M	2
919158	500	2106	4	M	2
915737	525	2787	4	U	2
920078	450	1999	4	U	2
917024	540	3065	4	U	2
920404	450	1444	4	U	2
917941	450	1270	4	U	2
916949	525	2742	4	M	2
917466	505	2546	4	U	2
916900	485	1646	4	U	2
917616	495	2247	4	U	2
917398	505	2109	4	U	2
917977	410	1164	4	U	2
916374	505	2430	4	U	2
916235	460	1368	4	U	2
920496	435	1479	4	U	2
918342	475	1760	4	U	2
917630	490	1724	4	U	2
917006	500	1815	4	U	2
917561	485	2149	4	U	2
918183	515	2136	4	U	2
920547	510	2168	4	U	2
917238	495	2198	4	U	2
915851	440	1038	4	U	2
916604	445	1083	4	U	2
920416	435	1197	4	U	2
919923	450	1339	4	U	2
915865	490	1758	4	U	2
917519	495	1964	4	U	2
915776	540	3069	4	U	2
919846	470	1722	4	U	2
916814	400	921	4	U	2
915584	465	1585	4	U	2
919349	510	2360	4	U	2
916815	470	1651	4	U	2
919244	530	2302	4	M	2
918297	450	1594	4	U	2
918378	480	2127	4	U	2
916389	455	1258	4	U	2
917579	505	2016	4	U	2
918968	515	2471	4	U	2
917937	535	2134	4	U	2
916284	420	858	4	U	2
917415	530	2284	4	M	2
916901	420	941	4	U	2
920022	540	2864	4	U	2
915899	455	1973	4	U	2
915774	500	2700	4	U	2
916007	455	1713	4	U	2
918607	480	2130	4	U	2
917676	440	1275	4	U	2
915735	505	2058	4	M	2
918867	540	2663	4	U	2
915900	490	1982	4	U	2
918382	465	1664	4	U	2
917671	415	965	4	U	2
916150	495	2040	4	U	2
917765	450	1415	4	U	2
915664	475	1698	4	U	2
919184	460	1332	4	U	2
919011	480	1678	4	U	2
919604	510	1610	4	U	2
916214	395	758	4	U	2
916923	485	1661	4	U	2
917265	490	1708	4	U	2
919881	460	1226	4	U	2
918304	500	2348	4	U	2
917595	375	763	4	U	2
917151	430	1096	4	U	2
920320	500	1997	4	U	2
917083	450	1180	4	U	2
918876	450	1427	4	U	2
918416	505	2130	4	U	2
916287	485	1708	4	U	2
917603	455	1495	4	U	2
919886	485	2377	4	M	2
918376	500	2119	4	U	2
917658	450	1521	4	U	2
916614	400	988	4	U	2
919897	500	2630	4	M	2
920141	495	1803	4	U	2
920103	475	1948	4	U	2
918877	415	825	4	U	2
918018	420	994	4	U	2
915704	445	1284	4	U	2
915970	475	1633	4	U	2
916657	445	1322	4	U	2
919122	395	700	4	U	2
917502	435	1300	4	U	2
916200	465	1851	4	U	2
915969	450	1202	4	U	2
915658	505	1973	4	U	2
916107	480	1683	4	U	2
920107	460	1453	4	U	2
918163	470	1536	4	U	2
916485	395	741	4	U	2
920413	430	1012	4	U	2
920303	455	1359	2	U	1
917152	490	1941	2	M	1
918368	500	2210	2	U	1
919910	490	1944	2	M	1
918492	440	1179	2	U	1
917973	430	1288	2	U	1
917783	350	659	2	U	1
915909	475	1760	2	U	1
916976	495	1902	2	U	1
917049	495	1942	2	M	1
919194	480	1670	2	U	1
919321	465	1542	2	U	1
918916	475	1738	2	U	1
918146	470	1708	2	U	1
917911	445	1570	2	U	1
919756	415	1372	2	U	1
916097	410	1150	2	U	1
916199	475	1643	2	M	1
915901	420	904	2	U	1
920224	350	891	2	U	1
917182	510	2433	2	U	1
916311	465	1506	2	U	1
916017	450	1264	2	U	1
915977	470	1629	2	U	1
916305	395	850	2	U	1
920311	465	1604	2	U	1
917085	415	1248	2	U	1
918650	NA	1797	2	U	1
917593	NA	1699	2	U	1
916210	NA	1331	2	U	1
920428	490	2134	2	M	1
920343	490	1661	2	M	1
918125	455	1371	2	U	1
918957	435	1276	2	U	1
9195532	430	1847	2	U	1
917155	445	1377	2	U	1
920227	475	1565	2	U	1
915897	440	1300	2	U	1
917341	450	1510	2	U	1
915861	450	1464	2	U	1
9197101	420	1069	2	U	1
