,Id,Sire,Dam
693,G2_424352,G1_822986,G1_973162
694,G2_425972,G1_822986,G1_973162
695,G2_424375,G1_822986,G1_973162
696,G2_431049,G1_822986,G1_973162
697,G2_424714,G1_822986,G1_973162
698,G2_425180,G1_822986,G1_973162
699,G2_425450,G1_822986,G1_973162
700,G2_425446,G1_822986,G1_973162
701,G2_424267,G1_822986,G1_973162
702,G2_431932,G1_822986,G1_973162
703,G2_425233,G1_822986,G1_973162
704,G2_425476,G1_822986,G1_973162
705,G2_426101,G1_822986,G1_973162
706,G2_425424,G1_822986,G1_973162
707,G2_432018,G1_822986,G1_973162
708,G2_430330,G1_822986,G1_973162
709,G2_430625,G1_822986,G1_973162
710,G2_425537,G1_822986,G1_973162
711,G2_425431,G1_822986,G1_973162
712,G2_431608,G1_822986,G1_973162
713,G2_425165,G1_822986,G1_973162
714,G2_431750,G1_822986,G1_973162
715,G2_430607,G1_822986,G1_973162
716,G2_425128,G1_822986,G1_973162
717,G2_432128,G1_822986,G1_973162
718,G2_424655,G1_822986,G1_973162
719,G2_430342,G1_822986,G1_973162
720,G2_424440,G1_822986,G1_965419
721,G2_431266,G1_822986,G1_965419
722,G2_430265,G1_822986,G1_965419
723,G2_430816,G1_822986,G1_965419
724,G2_424676,G1_822986,G1_965419
725,G2_431440,G1_822986,G1_965419
726,G2_424310,G1_822986,G1_965419
727,G2_432125,G1_822986,G1_965419
728,G2_424786,G1_822986,G1_965419
729,G2_424894,G1_822986,G1_965419
730,G2_431466,G1_822986,G1_965419
731,G2_424240,G1_822986,G1_965419
732,G2_430698,G1_822986,G1_965419
733,G2_431549,G1_822986,G1_965419
734,G2_425684,G1_822986,G1_965419
735,G2_424850,G1_822986,G1_965419
736,G2_431844,G1_822986,G1_965419
737,G2_425543,G1_822986,G1_965419
738,G2_430445,G1_822986,G1_965419
739,G2_425134,G1_822986,G1_965419
740,G2_426104,G1_822986,G1_965419
741,G2_425219,G1_822986,G1_965419
742,G2_431878,G1_822986,G1_965419
743,G2_431242,G1_822986,G1_965419
744,G2_432091,G1_822986,G1_965419
745,G2_431364,G1_822986,G1_965419
746,G2_424458,G1_822986,G1_965419
747,G2_431261,G1_822986,G1_965419
748,G2_424417,G1_822986,G1_965419
749,G2_425271,G1_822986,G1_965419
750,G2_425550,G1_822986,G1_972876
751,G2_431349,G1_822986,G1_972876
752,G2_431104,G1_822986,G1_972876
753,G2_431768,G1_822986,G1_972876
754,G2_424530,G1_822986,G1_972876
755,G2_432040,G1_822986,G1_972876
756,G2_424402,G1_822986,G1_972876
757,G2_431573,G1_822986,G1_972876
758,G2_424617,G1_822986,G1_972876
759,G2_424235,G1_822986,G1_972876
760,G2_425867,G1_822986,G1_972876
761,G2_425393,G1_822986,G1_972876
762,G2_431969,G1_822986,G1_972876
763,G2_425106,G1_822986,G1_972876
764,G2_430555,G1_822986,G1_972876
765,G2_425227,G1_822986,G1_972876
766,G2_424966,G1_822986,G1_972876
767,G2_424625,G1_822986,G1_972876
768,G2_424453,G1_822986,G1_972876
769,G2_430226,G1_822986,G1_972876
770,G2_430501,G1_822986,G1_972876
771,G2_431563,G1_822986,G1_972876
772,G2_430400,G1_822986,G1_972876
773,G2_424716,G1_822986,G1_972876
774,G2_430552,G1_822986,G1_972876
775,G2_430834,G1_822986,G1_972876
776,G2_425735,G1_822986,G1_972876
777,G2_424648,G1_822986,G1_972876
778,G2_424926,G1_822986,G1_972876
779,G2_424266,G1_822986,G1_972876
780,G2_431699,G1_822943,G1_965857
781,G2_431157,G1_822943,G1_965857
782,G2_425361,G1_822943,G1_965857
783,G2_431029,G1_822943,G1_965857
784,G2_426007,G1_822943,G1_965857
785,G2_425606,G1_822943,G1_965857
786,G2_426145,G1_822943,G1_965857
787,G2_425349,G1_822943,G1_965857
788,G2_431819,G1_822943,G1_965857
789,G2_431499,G1_822943,G1_965857
790,G2_430431,G1_822943,G1_965857
791,G2_425540,G1_822943,G1_965857
792,G2_431895,G1_822943,G1_965857
793,G2_431432,G1_822943,G1_965857
794,G2_424388,G1_822943,G1_965857
795,G2_431625,G1_822943,G1_965857
796,G2_431294,G1_822943,G1_965857
797,G2_424859,G1_822943,G1_965857
798,G2_425193,G1_822943,G1_965857
799,G2_431178,G1_822943,G1_965857
800,G2_424953,G1_822943,G1_965857
801,G2_424857,G1_822943,G1_965857
802,G2_424700,G1_822943,G1_965857
803,G2_432012,G1_822943,G1_965857
804,G2_424687,G1_822943,G1_965857
805,G2_431317,G1_822943,G1_965857
806,G2_430386,G1_822943,G1_965857
807,G2_425925,G1_822943,G1_965857
808,G2_432105,G1_822943,G1_965857
809,G2_431152,G1_822943,G1_965857
810,G2_424459,G1_822943,G1_973466
811,G2_425071,G1_822943,G1_973466
812,G2_431609,G1_822943,G1_973466
813,G2_431970,G1_822943,G1_973466
814,G2_432180,G1_822943,G1_973466
815,G2_432073,G1_822943,G1_973466
816,G2_425098,G1_822943,G1_973466
817,G2_430618,G1_822943,G1_973466
818,G2_424732,G1_822943,G1_973466
819,G2_425122,G1_822943,G1_973466
820,G2_424738,G1_822943,G1_973466
821,G2_424861,G1_822943,G1_973466
822,G2_425057,G1_822943,G1_973466
823,G2_430250,G1_822943,G1_973466
824,G2_431532,G1_822943,G1_973466
825,G2_431551,G1_822943,G1_973466
826,G2_424334,G1_822943,G1_973466
827,G2_431823,G1_822943,G1_973466
828,G2_432048,G1_822943,G1_973466
829,G2_425915,G1_822943,G1_973466
830,G2_430675,G1_822943,G1_973466
831,G2_424871,G1_822943,G1_973466
832,G2_430550,G1_822943,G1_973466
833,G2_424513,G1_822943,G1_973466
834,G2_424512,G1_822943,G1_973466
835,G2_424864,G1_822943,G1_973466
836,G2_424307,G1_822943,G1_973466
837,G2_425763,G1_822943,G1_973466
838,G2_430870,G1_822943,G1_973466
839,G2_431243,G1_822943,G1_973466
840,G2_431534,G1_972818,G1_823484
841,G2_424358,G1_972818,G1_823484
842,G2_426100,G1_972818,G1_823484
843,G2_431851,G1_972818,G1_823484
844,G2_424497,G1_972818,G1_823484
845,G2_425177,G1_972818,G1_823484
846,G2_426027,G1_972818,G1_823484
847,G2_430610,G1_972818,G1_823484
848,G2_431290,G1_972818,G1_823484
849,G2_431830,G1_972818,G1_823484
850,G2_424621,G1_972818,G1_823484
851,G2_424815,G1_972818,G1_823484
852,G2_425833,G1_972818,G1_823484
853,G2_424683,G1_972818,G1_823484
854,G2_425656,G1_972818,G1_823484
855,G2_424441,G1_972818,G1_823484
856,G2_424995,G1_972818,G1_823484
857,G2_430495,G1_972818,G1_823484
858,G2_424885,G1_972818,G1_823484
859,G2_424959,G1_972818,G1_823484
860,G2_425408,G1_972818,G1_823484
861,G2_431967,G1_972818,G1_823484
862,G2_430602,G1_972818,G1_823484
863,G2_431996,G1_972818,G1_823484
864,G2_430662,G1_972818,G1_823484
865,G2_431611,G1_972818,G1_823484
866,G2_425569,G1_972818,G1_823484
867,G2_431812,G1_972818,G1_823484
868,G2_431496,G1_972818,G1_823484
869,G2_424292,G1_972818,G1_823484
870,G2_431596,G1_972818,G1_802019
871,G2_424812,G1_972818,G1_802019
872,G2_424773,G1_972818,G1_802019
873,G2_424701,G1_972818,G1_802019
874,G2_430647,G1_972818,G1_802019
875,G2_430594,G1_972818,G1_802019
876,G2_431891,G1_972818,G1_802019
877,G2_425902,G1_972818,G1_802019
878,G2_424717,G1_972818,G1_802019
879,G2_426106,G1_972818,G1_802019
880,G2_424229,G1_972818,G1_802019
881,G2_431039,G1_972818,G1_802019
882,G2_424581,G1_972818,G1_802019
883,G2_430898,G1_972818,G1_802019
884,G2_425164,G1_972818,G1_802019
885,G2_431053,G1_972818,G1_802019
886,G2_425093,G1_972818,G1_802019
887,G2_424236,G1_972818,G1_802019
888,G2_425718,G1_972818,G1_802019
889,G2_425354,G1_972818,G1_802019
890,G2_431382,G1_972818,G1_802019
891,G2_424212,G1_972818,G1_802019
892,G2_424470,G1_972818,G1_802019
893,G2_432059,G1_972818,G1_802019
894,G2_425014,G1_972818,G1_802019
895,G2_424237,G1_972818,G1_802019
896,G2_424317,G1_972818,G1_802019
897,G2_424690,G1_972818,G1_802019
898,G2_425908,G1_972818,G1_802019
899,G2_430762,G1_972818,G1_802019
900,G2_431945,G1_973018,G1_822954
901,G2_425248,G1_973018,G1_822954
902,G2_431183,G1_973018,G1_822954
903,G2_426158,G1_973018,G1_822954
904,G2_424935,G1_973018,G1_822954
905,G2_425572,G1_973018,G1_822954
906,G2_432204,G1_973018,G1_822954
907,G2_425035,G1_973018,G1_822954
908,G2_425342,G1_973018,G1_822954
909,G2_430819,G1_973018,G1_822954
910,G2_425504,G1_973018,G1_822954
911,G2_424911,G1_973018,G1_822954
912,G2_430865,G1_973018,G1_822954
913,G2_431688,G1_973018,G1_822954
914,G2_426191,G1_973018,G1_822954
915,G2_431922,G1_973018,G1_822954
916,G2_424996,G1_973018,G1_822954
917,G2_424424,G1_973018,G1_822954
918,G2_425632,G1_973018,G1_822954
919,G2_430565,G1_973018,G1_822954
920,G2_431494,G1_973018,G1_822954
921,G2_424436,G1_973018,G1_822954
922,G2_431715,G1_973018,G1_822954
923,G2_424256,G1_973018,G1_822954
924,G2_432092,G1_973018,G1_822954
925,G2_424207,G1_973018,G1_822954
926,G2_424656,G1_973018,G1_822954
927,G2_424542,G1_973018,G1_822954
928,G2_424580,G1_973018,G1_822954
929,G2_426189,G1_973018,G1_822954
930,G2_432019,G1_973018,G1_801943
931,G2_425137,G1_973018,G1_801943
932,G2_424359,G1_973018,G1_801943
933,G2_424990,G1_973018,G1_801943
934,G2_424587,G1_973018,G1_801943
935,G2_432188,G1_973018,G1_801943
936,G2_424522,G1_973018,G1_801943
937,G2_430440,G1_973018,G1_801943
938,G2_431946,G1_973018,G1_801943
939,G2_425502,G1_973018,G1_801943
940,G2_425785,G1_973018,G1_801943
941,G2_424468,G1_973018,G1_801943
942,G2_432099,G1_973018,G1_801943
943,G2_424386,G1_973018,G1_801943
944,G2_425586,G1_973018,G1_801943
945,G2_425688,G1_973018,G1_801943
946,G2_425443,G1_973018,G1_801943
947,G2_432101,G1_973018,G1_801943
948,G2_425521,G1_973018,G1_801943
949,G2_426121,G1_973018,G1_801943
950,G2_425372,G1_973018,G1_801943
951,G2_425202,G1_973018,G1_801943
952,G2_431902,G1_973018,G1_801943
953,G2_430989,G1_973018,G1_801943
954,G2_431908,G1_973018,G1_801943
955,G2_425113,G1_973018,G1_801943
956,G2_430842,G1_973018,G1_801943
957,G2_425240,G1_973018,G1_801943
958,G2_426045,G1_973018,G1_801943
959,G2_430352,G1_973018,G1_801943
960,G2_431784,G1_973018,G1_802034
961,G2_424858,G1_973018,G1_802034
962,G2_425439,G1_973018,G1_802034
963,G2_431491,G1_973018,G1_802034
964,G2_430458,G1_973018,G1_802034
965,G2_425804,G1_973018,G1_802034
966,G2_431955,G1_973018,G1_802034
967,G2_424366,G1_973018,G1_802034
968,G2_424803,G1_973018,G1_802034
969,G2_424477,G1_973018,G1_802034
970,G2_424469,G1_973018,G1_802034
971,G2_424356,G1_973018,G1_802034
972,G2_430682,G1_973018,G1_802034
973,G2_430354,G1_973018,G1_802034
974,G2_424607,G1_973018,G1_802034
975,G2_431842,G1_973018,G1_802034
976,G2_431453,G1_973018,G1_802034
977,G2_424629,G1_973018,G1_802034
978,G2_424968,G1_973018,G1_802034
979,G2_424874,G1_973018,G1_802034
980,G2_424316,G1_973018,G1_802034
981,G2_425281,G1_973018,G1_802034
982,G2_424719,G1_973018,G1_802034
983,G2_431572,G1_973018,G1_802034
984,G2_430645,G1_973018,G1_802034
985,G2_424270,G1_973018,G1_802034
986,G2_424274,G1_973018,G1_802034
987,G2_431941,G1_973018,G1_802034
988,G2_426004,G1_973018,G1_802034
989,G2_425301,G1_973018,G1_802034
990,G2_424881,G1_972672,G1_823379
991,G2_424222,G1_972672,G1_823379
992,G2_425337,G1_972672,G1_823379
993,G2_425787,G1_972672,G1_823379
994,G2_430813,G1_972672,G1_823379
995,G2_430408,G1_972672,G1_823379
996,G2_425283,G1_972672,G1_823379
997,G2_425824,G1_972672,G1_823379
998,G2_430721,G1_972672,G1_823379
999,G2_431102,G1_972672,G1_823379
1000,G2_426044,G1_972672,G1_823379
1001,G2_430249,G1_972672,G1_823379
1002,G2_430910,G1_972672,G1_823379
1003,G2_426112,G1_972672,G1_823379
1004,G2_424934,G1_972672,G1_823379
1005,G2_425934,G1_972672,G1_823379
1006,G2_430414,G1_972672,G1_823379
1007,G2_424589,G1_972672,G1_823379
1008,G2_431439,G1_972672,G1_823379
1009,G2_431198,G1_972672,G1_823379
1010,G2_424994,G1_972672,G1_823379
1011,G2_432030,G1_972672,G1_823379
1012,G2_425355,G1_972672,G1_823379
1013,G2_426065,G1_972672,G1_823379
1014,G2_425010,G1_972672,G1_823379
1015,G2_425994,G1_972672,G1_823379
1016,G2_426111,G1_972672,G1_823379
1017,G2_424706,G1_972672,G1_823379
1018,G2_431106,G1_972672,G1_823379
1019,G2_424216,G1_972672,G1_823379
1020,G2_424371,G1_972672,G1_802073
1021,G2_431991,G1_972672,G1_802073
1022,G2_424669,G1_972672,G1_802073
1023,G2_432085,G1_972672,G1_802073
1024,G2_430536,G1_972672,G1_802073
1025,G2_425561,G1_972672,G1_802073
1026,G2_424984,G1_972672,G1_802073
1027,G2_425340,G1_972672,G1_802073
1028,G2_431859,G1_972672,G1_802073
1029,G2_425096,G1_972672,G1_802073
1030,G2_430511,G1_972672,G1_802073
1031,G2_431952,G1_972672,G1_802073
1032,G2_431414,G1_972672,G1_802073
1033,G2_425039,G1_972672,G1_802073
1034,G2_424312,G1_972672,G1_802073
1035,G2_425671,G1_972672,G1_802073
1036,G2_431311,G1_972672,G1_802073
1037,G2_430230,G1_972672,G1_802073
1038,G2_425998,G1_972672,G1_802073
1039,G2_426001,G1_972672,G1_802073
1040,G2_424548,G1_972672,G1_802073
1041,G2_425327,G1_972672,G1_802073
1042,G2_431117,G1_972672,G1_802073
1043,G2_425640,G1_972672,G1_802073
1044,G2_425201,G1_972672,G1_802073
1045,G2_425696,G1_972672,G1_802073
1046,G2_431393,G1_972672,G1_802073
1047,G2_424412,G1_972672,G1_802073
1048,G2_431369,G1_972672,G1_802073
1049,G2_424697,G1_972672,G1_802073
1050,G2_425184,G1_972672,G1_802087
1051,G2_424300,G1_972672,G1_802087
1052,G2_431643,G1_972672,G1_802087
1053,G2_431057,G1_972672,G1_802087
1054,G2_430935,G1_972672,G1_802087
1055,G2_424393,G1_972672,G1_802087
1056,G2_431015,G1_972672,G1_802087
1057,G2_431956,G1_972672,G1_802087
1058,G2_430260,G1_972672,G1_802087
1059,G2_425343,G1_972672,G1_802087
1060,G2_431025,G1_972672,G1_802087
1061,G2_431348,G1_972672,G1_802087
1062,G2_425751,G1_972672,G1_802087
1063,G2_430210,G1_972672,G1_802087
1064,G2_425862,G1_972672,G1_802087
1065,G2_432033,G1_972672,G1_802087
1066,G2_431694,G1_972672,G1_802087
1067,G2_425702,G1_972672,G1_802087
1068,G2_424868,G1_972672,G1_802087
1069,G2_426047,G1_972672,G1_802087
1070,G2_431075,G1_972672,G1_802087
1071,G2_425700,G1_972672,G1_802087
1072,G2_425881,G1_972672,G1_802087
1073,G2_425419,G1_972672,G1_802087
1074,G2_431793,G1_972672,G1_802087
1075,G2_425683,G1_972672,G1_802087
1076,G2_424846,G1_972672,G1_802087
1077,G2_425533,G1_972672,G1_802087
1078,G2_430498,G1_972672,G1_802087
1079,G2_430650,G1_972672,G1_802087
1080,G2_431379,G1_965533,G1_802237
1081,G2_425699,G1_965533,G1_802237
1082,G2_431590,G1_965533,G1_802237
1083,G2_431840,G1_965533,G1_802237
1084,G2_430566,G1_965533,G1_802237
1085,G2_425427,G1_965533,G1_802237
1086,G2_425056,G1_965533,G1_802237
1087,G2_425413,G1_965533,G1_802237
1088,G2_430763,G1_965533,G1_802237
1089,G2_431209,G1_965533,G1_802237
1090,G2_425037,G1_965533,G1_802237
1091,G2_426182,G1_965533,G1_802237
1092,G2_430913,G1_965533,G1_802237
1093,G2_424508,G1_965533,G1_802237
1094,G2_424528,G1_965533,G1_802237
1095,G2_430281,G1_965533,G1_802237
1096,G2_425913,G1_965533,G1_802237
1097,G2_425241,G1_965533,G1_802237
1098,G2_424523,G1_965533,G1_802237
1099,G2_431597,G1_965533,G1_802237
1100,G2_430290,G1_965533,G1_802237
1101,G2_430686,G1_965533,G1_802237
1102,G2_430899,G1_965533,G1_802237
1103,G2_430211,G1_965533,G1_802237
1104,G2_430895,G1_965533,G1_802237
1105,G2_425149,G1_965533,G1_802237
1106,G2_430394,G1_965533,G1_802237
1107,G2_431547,G1_965533,G1_802237
1108,G2_431434,G1_965533,G1_802237
1109,G2_425861,G1_965533,G1_802237
1110,G2_431204,G1_972672,G1_823505
1111,G2_431674,G1_972672,G1_823505
1112,G2_431586,G1_972672,G1_823505
1113,G2_431231,G1_972672,G1_823505
1114,G2_431366,G1_972672,G1_823505
1115,G2_432131,G1_972672,G1_823505
1116,G2_430748,G1_972672,G1_823505
1117,G2_430231,G1_972672,G1_823505
1118,G2_431004,G1_972672,G1_823505
1119,G2_424677,G1_972672,G1_823505
1120,G2_430962,G1_972672,G1_823505
1121,G2_425799,G1_972672,G1_823505
1122,G2_424501,G1_972672,G1_823505
1123,G2_425585,G1_972672,G1_823505
1124,G2_425364,G1_972672,G1_823505
1125,G2_424275,G1_972672,G1_823505
1126,G2_425627,G1_972672,G1_823505
1127,G2_425158,G1_972672,G1_823505
1128,G2_425516,G1_972672,G1_823505
1129,G2_430599,G1_972672,G1_823505
1130,G2_425911,G1_972672,G1_823505
1131,G2_425591,G1_972672,G1_823505
1132,G2_425225,G1_972672,G1_823505
1133,G2_426020,G1_972672,G1_823505
1134,G2_431327,G1_972672,G1_823505
1135,G2_430579,G1_972672,G1_823505
1136,G2_431418,G1_972672,G1_823505
1137,G2_426110,G1_972672,G1_823505
1138,G2_431482,G1_972672,G1_823505
1139,G2_425744,G1_972672,G1_823505
1140,G2_431268,G1_972672,G1_801828
1141,G2_431557,G1_972672,G1_801828
1142,G2_426034,G1_972672,G1_801828
1143,G2_432113,G1_972672,G1_801828
1144,G2_430312,G1_972672,G1_801828
1145,G2_424808,G1_972672,G1_801828
1146,G2_425532,G1_972672,G1_801828
1147,G2_425230,G1_972672,G1_801828
1148,G2_424973,G1_972672,G1_801828
1149,G2_430584,G1_972672,G1_801828
1150,G2_426057,G1_972672,G1_801828
1151,G2_431686,G1_972672,G1_801828
1152,G2_426059,G1_972672,G1_801828
1153,G2_426134,G1_972672,G1_801828
1154,G2_425743,G1_972672,G1_801828
1155,G2_431234,G1_972672,G1_801828
1156,G2_424243,G1_972672,G1_801828
1157,G2_431791,G1_972672,G1_801828
1158,G2_425816,G1_972672,G1_801828
1159,G2_430370,G1_972672,G1_801828
1160,G2_431623,G1_972672,G1_801828
1161,G2_426109,G1_972672,G1_801828
1162,G2_425616,G1_972672,G1_801828
1163,G2_432062,G1_972672,G1_801828
1164,G2_430350,G1_972672,G1_801828
1165,G2_430227,G1_972672,G1_801828
1166,G2_424826,G1_972672,G1_801828
1167,G2_425360,G1_972672,G1_801828
1168,G2_425830,G1_972672,G1_801828
1169,G2_431702,G1_972672,G1_801828
1170,G2_425821,G1_972476,G1_299576
1171,G2_425868,G1_972476,G1_299576
1172,G2_425124,G1_972476,G1_299576
1173,G2_424341,G1_972476,G1_299576
1174,G2_425829,G1_972476,G1_299576
1175,G2_425034,G1_972476,G1_299576
1176,G2_425838,G1_972476,G1_299576
1177,G2_425153,G1_972476,G1_299576
1178,G2_425734,G1_972476,G1_299576
1179,G2_430806,G1_972476,G1_299576
1180,G2_425947,G1_972476,G1_299576
1181,G2_424937,G1_972476,G1_299576
1182,G2_425742,G1_972476,G1_299576
1183,G2_430857,G1_972476,G1_299576
1184,G2_430516,G1_972476,G1_299576
1185,G2_424682,G1_972476,G1_299576
1186,G2_426195,G1_972476,G1_299576
1187,G2_430269,G1_972476,G1_299576
1188,G2_432015,G1_972476,G1_299576
1189,G2_424382,G1_972476,G1_299576
1190,G2_426090,G1_972476,G1_299576
1191,G2_430971,G1_972476,G1_299576
1192,G2_431180,G1_972476,G1_299576
1193,G2_431426,G1_972476,G1_299576
1194,G2_424993,G1_972476,G1_299576
1195,G2_431651,G1_972476,G1_299576
1196,G2_425923,G1_972476,G1_299576
1197,G2_430542,G1_972476,G1_299576
1198,G2_424679,G1_972476,G1_299576
1199,G2_431649,G1_972476,G1_299576
1200,G2_431110,G1_972476,G1_802268
1201,G2_431758,G1_972476,G1_802268
1202,G2_424941,G1_972476,G1_802268
1203,G2_431192,G1_972476,G1_802268
1204,G2_425557,G1_972476,G1_802268
1205,G2_431520,G1_972476,G1_802268
1206,G2_425576,G1_972476,G1_802268
1207,G2_431397,G1_972476,G1_802268
1208,G2_425163,G1_972476,G1_802268
1209,G2_431357,G1_972476,G1_802268
1210,G2_431630,G1_972476,G1_802268
1211,G2_425892,G1_972476,G1_802268
1212,G2_426160,G1_972476,G1_802268
1213,G2_424520,G1_972476,G1_802268
1214,G2_432174,G1_972476,G1_802268
1215,G2_425890,G1_972476,G1_802268
1216,G2_425255,G1_972476,G1_802268
1217,G2_430461,G1_972476,G1_802268
1218,G2_425644,G1_972476,G1_802268
1219,G2_431271,G1_972476,G1_802268
1220,G2_426079,G1_972476,G1_802268
1221,G2_430473,G1_972476,G1_802268
1222,G2_432006,G1_972476,G1_802268
1223,G2_425000,G1_972476,G1_802268
1224,G2_431080,G1_972476,G1_802268
1225,G2_431301,G1_972476,G1_802268
1226,G2_425185,G1_972476,G1_802268
1227,G2_424414,G1_972476,G1_802268
1228,G2_424464,G1_972476,G1_802268
1229,G2_425989,G1_972476,G1_802268
1230,G2_432102,G1_972476,G1_802289
1231,G2_425672,G1_972476,G1_802289
1232,G2_425858,G1_972476,G1_802289
1233,G2_430356,G1_972476,G1_802289
1234,G2_426013,G1_972476,G1_802289
1235,G2_430261,G1_972476,G1_802289
1236,G2_424710,G1_972476,G1_802289
1237,G2_425262,G1_972476,G1_802289
1238,G2_430435,G1_972476,G1_802289
1239,G2_431013,G1_972476,G1_802289
1240,G2_424905,G1_972476,G1_802289
1241,G2_424813,G1_972476,G1_802289
1242,G2_424776,G1_972476,G1_802289
1243,G2_431953,G1_972476,G1_802289
1244,G2_425765,G1_972476,G1_802289
1245,G2_426200,G1_972476,G1_802289
1246,G2_430383,G1_972476,G1_802289
1247,G2_424837,G1_972476,G1_802289
1248,G2_425426,G1_972476,G1_802289
1249,G2_430598,G1_972476,G1_802289
1250,G2_431935,G1_972476,G1_802289
1251,G2_430316,G1_972476,G1_802289
1252,G2_431733,G1_972476,G1_802289
1253,G2_425058,G1_972476,G1_802289
1254,G2_425528,G1_972476,G1_802289
1255,G2_431641,G1_972476,G1_802289
1256,G2_425245,G1_972476,G1_802289
1257,G2_432187,G1_972476,G1_802289
1258,G2_425813,G1_972476,G1_802289
1259,G2_431127,G1_972476,G1_802289
1260,G2_426082,G1_900107,G1_802141
1261,G2_424550,G1_900107,G1_802141
1262,G2_426011,G1_900107,G1_802141
1263,G2_430308,G1_900107,G1_802141
1264,G2_426068,G1_900107,G1_802141
1265,G2_424902,G1_900107,G1_802141
1266,G2_431016,G1_900107,G1_802141
1267,G2_431047,G1_900107,G1_802141
1268,G2_430247,G1_900107,G1_802141
1269,G2_431162,G1_900107,G1_802141
1270,G2_430707,G1_900107,G1_802141
1271,G2_431679,G1_900107,G1_802141
1272,G2_430858,G1_900107,G1_802141
1273,G2_430409,G1_900107,G1_802141
1274,G2_431086,G1_900107,G1_802141
1275,G2_425878,G1_900107,G1_802141
1276,G2_431175,G1_900107,G1_802141
1277,G2_424457,G1_900107,G1_802141
1278,G2_424958,G1_900107,G1_802141
1279,G2_432130,G1_900107,G1_802141
1280,G2_430374,G1_900107,G1_802141
1281,G2_425196,G1_900107,G1_802141
1282,G2_430285,G1_900107,G1_802141
1283,G2_430826,G1_900107,G1_802141
1284,G2_430561,G1_900107,G1_802141
1285,G2_431188,G1_900107,G1_802141
1286,G2_431980,G1_900107,G1_802141
1287,G2_431037,G1_900107,G1_802141
1288,G2_431259,G1_900107,G1_802141
1289,G2_430288,G1_900107,G1_802141
1290,G2_425159,G1_900107,G1_965475
1291,G2_426008,G1_900107,G1_965475
1292,G2_425454,G1_900107,G1_965475
1293,G2_430548,G1_900107,G1_965475
1294,G2_431083,G1_900107,G1_965475
1295,G2_424363,G1_900107,G1_965475
1296,G2_424928,G1_900107,G1_965475
1297,G2_431543,G1_900107,G1_965475
1298,G2_430855,G1_900107,G1_965475
1299,G2_425720,G1_900107,G1_965475
1300,G2_431388,G1_900107,G1_965475
1301,G2_430286,G1_900107,G1_965475
1302,G2_431958,G1_900107,G1_965475
1303,G2_425948,G1_900107,G1_965475
1304,G2_425797,G1_900107,G1_965475
1305,G2_425676,G1_900107,G1_965475
1306,G2_432011,G1_900107,G1_965475
1307,G2_432206,G1_900107,G1_965475
1308,G2_425916,G1_900107,G1_965475
1309,G2_430587,G1_900107,G1_965475
1310,G2_430731,G1_900107,G1_965475
1311,G2_424889,G1_900107,G1_965475
1312,G2_425249,G1_900107,G1_965475
1313,G2_432025,G1_900107,G1_965475
1314,G2_430732,G1_900107,G1_965475
1315,G2_424385,G1_900107,G1_965475
1316,G2_426077,G1_900107,G1_965475
1317,G2_425874,G1_900107,G1_965475
1318,G2_430535,G1_900107,G1_965475
1319,G2_430432,G1_900107,G1_965475
1320,G2_430562,G1_900107,G1_401926
1321,G2_425811,G1_900107,G1_401926
1322,G2_424766,G1_900107,G1_401926
1323,G2_430667,G1_900107,G1_401926
1324,G2_425767,G1_900107,G1_401926
1325,G2_430387,G1_900107,G1_401926
1326,G2_424462,G1_900107,G1_401926
1327,G2_426038,G1_900107,G1_401926
1328,G2_425020,G1_900107,G1_401926
1329,G2_431224,G1_900107,G1_401926
1330,G2_425452,G1_900107,G1_401926
1331,G2_425558,G1_900107,G1_401926
1332,G2_431680,G1_900107,G1_401926
1333,G2_430402,G1_900107,G1_401926
1334,G2_424432,G1_900107,G1_401926
1335,G2_424957,G1_900107,G1_401926
1336,G2_426078,G1_900107,G1_401926
1337,G2_425045,G1_900107,G1_401926
1338,G2_430237,G1_900107,G1_401926
1339,G2_430424,G1_900107,G1_401926
1340,G2_432202,G1_900107,G1_401926
1341,G2_425930,G1_900107,G1_401926
1342,G2_430346,G1_900107,G1_401926
1343,G2_430640,G1_900107,G1_401926
1344,G2_425843,G1_900107,G1_401926
1345,G2_425598,G1_900107,G1_401926
1346,G2_424862,G1_900107,G1_401926
1347,G2_425601,G1_900107,G1_401926
1348,G2_430740,G1_900107,G1_401926
1349,G2_431467,G1_900107,G1_401926
1350,G2_431746,G1_900413,G1_823474
1351,G2_431456,G1_900413,G1_823474
1352,G2_425022,G1_900413,G1_823474
1353,G2_425277,G1_900413,G1_823474
1354,G2_424759,G1_900413,G1_823474
1355,G2_424575,G1_900413,G1_823474
1356,G2_430881,G1_900413,G1_823474
1357,G2_431141,G1_900413,G1_823474
1358,G2_424484,G1_900413,G1_823474
1359,G2_430863,G1_900413,G1_823474
1360,G2_431701,G1_900413,G1_823474
1361,G2_431200,G1_900413,G1_823474
1362,G2_431193,G1_900413,G1_823474
1363,G2_431416,G1_900413,G1_823474
1364,G2_425016,G1_900413,G1_823474
1365,G2_424576,G1_900413,G1_823474
1366,G2_431478,G1_900413,G1_823474
1367,G2_430421,G1_900413,G1_823474
1368,G2_424971,G1_900413,G1_823474
1369,G2_424560,G1_900413,G1_823474
1370,G2_426136,G1_900413,G1_823474
1371,G2_431567,G1_900413,G1_823474
1372,G2_425077,G1_900413,G1_823474
