Animal_Id;Location;Line;Weight_initial;Weight_final;Length_initial;Length_final
10976438;Pangani;Wami;74.05;0;13.2;0
10975647;Pangani;Wami;78.22;273;13.2;20.2
10976062;Pangani;Wami;70.61;231.29;13;19.2
10976210;Pangani;Wami;79.81;238.13;13.5;19.5
10976502;Pangani;Wami;78.56;325.4;13.6;21
10975716;Pangani;Wami;56.94;128.65;12.1;16
10976077;Pangani;Wami;59.68;178.19;12.4;16.5
10975646;Pangani;Wami;69.53;295.08;13.5;20.5
10976152;Pangani;Wami;34.44;103.66;10.7;15
10975872;Pangani;Wami;49.29;283.78;12;20
10976282;Pangani;Wami;72.63;240.36;13.5;19.5
10975708;Pangani;Wami;70.12;272.35;13.5;20
10976299;Pangani;Wami;56.7;252.26;12.3;19.7
10975985;Pangani;Wami;50.79;196.87;11.5;18.3
10976011;Pangani;Wami;61.79;212.9;12.4;18.5
10976254;Pangani;Wami;51.29;171.16;12.2;17.2
10976233;Pangani;Wami;67.09;197.83;13;19
10976536;Pangani;Wami;63.95;170.83;12.8;17.5
10975929;Pangani;Wami;41.09;175.61;11.1;17.6
10976240;Pangani;Wami;50.16;224.89;12;19
10976493;Pangani;Wami;58.29;0;12.9;0
10976290;Pangani;Wami;47.41;182.5;11.7;17.7
10975751;Pangani;Wami;38.86;152.3;11;16.3
10976386;Pangani;Wami;52.04;162.19;12.2;17.4
10976238;Pangani;Wami;42.94;160.83;11.3;17
10976568;Pangani;Wami;70.48;176.19;12.8;17
10976077;Pangani;Wami;79.49;178.19;13;16.5
10976204;Pangani;Wami;74.78;0;13.1;0
10976076;Pangani;Wami;66.69;138.96;12.4;17.8
10975918;Pangani;Wami;55.91;186.01;11.5;17
10975993;Pangani;Wami;76.22;183.23;13;17.3
10976417;Pangani;Wami;52.04;105.76;11.5;14.3
10975694;Pangani;Wami;72.37;230.39;13;18.5
10976055;Pangani;Wami;80.7;114.54;13.3;15
10976494;Pangani;Wami;46.21;139.6;11.1;16.5
10976031;Pangani;Wami;54.39;173.6;11.7;16.5
10975841;Pangani;Wami;56.1;108.63;12.6;14.5
10976454;Pangani;Wami;55.1;147.39;11.8;15.6
10976216;Pangani;Wami;25.74;109.67;9;14.6
10976112;Pangani;Wami;69.42;160.03;13;17
10976540;Pangani;Wami;47.54;84.33;11.3;13.4
10976022;Pangani;Wami;48.83;66.2;11.6;13.5
10976487;Pangani;Wami;26.33;73.84;9.3;13
10976397;Pangani;Wami;32.75;125.51;10.2;15
10976471;Pangani;Wami;49.21;109.01;11.2;14.5
10975739;Pangani;Wami;48.25;89.93;11.5;13.7
10975725;Pangani;Wami;28.18;0;9.2;0
10976247;Pangani;Wami;26.68;102.86;9.2;14.5
10975759;Pangani;Wami;64.56;104.59;12.5;14.5
10976429;Pangani;Wami;47.3;120.13;11.5;15
10976428;Pangani;Wami;67.24;166.52;12.8;16.8
10975895;Pangani;Wami;63.91;93.09;12.5;14
10976414;Pangani;Wami;59.47;167.61;12.5;16.6
10976129;Pangani;Wami;57.56;129.09;11.8;16.7
10976559;Pangani;Wami;57.21;203.71;11.6;17.5
10975798;Pangani;Wami;46.14;162.52;11;16.5
10975995;Pangani;Wami;34.07;88.77;10.1;14.2
10975930;Pangani;Wami;36.65;131.48;10.2;15.3
10976599;Pangani;Wami;62.58;126.48;12.5;16
10975988;Pangani;Wami;46.3;133.17;11.2;15.2
10975649;Pangani;Wami;50.98;73.37;11.5;14.6
10976464;Pangani;Wami;51.15;159.7;11.5;16
10975951;Pangani;Wami;55.29;160.48;11.3;16.2
10975747;Pangani;Wami;71.32;166.82;12.9;17.2
10976511;Pangani;Wami;89.42;133.56;14;17.6
10976113;Pangani;Wami;43.22;0;10.8;0
10976182;Pangani;Wami;33.61;142.76;9.9;17.5
10976242;Pangani;Wami;79.66;188.79;13.4;17.4
10976119;Pangani;Wami;35.71;130.9;10.3;15.5
10975821;Pangani;Wami;30.22;130.9;9.2;15.5
10975979;Pangani;Wami;36.15;0;10;0
10976499;Pangani;Wami;40.97;148.26;10.5;16
10977895;Pangani;Chemchem;21.53;0;8.7;0
10975170;Pangani;Chemchem;19.54;0;8.7;0
10977921;Pangani;Chemchem;22.2;73.02;8.9;13
10978037;Pangani;Chemchem;38.11;131.9;10.7;15.6
10978323;Pangani;Chemchem;22.29;84.17;8.9;13.6
10978513;Pangani;Chemchem;16.33;67.66;8;12.2
10978610;Pangani;Chemchem;22.13;88.3;8.9;13.4
10978112;Pangani;Chemchem;28.37;96.05;9.8;14.2
10978483;Pangani;Chemchem;16.24;0;8.2;0
10977325;Pangani;Chemchem;13.97;0;7.8;0
10978871;Pangani;Chemchem;28.36;0;9.5;0
10977958;Pangani;Chemchem;29.16;71.41;10;13
10978239;Pangani;Chemchem;27.29;73.21;10;13.3
10978074;Pangani;Chemchem;20.74;60.04;8.7;12
10978386;Pangani;Chemchem;21.94;61.62;8.7;11.8
10978012;Pangani;Chemchem;21.94;0;8.8;0
10978011;Pangani;Chemchem;36.53;100.67;10.5;14.5
10977666;Pangani;Chemchem;27.34;0;9.8;0
10978537;Pangani;Chemchem;25.48;52.01;9.2;11.5
10978535;Pangani;Chemchem;30.26;73.55;9.1;13
10978274;Pangani;Chemchem;26.38;72.6;9.7;13.2
10978342;Pangani;Chemchem;32.49;100.45;10.3;14.4
10978360;Pangani;Chemchem;25.43;72.42;9.2;13
10977671;Pangani;Chemchem;21.59;57.04;9;12.5
10978115;Pangani;Chemchem;26.76;77.72;9.5;13
10978199;Pangani;Chemchem;26.71;0;9.8;0
10978245;Pangani;Chemchem;27.82;0;9.8;0
10988600;Pangani;Chemchem;23.49;0;9;0
10977925;Pangani;Chemchem;27.12;201.95;9.7;18.5
10978341;Pangani;Chemchem;28.38;57.01;10;12.2
10977907;Pangani;Chemchem;24.48;44.07;9.1;11.5
10978333;Pangani;Chemchem;30.25;51.89;10;12.7
10977898;Pangani;Chemchem;27.73;41.88;9.5;11.3
10978602;Pangani;Chemchem;28.92;71.45;9.5;12.5
10977730;Pangani;Chemchem;23.98;77.14;9.1;13
10977719;Pangani;Chemchem;28.04;75.01;10;14.4
10978428;Pangani;Chemchem;21.23;44.01;9.3;11
10977718;Pangani;Chemchem;24.3;62.19;9.3;12
10977709;Pangani;Chemchem;19.31;58.13;8.1;11.4
10977978;Pangani;Chemchem;22.2;31.99;9;10
10977681;Pangani;Chemchem;26.36;73.59;9.2;12.7
10977696;Pangani;Chemchem;43.67;0;11;0
10978212;Pangani;Chemchem;46.21;173.82;11.3;17.6
10977640;Pangani;Chemchem;47.54;176.74;11.8;17.5
10978087;Pangani;Chemchem;39.39;138.81;11;16.5
10978225;Pangani;Chemchem;48.23;201.92;11.7;18.3
10978620;Pangani;Chemchem;48.54;147.49;11.3;16.3
10977722;Pangani;Chemchem;39.09;138.21;10.5;15.4
10977775;Pangani;Chemchem;52.88;151.54;11.5;16.8
10977779;Pangani;Chemchem;37.95;165.1;11;17
10978457;Pangani;Chemchem;41.95;0;10.7;0
10978487;Pangani;Chemchem;35.83;159.31;10.6;16.5
10978540;Pangani;Chemchem;36.75;155.29;10.5;15.5
10977631;Pangani;Chemchem;52.73;223.49;11.5;18
10977688;Pangani;Chemchem;40.42;171.18;10.9;17
10978008;Pangani;Chemchem;42.23;181.01;11.1;17.5
10978525;Pangani;Chemchem;41.46;175.43;11.1;17.2
10977649;Pangani;Chemchem;31.13;65.92;10;12.5
10977724;Pangani;Chemchem;29.8;96.14;10;14.5
10978272;Pangani;Chemchem;37.25;134.61;10.8;17.3
10977972;Pangani;Chemchem;28.29;118.68;9.6;15
10978287;Pangani;Chemchem;41.64;116.56;10.9;15.3
10978583;Pangani;Chemchem;38.22;53.12;11;11.6
10978516;Pangani;Chemchem;36.04;0;10.5;0
10978290;Pangani;Chemchem;35.75;125.49;10.4;15.8
10978581;Pangani;Chemchem;34.95;121.7;10.2;14.5
10978055;Pangani;Chemchem;31.85;0;10.1;0
10977930;Pangani;Chemchem;31.15;115.34;9.9;15
10977641;Pangani;Chemchem;31.81;115.34;10;15
10978025;Pangani;Chemchem;34.31;140.9;10.2;16.2
10978101;Pangani;Chemchem;28.3;0;9.6;0
10978337;Pangani;Chemchem;63.5;271.27;12.3;18.5
10978263;Pangani;Chemchem;66.41;168.04;12.3;16.5
10978121;Pangani;Chemchem;49.19;153.04;11.3;16
10978528;Pangani;Chemchem;54.57;167.52;11.9;16.5
10978473;Pangani;Chemchem;57.65;174.04;12.1;16.6
10977715;Pangani;Chemchem;54.4;200.87;11.2;17
10978465;Pangani;Chemchem;48.55;175.12;11.7;16.8
10978496;Pangani;Chemchem;48.34;209.04;11.3;17.5
10977994;Pangani;Chemchem;52.08;168.91;11.6;16.6
10977961;Pangani;Chemchem;46.77;156.38;11;15.5
10977982;Pangani;Chemchem;50.32;98.27;11.2;15.4
10978570;Pangani;Chemchem;35.23;122.98;10.5;16
10977685;Pangani;Chemchem;45.86;159.36;11;16
10977997;Pangani;Chemchem;45.87;159.36;10.8;16
10977853;Pangani;Chemchem;37.35;100.49;10.2;14
10978193;Pangani;Chemchem;46.97;169.72;11.1;16.5
10978310;Pangani;Chemchem;48.93;190.6;11.2;17.3
10978182;Pangani;Chemchem;47.45;169.08;11.1;16.1
10978328;Pangani;Chemchem;38.69;93.78;10.5;14
10977644;Pangani;Chemchem;32.37;139.13;10;15.5
10977820;Pangani;Chemchem;35.68;144.68;10.4;16
10978257;Pangani;Chemchem;36.13;161.11;10.2;16
10978469;Pangani;Chemchem;34.24;169.35;10;16.5
10978256;Pangani;Chemchem;38.33;159.1;10.5;16
10978334;Pangani;Chemchem;36.27;0;10.2;0
10977977;Pangani;Chemchem;34.76;121.63;10;14.7
10978456;Pangani;Chemchem;37.43;159.81;10.5;16
10978059;Pangani;Chemchem;36.47;102.99;10.5;14.3
10978035;Pangani;Chemchem;35.38;79.29;10.6;15.4
10977881;Pangani;Chemchem;38.41;170.4;10.4;16.5
10976108;Pangani;Mindu;78.85;0;14;0
10976388;Pangani;Mindu;59.53;164.24;12.7;17.8
10976398;Pangani;Mindu;63.27;0;12.5;0
10975816;Pangani;Mindu;68.76;0;13.4;0
10976157;Pangani;Mindu;87.23;0;14.2;0
10975960;Pangani;Mindu;62.3;0;13;0
10976138;Pangani;Mindu;66.94;0;13;0
10976550;Pangani;Mindu;72.33;0;13.2;0
10976416;Pangani;Mindu;83.95;0;14.2;0
10976340;Pangani;Mindu;94.39;0;14.2;0
10976372;Pangani;Mindu;56.88;0;12.4;0
10976051;Pangani;Mindu;62.05;0;13.1;0
10975685;Pangani;Mindu;82.05;0;14.3;0
10976012;Pangani;Mindu;68.8;0;14;0
10976106;Pangani;Mindu;77.1;0;14.2;0
10976146;Pangani;Mindu;76;0;14.2;0
10976024;Pangani;Mindu;45.7;226.64;12;18.9
10976079;Pangani;Mindu;56.08;0;12.7;0
10976078;Pangani;Mindu;42.29;293.18;11.5;20.7
10976295;Pangani;Mindu;41.4;0;11.9;0
10975699;Pangani;Mindu;48.17;136.6;12.5;17
10976270;Pangani;Mindu;34.5;167.45;10.5;18.5
10975888;Pangani;Mindu;40.6;0;12.2;0
10976127;Pangani;Mindu;30.69;154.91;10.1;17
10976342;Pangani;Mindu;54.05;0;12;0
10976387;Pangani;Mindu;32.05;166.45;10.4;17.7
10975916;Pangani;Mindu;31.59;119.34;10.3;15.8
10975639;Pangani;Mindu;32.82;84.49;10.4;14.5
10975637;Pangani;Mindu;51.56;264.29;11.8;20
10975904;Pangani;Mindu;62.09;0;13;0
10975966;Pangani;Mindu;63.27;0;12.6;0
10975889;Pangani;Mindu;58.65;0;12;0
10976522;Pangani;Mindu;61.12;0;13;0
10976132;Pangani;Mindu;67.68;0;13;0
10975890;Pangani;Mindu;70.29;203.44;13;19
10975825;Pangani;Mindu;64.29;0;12.8;0
10975834;Pangani;Mindu;67.78;191.38;13;19
10976524;Pangani;Mindu;60.37;0;12.6;0
10976121;Pangani;Mindu;78.55;212.47;13.6;19.4
10975856;Pangani;Mindu;55.53;222.13;12.6;20.3
10976362;Pangani;Mindu;66.25;182.67;13;18
10976411;Pangani;Mindu;65.79;0;12.8;0
10976030;Pangani;Mindu;73.65;222.05;13.3;19.5
10975972;Pangani;Mindu;54.93;176.49;12.6;19.5
10976177;Pangani;Mindu;68.17;196.3;13.1;18.5
10976336;Pangani;Mindu;64.51;0;13;0
10976443;Pangani;Mindu;67.69;208.41;13.1;19.5
10975838;Pangani;Mindu;64.69;158.56;13;17.2
10976527;Pangani;Mindu;56.38;0;12.1;0
10976455;Pangani;Mindu;65.63;0;13.1;0
10976584;Pangani;Mindu;64.78;0;13;0
10975652;Pangani;Mindu;80.27;0;14;0
10976406;Pangani;Mindu;48.75;171.11;12;17.5
10976567;Pangani;Mindu;60.42;91.75;12.9;15
10976538;Pangani;Mindu;51.21;156.04;12;17
10976622;Pangani;Mindu;53.93;220.86;12.3;19.5
10976038;Pangani;Mindu;60.11;215.77;12.5;18.5
10976255;Pangani;Mindu;65.65;0;13;0
10976345;Pangani;Mindu;66.18;0;12.9;0
10976352;Pangani;Mindu;54.89;149.36;12;16
10976270;Pangani;Mindu;55.76;167.45;12.5;18.5
10976014;Pangani;Mindu;34.73;0;10.3;0
10976506;Pangani;Mindu;61.51;0;12.3;0
10976158;Pangani;Mindu;44.66;0;11;0
10976611;Pangani;Mindu;57.44;132.81;12.2;15.2
10975949;Pangani;Mindu;41.3;0;11;0
10976222;Pangani;Mindu;53.73;0;12;0
10975707;Pangani;Mindu;70.34;0;13;0
10975833;Pangani;Mindu;51.82;0;11.5;0
10976039;Pangani;Mindu;72.05;228.61;12.5;19.9
10976601;Pangani;Mindu;57.75;93.36;12.2;14.4
10976469;Pangani;Mindu;66.57;0;12.3;0
10976347;Pangani;Mindu;46.66;0;11.2;0
10975915;Pangani;Mindu;43.4;0;11;0
10976425;Pangani;Mindu;58;0;12;0
10975982;Pangani;Mindu;53.68;0;12;0
10976418;Pangani;Mindu;36.29;0;10.4;0
10975757;Pangani;Mindu;38.81;0;10.7;0
10976261;Pangani;Mindu;35.42;0;10.2;0
10976485;Pangani;Mindu;30.47;0;10;0
10975654;Pangani;Mindu;36.42;0;10.5;0
10975641;Pangani;Mindu;53.48;0;12;0
10976281;Pangani;Mindu;45.74;0;11;0
10976131;Pangani;Mindu;39.87;0;11;0
10976144;Pangani;Mindu;39.64;56.54;10.6;12.8
10975897;Pangani;Mindu;33.75;0;10;0
10976268;Pangani;Mindu;47.96;0;11.3;0
10976280;Pangani;Mindu;34.12;100.96;10.1;14
10975880;Pangani;Mindu;69.87;148.95;12.6;16
10975695;Pangani;Mindu;52.77;0;11.7;0
10976439;Pangani;Mindu;59.89;87.41;12;13.7
10976595;Pangani;Mindu;76.69;112.3;13;16
10975811;Pangani;Mindu;106.58;125.19;14.3;15.8
10976213;Pangani;Mindu;87.35;0;13.5;0
10975669;Pangani;Mindu;47.05;0;11.3;0
10976609;Pangani;Mindu;43.44;70.77;10.6;13.2
10975927;Pangani;Mindu;32.55;113.8;10;15
10976308;Pangani;Mindu;38.52;54.45;10.5;12.2
10976201;Pangani;Mindu;38.6;0;10.5;0
10975868;Pangani;Mindu;55.05;257.92;12;20.5
10975957;Pangani;Mindu;69.82;197.39;12.5;17.8
10976107;Pangani;Mindu;96.52;0;13.7;0
10975333;Pangani;Mindu;46.87;0;11.2;0
10976377;Pangani;Mindu;36.09;80.74;10.3;13
10976492;Pangani;Mindu;33.32;0;10;0
10975804;Pangani;Mindu;35.19;0;10.3;0
10976021;Pangani;Mindu;30.04;68.01;9.7;12.5
10975819;Pangani;Mindu;29.15;0;9.5;0
10975656;Pangani;Mindu;23.41;0;9.2;0
10975947;Pangani;Mindu;21;0;8.4;0
10976318;Pangani;Mindu;20.07;0;8.2;0
10976339;Pangani;Utete;106.25;167.72;15.2;18.5
10976498;Pangani;Utete;101.86;165.3;15;17.2
10976619;Pangani;Utete;74.78;0;13.6;0
10976627;Pangani;Utete;90.31;0;14;0
10976267;Pangani;Utete;73.59;0;13.4;0
10976581;Pangani;Utete;72.25;156.99;12.6;16.4
10976183;Pangani;Utete;64.22;100.29;12.4;14.7
10976446;Pangani;Utete;56.3;0;9.6;0
10976530;Pangani;Utete;46.39;0;11.9;0
10975682;Pangani;Utete;51.42;0;10.7;0
10976368;Pangani;Utete;51.03;0;12;0
10976208;Pangani;Utete;59.98;219.52;12.8;19.2
10976151;Pangani;Utete;50.65;236.01;12.6;19.5
10975722;Pangani;Utete;55.82;182.02;12;18
10976163;Pangani;Utete;42.71;0;11.3;0
10976045;Pangani;Utete;39.35;185.68;11;18.3
10976535;Pangani;Utete;42.19;208.73;11.2;18.7
10976444;Pangani;Utete;44.41;200.51;11.6;19.5
10975723;Pangani;Utete;56.42;228.87;12.3;19.5
10976223;Pangani;Utete;50.69;0;14.7;0
10976128;Pangani;Utete;52.01;106.74;12.1;15.7
10976385;Pangani;Utete;56.16;117.94;12.5;15.8
10975914;Pangani;Utete;47.5;83.53;11.8;13.5
10976587;Pangani;Utete;47.67;90.43;11.6;15.4
10975950;Pangani;Utete;50.82;0;11.7;0
10976271;Pangani;Utete;43.38;75.71;11.2;13.7
10976544;Pangani;Utete;65.29;124.37;12.8;15.9
10976275;Pangani;Utete;46.84;129.55;11.3;15.5
10975944;Pangani;Utete;61.79;134.84;13;16
10975980;Pangani;Utete;30.05;57.24;10.3;12.2
10975875;Pangani;Utete;34.28;85.81;10.4;14
10975883;Pangani;Utete;32.63;62.19;10.2;12.3
10975729;Pangani;Utete;39.53;64.67;10.8;12.5
10976507;Pangani;Utete;44.14;132.03;11.3;16
10976590;Pangani;Utete;39.91;81.33;11;13.5
10975948;Pangani;Utete;51.61;95.07;12;15
10976473;Pangani;Utete;39.42;96.58;11;14.2
10976558;Pangani;Utete;55.44;94.87;12;14.8
10975768;Pangani;Utete;65.66;106.34;12.9;14.7
10976291;Pangani;Utete;36.46;51.03;10.5;12
10976629;Pangani;Utete;58.63;111.82;12.3;15.7
10976285;Pangani;Utete;34.98;102.34;10.5;14.3
10975761;Pangani;Utete;59.78;144.65;12.6;16.5
10975023;Pangani;Utete;36.84;0;10.9;0
10976064;Pangani;Utete;29.05;42.5;10.1;11.2
10975820;Pangani;Utete;35.13;82.34;10.6;13.7
10976564;Pangani;Utete;33.23;87.4;10.5;13.5
10976228;Pangani;Utete;31.52;73.51;10.1;13.5
10976467;Pangani;Utete;30.28;44.51;10;11.3
10976441;Pangani;Utete;35.61;90.8;10.5;14.8
10975633;Pangani;Utete;82.46;157.19;14;16.4
10976565;Pangani;Utete;67.46;0;13.2;0
10976080;Pangani;Utete;44.53;139.83;11.1;16
10976205;Pangani;Utete;47.95;147.58;12.8;18.5
10976593;Pangani;Utete;62.91;164.79;12.5;17.5
10975812;Pangani;Utete;45.78;84.55;11.2;13.5
10975679;Pangani;Utete;59.46;157.61;12.1;19.9
10975673;Pangani;Utete;67.59;174.42;12.6;16.8
10976468;Pangani;Utete;53.02;160.92;11.5;19.7
10976191;Pangani;Utete;69.47;137.14;13.2;17.1
10976100;Pangani;Utete;45.05;76.06;11.5;13.8
10976323;Pangani;Utete;49.91;138.48;11.5;16.5
10976450;Pangani;Utete;53.04;177.42;11.7;16.5
10975794;Pangani;Utete;46.36;137.36;11.3;16.3
10976341;Pangani;Utete;40.36;133.85;10.8;15.7
10975964;Pangani;Utete;41.42;98.82;10.7;14
10975844;Pangani;Utete;38.19;57.27;10.6;13.5
10975854;Pangani;Utete;50.46;90.32;11.5;14
10976185;Pangani;Utete;43.19;96.04;11.1;14
10976600;Pangani;Utete;45.86;87.47;11.3;14
10976244;Pangani;Utete;40.37;94.73;10.6;14
10976135;Pangani;Utete;41.46;92.06;11;14
10976598;Pangani;Utete;33.06;94.58;10;13.5
10976508;Pangani;Utete;35.1;117.45;10.2;14.5
10976256;Pangani;Utete;37.37;50.71;10.5;12.5
10976449;Pangani;Utete;38.66;50.64;10.4;13.3
10975902;Pangani;Utete;34.95;107.7;10.4;14.7
10976555;Pangani;Utete;31.01;85.48;10;14
10976383;Pangani;Utete;35.22;0;10.3;0
10975796;Pangani;Utete;34.83;91.95;10.5;14
10976431;Pangani;Utete;112.19;192.28;15.3;18.3
10975823;Pangani;Utete;94.95;143.83;14.5;16.2
10976110;Pangani;Utete;69.53;147.07;13;16.5
10975714;Pangani;Utete;80.34;86.32;13.5;15.5
10975793;Pangani;Utete;44.17;82.01;11;13.3
10976319;Pangani;Utete;95.19;168.87;14.4;17.1
10975799;Pangani;Utete;66.26;0;12.5;0
10976217;Pangani;Utete;114.27;0;15.2;0
10976548;Pangani;Utete;69.41;73.76;12.6;14
10975698;Pangani;Utete;34.36;43.5;10.1;11.5
10976445;Pangani;Utete;39.13;72.14;11.7;13.5
10976161;Pangani;Utete;32.27;88.17;10;15.6
10976317;Pangani;Utete;38.88;65.4;10.4;12.5
10976424;Pangani;Utete;58.06;66.02;12;13
10976036;Pangani;Utete;38.61;160.89;10.5;16.5
10975653;Pangani;Utete;60.95;87.02;12.2;14
10975892;Pangani;Utete;31.48;106.03;9.5;13.8
10975724;Pangani;Utete;70.02;182.79;12.8;17.3
10975978;Pangani;Utete;45.14;79.6;11.1;13.5
10975963;Pangani;Utete;36.5;76.1;10.5;13.5
10976579;Pangani;Utete;68.52;113.4;13.1;15.3
10975769;Pangani;Utete;36.71;0;10.7;0
10976363;Pangani;Utete;25.93;99.13;9.2;14
10975740;Pangani;Utete;33.43;80.52;10.1;12.2
10976075;Pangani;Utete;22.74;29.5;9;9.7
10976150;Pangani;Kibasira;63.87;0;12.3;0
10975781;Pangani;Kibasira;53.28;62.14;11.8;13
10975981;Pangani;Kibasira;51.72;0;11.8;0
10975879;Pangani;Kibasira;46.12;105.27;11.5;15
10975900;Pangani;Kibasira;28.45;57.93;9.7;12.1
10976596;Pangani;Kibasira;43.02;65.85;11.3;12.5
10975855;Pangani;Kibasira;29.34;33.4;9.2;10.7
10976298;Pangani;Kibasira;20.44;88.61;8.8;14
10975941;Pangani;Kibasira;38.22;75.09;10.7;13.2
10976102;Pangani;Kibasira;25.47;0;9;0
10976186;Pangani;Kibasira;34.59;62.61;10.5;12.4
10976312;Pangani;Kibasira;41.11;71.9;10.8;13
10976379;Pangani;Kibasira;56.29;96.87;12;14.1
10976033;Pangani;Kibasira;25.23;45.2;9.5;11.2
10976384;Pangani;Kibasira;32.39;50.28;10.2;11.8
10976304;Pangani;Kibasira;38.17;74.17;11.3;13.2
10976582;Pangani;Kibasira;61.71;82.25;12.4;14.2
10976288;Pangani;Kibasira;21.53;33.75;8.8;10.2
10976373;Pangani;Kibasira;32.17;59.76;10.3;12.3
10976381;Pangani;Kibasira;36.07;49.65;10.6;13
10976349;Pangani;Kibasira;50.4;141.67;11.9;16.7
10976472;Pangani;Kibasira;37.91;82.36;10.7;13.2
10975919;Pangani;Kibasira;57.66;0;12;0
10975861;Pangani;Kibasira;79.44;0;14;0
10976366;Pangani;Kibasira;56.43;110.43;12.1;16.4
10975742;Pangani;Kibasira;63.95;160.19;13;16.7
10976470;Pangani;Kibasira;48.96;166.66;12;17.1
10975664;Pangani;Kibasira;53.55;0;12;0
10975358;Pangani;Kibasira;41.89;0;10.8;0
10976337;Pangani;Kibasira;34;122.67;10.5;15.5
10976356;Pangani;Kibasira;60.25;82.46;12.2;13.5
10976515;Pangani;Kibasira;45.12;109.8;11.2;15.2
10976194;Pangani;Kibasira;50.45;132.3;11.7;15
10976655;Pangani;Kibasira;50.15;0;12;0
10976084;Pangani;Kibasira;52.35;178.4;12;17.1
10976302;Pangani;Kibasira;33.01;102.37;10.3;14.5
10975310;Pangani;Kibasira;54.65;0;12;0
10975795;Pangani;Kibasira;32.73;139.86;10.1;15.5
10975882;Pangani;Kibasira;61.04;100.77;12.1;14.4
10976297;Pangani;Kibasira;48.76;0;12.7;0
10976034;Pangani;Kibasira;59.45;151.78;12.5;16.7
10976310;Pangani;Kibasira;53.01;161.15;12;16.3
10975896;Pangani;Kibasira;37.97;58.48;11;12.7
10976423;Pangani;Kibasira;32.47;0;10;0
10976172;Pangani;Kibasira;40.13;86.99;11;13.7
10975676;Pangani;Kibasira;33.45;0;10;0
10976562;Pangani;Kibasira;31.32;94.43;10.1;13.7
10976052;Pangani;Kibasira;47.52;127.8;12.6;15.3
10976419;Pangani;Kibasira;34.54;70.85;10.5;12.5
10975954;Pangani;Kibasira;32.47;109.96;10.2;14.6
10976162;Pangani;Kibasira;35.18;61.18;10.4;12.3
10976105;Pangani;Kibasira;29.71;98.6;10;14.4
10975687;Pangani;Kibasira;30.95;127.02;10.2;16
10976407;Pangani;Nyamisati;53.06;0;11.7;0
10976331;Pangani;Nyamisati;62.17;165.42;12.5;17.7
10976330;Pangani;Nyamisati;91.52;178.89;13.8;17.3
10976624;Pangani;Nyamisati;54.42;199.97;11.7;18.7
10975643;Pangani;Nyamisati;72.12;140.79;13;15.5
10976321;Pangani;Nyamisati;81.94;156.02;13.6;16.4
10976111;Pangani;Nyamisati;74.06;222.16;13.2;17.5
10975790;Pangani;Nyamisati;49.47;0;11.5;0
10975755;Pangani;Nyamisati;52.92;0;11.7;0
10975733;Pangani;Nyamisati;59.08;169.99;12.3;17
10976402;Pangani;Nyamisati;50.14;0;11.3;0
10977528;Pangani;Nyamisati;53.41;0;11.7;0
10976286;Pangani;Nyamisati;56.47;287.6;12.1;17
10976570;Pangani;Nyamisati;59.3;0;11.9;0
10975667;Pangani;Nyamisati;45.06;171.68;11;16.5
10976008;Pangani;Nyamisati;45.32;0;11.3;0
10975756;Pangani;Nyamisati;48.15;257.6;11.5;19
10976041;Pangani;Nyamisati;49.33;73.85;11.8;13.3
10976024;Pangani;Nyamisati;44.64;226.64;11;18.9
10975727;Pangani;Nyamisati;45.26;152.38;11;16
10976516;Pangani;Nyamisati;38.93;0;10.6;0
10976483;Pangani;Nyamisati;41.45;0;10.8;0
10975773;Pangani;Nyamisati;37.74;159.05;10.3;16.3
10975744;Pangani;Nyamisati;39.85;163.09;11;16.3
10975745;Pangani;Nyamisati;35.74;0;10.2;0
10976253;Pangani;Nyamisati;35.14;0;10.3;0
10976343;Pangani;Nyamisati;42.21;192.34;11;16.8
10976486;Pangani;Nyamisati;35.62;0;10.3;0
10975784;Pangani;Nyamisati;37.89;0;10.3;0
10975901;Pangani;Nyamisati;35.82;91.87;10.2;14
10975836;Pangani;Nyamisati;97.72;193.72;14.7;18.1
10975636;Pangani;Nyamisati;112.34;234.2;16.5;19
10975635;Pangani;Nyamisati;104.52;0;15;0
10976294;Pangani;Nyamisati;95.76;197.41;13.7;18.4
10975827;Pangani;Nyamisati;68.06;105.67;12.7;14.4
10976184;Pangani;Nyamisati;89.94;239.16;13.6;17.5
10976462;Pangani;Nyamisati;58.76;161.04;12;17.8
10976303;Pangani;Nyamisati;81.85;191.48;13.8;18.5
10976198;Pangani;Nyamisati;47.21;0;11.8;0
10976615;Pangani;Nyamisati;55.55;0;11.8;0
10976474;Pangani;Nyamisati;76.56;211.77;13.6;17.8
10976168;Pangani;Nyamisati;71.09;147.58;13;16.6
10976130;Pangani;Nyamisati;57.16;65.89;12.3;12.5
10976344;Pangani;Nyamisati;65.46;208.86;12.5;18.2
10976049;Pangani;Nyamisati;47.89;0;11.3;0
10976300;Pangani;Nyamisati;51.96;63.19;12.2;13
10976230;Pangani;Nyamisati;49.36;69.41;11.7;13
10975842;Pangani;Nyamisati;48.93;73.46;11.7;13
10976190;Pangani;Nyamisati;44.73;71.51;11;12.5
10976065;Pangani;Nyamisati;43.82;239.57;11;20
10975873;Pangani;Nyamisati;39.29;76.59;10.5;13
10976501;Pangani;Nyamisati;49.69;70.7;11.5;12.5
10976197;Pangani;Nyamisati;55.66;89.91;12;14
