Animal_Id;Location;Line;Weight_initial;Weight_final;Length_initial;Length_final
10975578;Kunduchi;Kibasira;36.87;73.2;10.6;13
10975549;Kunduchi;Kibasira;51.85;69;11.8;13.5
10975565;Kunduchi;Kibasira;30.2;46.2;10.2;12
10974851;Kunduchi;Kibasira;32.96;66.4;10.2;13
10975487;Kunduchi;Kibasira;36.28;0;11.4;0
10974946;Kunduchi;Kibasira;18.19;38.8;8.5;10
10974661;Kunduchi;Kibasira;19.74;0;8.6;0
10975002;Kunduchi;Kibasira;21.4;36.6;8.3;10.1
10975244;Kunduchi;Kibasira;18.42;42.5;8.7;11
10975182;Kunduchi;Kibasira;60.22;0;12.4;0
10974753;Kunduchi;Kibasira;59.3;117.4;12.2;15
10975717;Kunduchi;Kibasira;59.03;0;12.2;0
10975536;Kunduchi;Kibasira;67.66;161.5;13;16
10975172;Kunduchi;Kibasira;70.33;171.5;13.2;17
10975255;Kunduchi;Kibasira;41.25;0;10.9;0
10975405;Kunduchi;Kibasira;64.63;158.9;12.4;16
10975218;Kunduchi;Kibasira;70.56;0;12.9;0
10974693;Kunduchi;Kibasira;46.76;99.4;11.2;14
10974957;Kunduchi;Kibasira;51.84;0;11.5;0
10975164;Kunduchi;Kibasira;37.78;120.4;10.7;14.5
10975304;Kunduchi;Kibasira;32.19;121.7;10.3;15
10975020;Kunduchi;Kibasira;26.71;72.5;9.7;12.6
10975452;Kunduchi;Kibasira;39.39;103;10.9;14.5
10974927;Kunduchi;Kibasira;56.24;73.9;12.1;13
10975481;Kunduchi;Kibasira;62.81;123;12.2;15
10975340;Kunduchi;Kibasira;58.7;136.8;12.1;16
10974919;Kunduchi;Kibasira;51.33;131.5;11.9;15.9
10975615;Kunduchi;Kibasira;40.88;93.2;10.7;13.5
10975604;Kunduchi;Kibasira;47.18;80.1;11.5;13.3
10975010;Kunduchi;Kibasira;46.32;115.5;11.2;13.5
10975534;Kunduchi;Kibasira;33.95;0;9.9;0
10975341;Kunduchi;Kibasira;33.57;82.6;10.4;13.5
10975451;Kunduchi;Kibasira;35.37;83.7;10.6;13
10974960;Kunduchi;Kibasira;43.27;86;11.1;13.5
10975574;Kunduchi;Kibasira;39.05;77.5;10.6;12.6
10975603;Kunduchi;Kibasira;21.19;86.5;9;13.2
10975392;Kunduchi;Kibasira;27.76;0;9.9;0
10975124;Kunduchi;Kibasira;26.09;0;9.6;0
10974936;Kunduchi;Kibasira;25.38;79.4;9.4;12.5
10974854;Kunduchi;Kibasira;24.62;60.8;9.2;12
10975182;Kunduchi;Kibasira;60.22;0;12.4;0
10974678;Kunduchi;Kibasira;23.2;77.5;9.1;13
10974939;Kunduchi;Kibasira;20.51;0;8.6;0
10975153;Kunduchi;Kibasira;17.21;54.3;8.2;11
10977207;Kunduchi;Nyamisati;102.75;123.4;15;15.3
10977619;Kunduchi;Nyamisati;105.85;0;14.4;0
10977332;Kunduchi;Nyamisati;53.65;0;11.3;0
10977334;Kunduchi;Nyamisati;68.38;162.8;12.7;17
10977498;Kunduchi;Nyamisati;83.79;100.7;13.7;14.5
10977414;Kunduchi;Nyamisati;33.03;66;9.7;12
10976765;Kunduchi;Nyamisati;46.75;0;11.2;0
10976711;Kunduchi;Nyamisati;58.67;86.2;12.1;14
10977248;Kunduchi;Nyamisati;91.26;186.9;13.6;17.8
10977192;Kunduchi;Nyamisati;71.89;152;12.8;17
10977257;Kunduchi;Nyamisati;65.43;79.9;13.9;15.5
10976662;Kunduchi;Nyamisati;78.19;198.1;12.8;17.5
10976950;Kunduchi;Nyamisati;59.86;126.2;12.3;15.6
10977276;Kunduchi;Nyamisati;28.56;0;9.3;0
10974658;Kunduchi;Nyamisati;52.47;0;11;0
10977087;Kunduchi;Nyamisati;47.76;156;11.3;15.5
10977624;Kunduchi;Nyamisati;49.54;0;11.3;0
10977150;Kunduchi;Nyamisati;46.01;62.9;11.2;12.6
10974707;Kunduchi;Nyamisati;38.46;0;10.3;0
10975540;Kunduchi;Nyamisati;28.03;84;9.5;13
10976734;Kunduchi;Nyamisati;30.94;0;9.3;0
10977399;Kunduchi;Nyamisati;35.26;0;10;0
10976654;Kunduchi;Nyamisati;31.22;50.6;9.5;11.1
10977188;Kunduchi;Nyamisati;30.62;0;9.4;0
10976805;Kunduchi;Nyamisati;34.71;0;9.6;0
10977528;Kunduchi;Nyamisati;24.67;73.2;9;12.5
10977164;Kunduchi;Nyamisati;22.36;0;8.2;0
10976936;Kunduchi;Nyamisati;22.92;0;8.6;0
10976756;Kunduchi;Nyamisati;21.73;0;9.3;0
10975517;Kunduchi;Nyamisati;44.03;118.8;11.2;15.3
10974825;Kunduchi;Nyamisati;101.52;129;15.3;16
10975512;Kunduchi;Nyamisati;84.97;167.9;13.6;16.7
10975207;Kunduchi;Nyamisati;54.08;133.7;12.2;15.5
10975170;Kunduchi;Nyamisati;33.45;90.3;11.1;13
10975094;Kunduchi;Nyamisati;82.62;130.2;14.2;16.3
10975300;Kunduchi;Nyamisati;32.42;94.8;10;13.5
10974954;Kunduchi;Nyamisati;63.29;141.9;13;17.7
10974780;Kunduchi;Nyamisati;48.18;163.2;11.5;17.5
10975216;Kunduchi;Nyamisati;86.71;123.4;14.3;15.5
10975234;Kunduchi;Nyamisati;45.14;115.4;11.3;15
10974787;Kunduchi;Nyamisati;31.55;69.9;10.1;12.4
10975047;Kunduchi;Nyamisati;77.8;191.5;13.3;18
10975015;Kunduchi;Nyamisati;28.4;0;9.8;0
10975276;Kunduchi;Nyamisati;26.63;72.3;9.5;12.3
10974870;Kunduchi;Nyamisati;34.56;133;10.4;15
10974847;Kunduchi;Nyamisati;38.03;99.7;10.4;13.5
10975625;Kunduchi;Nyamisati;28.9;62.1;9.8;11.5
10974663;Kunduchi;Nyamisati;19.58;51.2;8.6;11.5
10975072;Kunduchi;Nyamisati;15.02;60.2;8.2;11.5
10975248;Kunduchi;Nyamisati;17.55;60.2;8.3;11.5
10974826;Kunduchi;Nyamisati;25.96;38.7;8.4;10.5
10975075;Kunduchi;Nyamisati;26.77;68;9.4;12.5
10975523;Kunduchi;Nyamisati;16.12;52.4;8.1;11.3
10975126;Kunduchi;Nyamisati;14.11;67.3;7.8;12.5
10975577;Kunduchi;Nyamisati;12.97;0;7.4;0
10974865;Kunduchi;Nyamisati;13.62;0;7.5;0
10975619;Kunduchi;Nyamisati;57.29;89.6;12.9;14
10975211;Kunduchi;Nyamisati;49.54;109.6;11.8;15.2
10975076;Kunduchi;Nyamisati;72.76;0;13.4;0
10975237;Kunduchi;Nyamisati;55.18;131.4;11.9;15.2
10975327;Kunduchi;Nyamisati;57.04;131.4;12.7;15.7
10974979;Kunduchi;Nyamisati;27.08;0;9.9;0
10974738;Kunduchi;Nyamisati;46.51;127.3;11.4;15.5
10975285;Kunduchi;Nyamisati;24.45;58.8;9.2;12
10975035;Kunduchi;Nyamisati;52.05;101.8;11.6;14
10975568;Kunduchi;Nyamisati;61.92;101.3;12.7;14.3
10975339;Kunduchi;Nyamisati;33.03;78.5;10.3;13
10974767;Kunduchi;Nyamisati;32.85;67.6;10.4;13
10975282;Kunduchi;Nyamisati;39.24;72.9;10.8;13
10975044;Kunduchi;Nyamisati;18.72;0;8.7;0
10975459;Kunduchi;Nyamisati;23.22;0;9.5;0
10975444;Kunduchi;Nyamisati;29.98;72.5;10.3;12.5
10975230;Kunduchi;Nyamisati;27.15;76.5;9.7;13.3
10974900;Kunduchi;Nyamisati;31.38;51.1;10.2;11.5
10975495;Kunduchi;Nyamisati;31.52;75;10.5;13
10974831;Kunduchi;Nyamisati;26.14;79.1;9.7;13
10975601;Kunduchi;Nyamisati;34.64;73;10.4;18
10975037;Kunduchi;Nyamisati;24;39;9.3;10.5
10974723;Kunduchi;Nyamisati;19.41;0;8.4;0
10975557;Kunduchi;Nyamisati;22.35;59.2;9.4;11.6
10975203;Kunduchi;Nyamisati;20.95;48.6;9.1;11
10974730;Kunduchi;Nyamisati;16.1;36.4;8.2;10
10975030;Kunduchi;Nyamisati;19.18;0;8.4;0
10975612;Kunduchi;Nyamisati;14.91;38.1;7.9;10.4
10974705;Kunduchi;Nyamisati;15.68;42;8.1;10.6
10975272;Kunduchi;Nyamisati;43.69;118.3;10.7;14.6
10974699;Kunduchi;Nyamisati;46.77;0;10.8;0
10975176;Kunduchi;Nyamisati;63.43;140.1;11.8;16
10975564;Kunduchi;Nyamisati;58.38;122.8;10.8;14.7
10975385;Kunduchi;Nyamisati;71.4;131.9;11.8;15.1
10975592;Kunduchi;Nyamisati;39.94;175.5;9.8;18
10975116;Kunduchi;Nyamisati;32.26;0;9.3;0
10975053;Kunduchi;Nyamisati;30.6;0;9.2;0
10974643;Kunduchi;Nyamisati;68.99;0;12.2;0
10975217;Kunduchi;Nyamisati;61.36;96.6;12.1;14.4
10974983;Kunduchi;Nyamisati;46.42;120;11;14.5
10975504;Kunduchi;Nyamisati;41.5;124.1;10.5;15.8
10974690;Kunduchi;Nyamisati;38.39;63.5;10.6;12
10975245;Kunduchi;Nyamisati;44.3;51.5;11;12.5
10975288;Kunduchi;Nyamisati;40.9;79.9;10.7;12.7
10975151;Kunduchi;Nyamisati;42.79;72;11;12
10975123;Kunduchi;Nyamisati;37.64;101.8;10.4;14
10974725;Kunduchi;Nyamisati;63.68;0;13;0
10975258;Kunduchi;Nyamisati;51.88;73.9;12;13.1
10975194;Kunduchi;Nyamisati;39.39;104;10.8;13.8
10975570;Kunduchi;Nyamisati;33.7;58.1;10.4;11.6
10975264;Kunduchi;Nyamisati;68.75;140;13;16.5
10974694;Kunduchi;Nyamisati;45.78;131.1;11.4;15.5
10975317;Kunduchi;Nyamisati;39.66;51.2;10.6;12.2
10975073;Kunduchi;Nyamisati;53.07;145.5;11.8;15.7
10975368;Kunduchi;Nyamisati;25.2;74.2;9.1;12.5
10975081;Kunduchi;Nyamisati;26.31;85.8;9.3;12.6
10974881;Kunduchi;Nyamisati;34.01;115.4;10.2;14.6
10975468;Kunduchi;Nyamisati;85.54;0;13.8;0
10975525;Kunduchi;Nyamisati;26.67;0;9.4;0
10974764;Kunduchi;Bwawani;31.39;84.2;10.2;13.1
10974698;Kunduchi;Bwawani;56.87;169.3;12;17
10975195;Kunduchi;Bwawani;56.31;64.1;12.4;14.3
10974894;Kunduchi;Bwawani;31.77;0;10;0
10975610;Kunduchi;Bwawani;20.96;37.2;8.5;10
10975278;Kunduchi;Bwawani;59.84;0;12.6;0
10975571;Kunduchi;Bwawani;23.81;94.6;9;13.7
10975196;Kunduchi;Bwawani;46.51;112.1;11.1;14.5
10974944;Kunduchi;Bwawani;58.13;0;12.3;0
10975001;Kunduchi;Bwawani;22.52;0;9;0
10975379;Kunduchi;Bwawani;61.17;116.2;12.6;15
10974930;Kunduchi;Bwawani;44.74;0;11.5;0
10975042;Kunduchi;Bwawani;37.23;55.9;10.4;11.6
10975098;Kunduchi;Bwawani;25.47;0;9.4;0
10974880;Kunduchi;Bwawani;62.13;100.1;13;14.9
10975370;Kunduchi;Bwawani;31.99;92.2;9.9;13.2
10975305;Kunduchi;Bwawani;18.45;51;8.4;11.3
10975501;Kunduchi;Bwawani;22.99;0;8.9;0
10975046;Kunduchi;Bwawani;76.35;133.2;13.6;16
10974928;Kunduchi;Bwawani;51.78;148;11.7;16.3
10974746;Kunduchi;Bwawani;93.75;122.9;14.6;15.6
10975296;Kunduchi;Bwawani;45.28;55.1;11.3;12
10975011;Kunduchi;Bwawani;113.06;115.9;15;15.2
10975319;Kunduchi;Bwawani;25.12;0;9.1;0
10975421;Kunduchi;Bwawani;28.4;76;9.8;12.7
10974926;Kunduchi;Bwawani;53.4;133.3;12;13.8
10975122;Kunduchi;Bwawani;23.05;74.7;9.2;12.5
10975410;Kunduchi;Bwawani;20.09;0;8.8;0
10974668;Kunduchi;Bwawani;20.7;0;8.8;0
10975622;Kunduchi;Bwawani;16.05;0;8.2;0
10974907;Kunduchi;Bwawani;127.86;163.4;15.7;17
10975297;Kunduchi;Bwawani;103.63;152;14.7;16
10975279;Kunduchi;Bwawani;93.24;145.4;14.5;16.2
10974673;Kunduchi;Bwawani;104.99;176.1;14.9;17.5
10975261;Kunduchi;Bwawani;21.01;40.6;8.6;10.3
10974636;Kunduchi;Bwawani;24.39;40.7;9.2;10.5
10974901;Kunduchi;Bwawani;30.03;99.5;9.5;14
10974659;Kunduchi;Bwawani;33.45;62.6;10.1;12
10975457;Kunduchi;Bwawani;20.82;46;8.6;10.4
10975113;Kunduchi;Bwawani;34.13;71;10.1;12.3
10974840;Kunduchi;Bwawani;28.43;53.6;9.6;11.5
10975522;Kunduchi;Bwawani;23.13;87;9.2;13.5
10975106;Kunduchi;Bwawani;22.81;45.9;9;10.4
10974638;Kunduchi;Bwawani;10.51;0;7;0
10975397;Kunduchi;Bwawani;8.44;35.6;6.4;10
10975187;Kunduchi;Bwawani;25.24;48;9.3;11.4
10974713;Kunduchi;Bwawani;44.14;58.9;11.3;13.8
10975267;Kunduchi;Bwawani;25.57;83.1;9.3;13.2
10975040;Kunduchi;Bwawani;58.98;105.9;12.4;16.2
10975228;Kunduchi;Bwawani;57.58;158.5;12.2;16.5
10975012;Kunduchi;Bwawani;38.54;67.7;10.3;12
10974752;Kunduchi;Bwawani;33.16;58.2;10.3;11.6
10975231;Kunduchi;Bwawani;25.51;116.2;11.2;14.3
10974715;Kunduchi;Bwawani;21.27;38.4;8.6;10
10975290;Kunduchi;Bwawani;46.73;63.1;11.4;13
10974709;Kunduchi;Bwawani;34.51;68;10;12
10974848;Kunduchi;Bwawani;39.1;0;10.6;0
10975486;Kunduchi;Bwawani;54.51;96.7;11.7;14
10975061;Kunduchi;Bwawani;35.07;64.9;10.3;12.2
10975202;Kunduchi;Bwawani;66.3;150.2;12.9;17
10975346;Kunduchi;Bwawani;35.76;63;10.3;11.8
10974739;Kunduchi;Bwawani;24.77;64.4;9.1;12
10975347;Kunduchi;Bwawani;21.21;60;8.3;11.3
10974813;Kunduchi;Bwawani;46.56;86.6;11.4;13
10975561;Kunduchi;Bwawani;25.34;77.9;9.3;12.5
10975070;Kunduchi;Bwawani;45.22;133.7;11.2;16
10975425;Kunduchi;Bwawani;20.38;71;8.3;12.2
10975017;Kunduchi;Bwawani;37.58;64.8;10.3;12
10975394;Kunduchi;Bwawani;39.44;53.2;11.1;13.5
10975590;Kunduchi;Bwawani;30.26;96;9.4;13.5
10975627;Kunduchi;Bwawani;22.12;39.8;8.7;11.3
10974913;Kunduchi;Bwawani;21.41;30.8;9.1;11.4
10975006;Kunduchi;Bwawani;51.24;70.8;11.6;12.6
10974872;Kunduchi;Bwawani;79.49;122.3;13.6;15.2
10975157;Kunduchi;Bwawani;81.72;151;13.3;16.5
10974866;Kunduchi;Bwawani;108.65;133;14.4;15.6
10975492;Kunduchi;Bwawani;100.75;122.4;14.5;15.5
10974727;Kunduchi;Bwawani;42.02;64.4;10.7;12.2
10974662;Kunduchi;Bwawani;58.1;185.4;11.8;17.5
10975026;Kunduchi;Bwawani;51.54;57.9;11.6;13.5
10975602;Kunduchi;Bwawani;33.91;103.4;9.8;14.5
10974911;Kunduchi;Bwawani;49.01;137.3;11.2;15.2
10974915;Kunduchi;Bwawani;25.81;59.5;9.1;11.5
10975082;Kunduchi;Bwawani;28.65;63.3;9.2;11.8
10975125;Kunduchi;Bwawani;20.19;41.3;8.4;10.1
10974883;Kunduchi;Bwawani;18.28;37;8.2;9.6
10975605;Kunduchi;Bwawani;19.48;29;8.3;10.1
10974632;Kunduchi;Bwawani;30.75;48.9;9.9;11.8
10975306;Kunduchi;Bwawani;23.03;38.1;8.8;10.2
10975087;Kunduchi;Bwawani;21.12;30.8;8.6;10.3
10974961;Kunduchi;Bwawani;13.51;0;7.5;0
10974901;Kunduchi;Bwawani;11.08;99.5;6.7;14
10975391;Kunduchi;Kilola;58.15;122.1;12.6;17.5
10974686;Kunduchi;Kilola;55.01;116.7;12.3;15.2
10975533;Kunduchi;Kilola;74.32;179.8;13.8;17.5
10974791;Kunduchi;Kilola;58.79;138.2;12.5;16
10975016;Kunduchi;Kilola;47.18;104.2;11.6;15
10974941;Kunduchi;Kilola;49.16;86.3;11.3;13
10975189;Kunduchi;Kilola;27.77;49.9;9.7;11.5
10975004;Kunduchi;Kilola;42.41;62.1;11;12.5
10974785;Kunduchi;Kilola;40.42;107.7;11;14.5
10977402;Kunduchi;Kilola;23.81;52.6;9.1;11.5
10977109;Kunduchi;Kilola;34.6;69.7;10.3;12.7
10976392;Kunduchi;Kilola;33.9;0;10.6;0
10977227;Kunduchi;Kilola;36.93;68.7;10.3;12.2
10977267;Kunduchi;Kilola;22.92;65.2;9.2;13
10977178;Kunduchi;Kilola;36.4;84.1;10.4;13.5
10976651;Kunduchi;Kilola;16.8;42.5;8.5;10.7
10977320;Kunduchi;Kilola;15.93;45.1;7.6;10.6
10977630;Kunduchi;Kilola;87.83;236.5;14.5;19.1
10977037;Kunduchi;Kilola;66.47;0;12.6;0
10977628;Kunduchi;Kilola;58.8;123.3;11.2;15
10977210;Kunduchi;Kilola;47.45;0;11.1;0
10977532;Kunduchi;Kilola;44.9;98.2;11.1;13.6
10977564;Kunduchi;Kilola;31.34;66.5;10.2;12.5
10977508;Kunduchi;Kilola;37.1;89.2;10.1;13.2
10976643;Kunduchi;Kilola;33.13;0;10.2;0
10976748;Kunduchi;Kilola;29.12;84.3;9.9;13
10977618;Kunduchi;Kilola;25.9;94.9;9.2;13.3
10977561;Kunduchi;Kilola;31.9;66.9;10.3;12
10977439;Kunduchi;Kilola;23.6;79.5;9;12.5
10977306;Kunduchi;Kilola;39.31;89.4;11;13.3
10977479;Kunduchi;Kilola;35.72;93;10.3;13.5
10977466;Kunduchi;Kilola;39.1;88.4;10.6;13.2
10976939;Kunduchi;Kilola;23.63;85.6;9.1;13.5
10977409;Kunduchi;Kilola;37.6;105.3;10.6;14.3
10977517;Kunduchi;Kilola;31.56;82.9;10.2;13
10977126;Kunduchi;Kilola;28.25;67.7;9.4;11.8
10977079;Kunduchi;Kilola;28.56;78.4;9.8;12.7
10977503;Kunduchi;Kilola;28.27;65.4;9.5;12
10977418;Kunduchi;Kilola;21.09;63;8.8;12
10977468;Kunduchi;Kilola;17.5;42.3;8.4;10.5
10977304;Kunduchi;Kilola;17.33;56.1;8.3;11
10977574;Kunduchi;Kilola;15.5;0;8;0
10977218;Kunduchi;Kilola;14.35;43.2;7.7;10.5
10974879;Kunduchi;Kilola;95.18;130;14.3;15.3
10977458;Kunduchi;Kilola;104.68;228.1;14.8;18.5
10977379;Kunduchi;Kilola;58.02;90.1;12;14
10977433;Kunduchi;Kilola;28.98;0;10;0
10977471;Kunduchi;Kilola;29.56;91.8;10.1;14
10976804;Kunduchi;Kilola;47.38;115.6;11.1;14.7
10976656;Kunduchi;Kilola;51.46;95.6;11.8;13.5
10977310;Kunduchi;Kilola;37.18;112.4;10.5;15.5
10977376;Kunduchi;Kilola;34.45;88.7;10.5;13.3
10976968;Kunduchi;Kilola;33.23;106.7;10.2;14.3
10977013;Kunduchi;Kilola;85.34;146.1;13.9;16.7
10977227;Kunduchi;Kilola;48.52;68.7;11.3;13.2
10977026;Kunduchi;Kilola;31.53;66.3;9.9;12.5
10976971;Kunduchi;Kilola;29.79;0;9.6;0
10977333;Kunduchi;Kilola;38.29;99.3;10.7;14
10977049;Kunduchi;Kilola;28.59;69;9.9;12.5
10977489;Kunduchi;Kilola;25.64;73.8;9.2;12.8
10976858;Kunduchi;Kilola;41.45;75.8;10.7;13
10977626;Kunduchi;Kilola;19.58;46;8.4;11
10976741;Kunduchi;Kilola;42.29;119.5;11.9;15
10976647;Kunduchi;Kilola;19.9;46.2;8.6;11
10977582;Kunduchi;Kilola;26.54;90.5;9.2;13.1
10975626;Kunduchi;Kilola;60.72;133.5;12.2;16
10977591;Kunduchi;Kilola;76.57;133.6;12.9;16
10977051;Kunduchi;Kilola;77.14;100.9;13.3;16
10976707;Kunduchi;Kilola;82.14;147.4;13.6;15.8
10977085;Kunduchi;Kilola;69.61;97.5;13.2;15.8
10977165;Kunduchi;Kilola;76.06;124.4;13.2;15.5
10976969;Kunduchi;Kilola;61.4;162.6;13.3;16.6
10977449;Kunduchi;Kilola;56.31;74.8;11.8;13.3
10977438;Kunduchi;Kilola;46.32;90.3;11.4;14
10977299;Kunduchi;Kilola;56.67;0;12.1;0
10977273;Kunduchi;Kilola;43.08;126.4;10.9;14.7
10977132;Kunduchi;Kilola;40.16;116.4;10.8;14.7
10977605;Kunduchi;Kilola;23.07;73.5;9.1;12.7
10977104;Kunduchi;Kilola;32.84;77;10.5;13
10977212;Kunduchi;Kilola;39.44;67.7;10.5;12.5
10977216;Kunduchi;Kilola;35.23;72.6;10.3;12.5
10977057;Kunduchi;Kilola;22.79;98.2;8.8;13.6
10977444;Kunduchi;Kilola;30.65;109.9;9.7;14
10977034;Kunduchi;Kilola;45.41;129.5;10.5;15
10977252;Kunduchi;Kilola;41.7;130;11.2;15
10977191;Kunduchi;Kilola;21.19;62.5;8.6;11.8
10977525;Kunduchi;Kilola;27.45;0;9.3;0
10977609;Kunduchi;Kilola;26.7;95.4;9.5;14.1
10976844;Kunduchi;Kilola;19.3;84.8;8.4;12
10977476;Kunduchi;Kilola;16.19;47.1;8;10
10977478;Kunduchi;Kilola;23.1;61.1;8.7;12
10977255;Kunduchi;Kilola;22.7;58.1;8.6;11.5
10977580;Kunduchi;Kilola;15.32;0;7.7;0
10974909;Kunduchi;Ruaha;47.57;0;11.6;0
10974722;Kunduchi;Ruaha;45.2;0;11.8;0
10975090;Kunduchi;Ruaha;35.46;41.4;10.7;12
10975277;Kunduchi;Ruaha;23.04;54.3;9;11.3
10974779;Kunduchi;Ruaha;24.36;60.4;9.1;11.5
10974773;Kunduchi;Ruaha;31.31;40.5;10.3;12.5
10975351;Kunduchi;Ruaha;27.33;49.7;10;12
10975318;Kunduchi;Ruaha;17.56;38.1;8.5;10.2
10975091;Kunduchi;Ruaha;21.82;52.5;9;11.1
10975227;Kunduchi;Ruaha;17.54;50.3;7.8;11
10974965;Kunduchi;Ruaha;15.12;39.8;7.6;10.2
10975128;Kunduchi;Ruaha;16.47;50.4;8;11.2
10974846;Kunduchi;Ruaha;17.66;47;8.1;10.5
10974801;Kunduchi;Ruaha;15.84;0;8;0
10975055;Kunduchi;Ruaha;14.33;0;8;0
10975057;Kunduchi;Ruaha;15.24;31;7.7;9.5
10974871;Kunduchi;Ruaha;29.13;41.7;9.2;10.3
10974869;Kunduchi;Ruaha;14.33;38.7;7.7;10.3
10974770;Kunduchi;Ruaha;20.56;41.6;8.6;10.4
10974734;Kunduchi;Ruaha;11.68;0;7.1;0
10974666;Kunduchi;Ruaha;11.94;33.7;7.2;9.6
10977059;Kunduchi;Ruaha;19.72;64.5;8.6;12
10977353;Kunduchi;Ruaha;41.48;111.4;11.1;14.1
10977483;Kunduchi;Ruaha;35.15;72.3;10.2;12
10976953;Kunduchi;Ruaha;29.48;63.8;9.7;12.1
10976962;Kunduchi;Ruaha;24.36;66.1;9.3;12
10977599;Kunduchi;Ruaha;25.82;49.7;9.1;11
10977247;Kunduchi;Ruaha;21.28;0;8.5;0
10977827;Kunduchi;Ruaha;17.68;0;8.1;0
10976675;Kunduchi;Ruaha;18.75;0;8.5;0
10977269;Kunduchi;Ruaha;25.33;0;9.1;0
10977604;Kunduchi;Ruaha;16.03;40.4;7.9;10.1
10977550;Kunduchi;Ruaha;15.16;0;7.5;0
10976764;Kunduchi;Ruaha;14.6;34.7;7.8;10
10977408;Kunduchi;Ruaha;15.14;28.7;7.9;9.1
10977339;Kunduchi;Ruaha;16.45;0;7.6;0
10977092;Kunduchi;Ruaha;14.04;0;7.6;0
10977159;Kunduchi;Ruaha;13.73;0;7.4;0
10977554;Kunduchi;Ruaha;13.12;45.9;7.2;10.8
10977381;Kunduchi;Ruaha;14.72;36.4;7.3;10
10976793;Kunduchi;Ruaha;13.95;0;7.4;0
10976663;Kunduchi;Ruaha;15.95;39;7.6;9.7
10977275;Kunduchi;Ruaha;19.14;35;8.4;9.8
10977559;Kunduchi;Ruaha;37.16;82.8;10.5;13.2
10977513;Kunduchi;Ruaha;14.29;42.4;7.6;11
10977390;Kunduchi;Ruaha;27.75;0;9.5;0
10977523;Kunduchi;Ruaha;12.76;37.7;7.4;10
10977491;Kunduchi;Ruaha;9.78;0;6.6;0
10977149;Kunduchi;Ruaha;9.2;0;6.7;0
10977045;Kunduchi;Ruaha;27.08;44;9.1;10.3
10977228;Kunduchi;Ruaha;14.6;31.9;7.6;9.3
10977036;Kunduchi;Ruaha;21.02;34.8;8.6;10
10976931;Kunduchi;Ruaha;32.69;0;9.7;0
10977431;Kunduchi;Ruaha;37.19;78.4;11.8;13
10976864;Kunduchi;Ruaha;19.72;49.8;9.4;11.2
10976799;Kunduchi;Ruaha;11.21;0;6.8;0
10977570;Kunduchi;Ruaha;39.74;90;10.3;13.5
10976720;Kunduchi;Ruaha;20.04;51.6;8.5;11.2
10977364;Kunduchi;Ruaha;17.08;55.6;8;11.2
10977585;Kunduchi;Ruaha;12.79;0;7.2;0
10977447;Kunduchi;Ruaha;27.54;53.6;9.8;11.5
10977010;Kunduchi;Ruaha;23.26;0;9;0
10977405;Kunduchi;Ruaha;34.8;53.3;10.3;14.7
10976709;Kunduchi;Ruaha;30.4;65.6;10.2;12
10976646;Kunduchi;Ruaha;19.08;61.8;8.2;12
10977623;Kunduchi;Ruaha;26.84;72.2;9.2;12.5
10977076;Kunduchi;Ruaha;24.58;54.6;9;11.2
10977530;Kunduchi;Ruaha;13.88;46.1;7.7;11
10977563;Kunduchi;Ruaha;14.75;36.6;7.7;9.5
10977199;Kunduchi;Ruaha;9.8;0;6.9;0
10977429;Kunduchi;Ruaha;34;102.8;10.2;14.3
10976691;Kunduchi;Ruaha;12.52;33.9;7.5;9.6
10977061;Kunduchi;Ruaha;13.45;0;7.3;0
10977176;Kunduchi;Ruaha;29.13;86.1;9.8;13
10977312;Kunduchi;Ruaha;12.28;29.9;7.3;9.3
10976156;Pangani;Wami;74.58;250.95;12.4;19.2
10975688;Pangani;Wami;53.23;206.31;11.4;18
10975938;Pangani;Wami;64.45;242.88;12.4;19.6
10975877;Pangani;Wami;81.56;259.15;13.3;21.5
10975925;Pangani;Wami;63.61;303.81;13;20.3
10976549;Pangani;Wami;54.26;115.49;12;15.8
10976539;Pangani;Wami;68.17;224.54;13.1;19.2
10975850;Pangani;Wami;72.34;294.63;12.9;20
10976364;Pangani;Wami;60.83;169.45;12.2;17.5
10976118;Pangani;Wami;73.44;178.32;13.3;18.7
10977543;Pangani;Wami;60.27;0;13.1;0
10976380;Pangani;Wami;52.48;161.39;12.4;17.1
10976176;Pangani;Wami;67.73;213.52;13.5;19.5
10979001;Pangani;Wami;63.11;0;12.8;0
10976147;Pangani;Wami;70.33;226.3;13.5;20
10976209;Pangani;Wami;74.56;226.25;13.3;19
10975801;Pangani;Wami;57.86;207.91;12.4;18.5
10976276;Pangani;Wami;46.66;167.87;11.2;18
10975870;Pangani;Wami;61.68;261.64;13;20.7
10976355;Pangani;Wami;81.03;270.53;13.9;20.5
10976466;Pangani;Wami;75.04;281.91;13.2;21.5
10976171;Pangani;Wami;64.55;0;13;0
10976560;Pangani;Wami;65.22;209.28;12.7;18.5
10976542;Pangani;Wami;51.1;210.25;11.7;18.5
10975989;Pangani;Wami;57.1;142.8;12.7;16.5
10975922;Pangani;Wami;44.45;0;11.3;0
10975891;Pangani;Wami;47.48;177.86;11.5;17.5
10976199;Pangani;Wami;47.2;177.86;11.5;17.5
10975720;Pangani;Wami;34.03;300.29;14.2;20.3
10976369;Pangani;Wami;80.86;187.51;13.6;18
10975899;Pangani;Wami;77.64;179.21;13.3;18
