Id	Sire	Dam	Line
10974933	14	14	Utete
10975117	NA	NA	Utete
10974634	14	14	Utete
10975141	14	14	Utete
10975378	NA	14	Utete
10975572	NA	14	Utete
10975303	NA	14	Utete
10975146	14	14	Utete
10975516	14	14	Utete
10975598	14	14	Utete
10975065	14	14	Utete
10974652	14	14	Utete
10975582	14	14	Utete
10975456	14	14	Utete
10975334	14	14	Utete
10974868	14	14	Utete
10974994	14	14	Utete
10975437	14	14	Utete
10975475	14	14	Utete
10975447	14	14	Utete
10974885	14	14	Utete
10974756	15	15	Utete
10975242	15	15	Utete
10975174	15	15	Utete
10974660	15	15	Utete
10974635	15	15	Utete
10974639	15	15	Utete
10975588	15	15	Utete
10975436	15	15	Utete
10975436	15	15	Utete
10975150	15	15	Utete
10975269	15	15	Utete
10975591	15	15	Utete
10974889	15	15	Utete
10974701	15	15	Utete
10975414	15	15	Utete
10975479	15	15	Utete
10974757	15	15	Utete
10975251	0	0	Utete
10974931	15	0	Utete
10975033	15	0	Utete
10974833	15	0	Utete
10975109	15	0	Utete
10974834	15	0	Utete
10975138	15	15	Utete
10975593	16	16	Utete
10975313	16	16	Utete
10974731	16	16	Utete
10974695	16	16	Utete
10975537	16	16	Utete
10975489	16	16	Utete
10975268	16	16	Utete
10974711	16	16	Utete
10975049	16	16	Utete
10975467	16	16	Utete
10974781	16	16	Utete
10975275	16	16	Utete
10974970	16	16	Utete
10974867	16	16	Utete
10975103	16	16	Utete
10975145	16	16	Utete
10975243	16	16	Utete
10975398	16	16	Utete
10974669	16	16	Utete
10974887	16	16	Utete
10974844	16	16	Utete
10975362	16	16	Utete
10974704	16	16	Utete
10975411	16	16	Utete
10975238	16	16	Utete
10975149	16	16	Utete
10974819	16	16	Utete
10975079	16	16	Utete
10974884	16	16	Utete
10974633	16	16	Utete
10975056	17	17	Kibasira
10974876	17	17	Kibasira
10974895	17	17	Kibasira
10974706	17	17	Kibasira
10974793	17	17	Kibasira
10975377	17	17	Kibasira
10975222	17	17	Kibasira
10975436	17	17	Kibasira
10974649	17	17	Kibasira
10975563	17	17	Kibasira
10975250	17	17	Kibasira
10975354	17	17	Kibasira
10975018	18	18	Kibasira
10975476	18	18	Kibasira
10975578	18	18	Kibasira
10975549	18	18	Kibasira
10975565	18	18	Kibasira
10974851	18	18	Kibasira
10975487	18	18	Kibasira
10974946	18	18	Kibasira
10974661	18	18	Kibasira
109752	18	18	Kibasira
10975244	18	18	Kibasira
10975182	18	18	Kibasira
10974753	18	18	Kibasira
10975717	18	18	Kibasira
10975536	19	19	Kibasira
10975172	19	19	Kibasira
10975255	19	19	Kibasira
10975405	19	19	Kibasira
10975218	19	19	Kibasira
10974693	19	19	Kibasira
10974957	19	19	Kibasira
10975164	19	19	Kibasira
10975304	19	19	Kibasira
10975020	19	19	Kibasira
10975452	19	19	Kibasira
10974927	19	19	Kibasira
10975481	19	19	Kibasira
10975340	19	19	Kibasira
10975517	19	19	Kibasira
10975517	19	19	Kibasira
10975517	19	19	Kibasira
10975010	19	19	Kibasira
10975534	19	19	Kibasira
10975341	19	19	Kibasira
10975451	19	19	Kibasira
10974960	19	19	Kibasira
10975574	19	19	Kibasira
10975603	19	19	Kibasira
10975392	19	19	Kibasira
10975124	19	19	Kibasira
10974936	19	19	Kibasira
10974854	19	19	Kibasira
10975182	19	19	Kibasira
10974678	19	19	Kibasira
10974939	19	19	Kibasira
10975153	19	19	Kibasira
10977207	20	20	Nyamisati
10977619	20	20	Nyamisati
10977332	20	20	Nyamisati
10977334	20	20	Nyamisati
10977498	20	20	Nyamisati
10977414	20	20	Nyamisati
10976765	20	20	Nyamisati
10976711	20	20	Nyamisati
10977248	20	20	Nyamisati
10977192	20	20	Nyamisati
10977257	20	20	Nyamisati
10976662	20	20	Nyamisati
10976950	20	20	Nyamisati
10977276	20	20	Nyamisati
10974658	20	20	Nyamisati
10977087	20	20	Nyamisati
10977624	20	20	Nyamisati
10977150	20	20	Nyamisati
10974707	0	0	Nyamisati
10975540	0	0	Nyamisati
10976734	20	20	Nyamisati
10977399	20	20	Nyamisati
10976654	20	20	Nyamisati
10977188	0	0	Nyamisati
10976805	20	20	Nyamisati
10977528	20	20	Nyamisati
10977164	20	0	Nyamisati
10976936	20	0	Nyamisati
10976756	20	0	Nyamisati
10975517	21	21	Nyamisati
10974825	21	21	Nyamisati
10975512	21	21	Nyamisati
10975207	21	21	Nyamisati
10975170	21	21	Nyamisati
10975094	21	21	Nyamisati
109753	21	21	Nyamisati
10974954	21	21	Nyamisati
10974780	21	21	Nyamisati
10975216	21	21	Nyamisati
10975234	21	21	Nyamisati
10974787	21	21	Nyamisati
10975047	21	21	Nyamisati
10975015	21	21	Nyamisati
10975276	21	21	Nyamisati
10974870	21	21	Nyamisati
10974847	21	21	Nyamisati
10975625	21	21	Nyamisati
10974663	21	21	Nyamisati
10975072	21	21	Nyamisati
10975248	21	21	Nyamisati
10974826	21	21	Nyamisati
10975075	21	21	Nyamisati
10975523	21	21	Nyamisati
10975126	21	21	Nyamisati
10975577	21	21	Nyamisati
10974865	21	21	Nyamisati
10975619	22	22	Nyamisati
10975211	22	22	Nyamisati
10975076	22	22	Nyamisati
10975237	22	22	Nyamisati
10975327	22	22	Nyamisati
10974979	22	22	Nyamisati
10974738	22	22	Nyamisati
10975285	22	22	Nyamisati
10975035	22	22	Nyamisati
10975568	22	22	Nyamisati
10974983	22	22	Nyamisati
10974983	22	22	Nyamisati
10975282	22	22	Nyamisati
10975044	22	22	Nyamisati
10975459	22	22	Nyamisati
10975444	22	22	Nyamisati
10975230	22	22	Nyamisati
109749	22	22	Nyamisati
10975495	22	22	Nyamisati
10974831	22	22	Nyamisati
10975601	22	22	Nyamisati
10975037	22	22	Nyamisati
10974723	22	22	Nyamisati
10975557	22	22	Nyamisati
10975203	22	22	Nyamisati
10974730	22	22	Nyamisati
10975030	22	22	Nyamisati
10975612	22	22	Nyamisati
10974705	22	22	Nyamisati
10975272	23	23	Nyamisati
10974699	23	23	Nyamisati
10974983	23	23	Nyamisati
10975564	23	23	Nyamisati
10975385	23	23	Nyamisati
10975592	23	23	Nyamisati
10975116	23	23	Nyamisati
10975053	23	23	Nyamisati
10974643	23	23	Nyamisati
10975217	23	23	Nyamisati
10974983	23	23	Nyamisati
10975504	23	23	Nyamisati
10974690	23	23	Nyamisati
10975245	23	23	Nyamisati
10975288	23	23	Nyamisati
10975151	23	23	Nyamisati
10975123	23	23	Nyamisati
10974725	23	23	Nyamisati
10975258	23	23	Nyamisati
10975194	23	23	Nyamisati
10975570	23	23	Nyamisati
10975264	23	23	Nyamisati
10974694	23	23	Nyamisati
10975317	23	23	Nyamisati
10975073	23	23	Nyamisati
10975368	23	23	Nyamisati
10975081	23	23	Nyamisati
10974881	23	23	Nyamisati
10975468	23	23	Nyamisati
10975525	23	23	Nyamisati
10974764	24	24	Bwawani
10974698	24	24	Bwawani
10975195	24	24	Bwawani
10974894	24	24	Bwawani
10975610	24	24	Bwawani
10975278	24	24	Bwawani
10975571	24	24	Bwawani
10975196	24	24	Bwawani
10974944	24	24	Bwawani
109751	24	24	Bwawani
10975379	24	24	Bwawani
10974930	24	24	Bwawani
10975042	24	24	Bwawani
10975098	24	24	Bwawani
10974880	24	24	Bwawani
10975370	24	24	Bwawani
10975305	24	24	Bwawani
10975501	24	24	Bwawani
10975046	24	24	Bwawani
10974928	24	24	Bwawani
10974746	24	24	Bwawani
10975296	24	24	Bwawani
10975011	24	24	Bwawani
10975319	24	24	Bwawani
10975421	24	24	Bwawani
10974926	24	24	Bwawani
10975122	24	24	Bwawani
10975410	24	24	Bwawani
10974668	24	24	Bwawani
10975622	24	24	Bwawani
10974907	25	25	Bwawani
10975297	25	25	Bwawani
10975279	25	25	Bwawani
10974866	25	25	Bwawani
10975261	25	25	Bwawani
10974636	25	25	Bwawani
10974901	25	25	Bwawani
10974659	25	25	Bwawani
10975457	25	25	Bwawani
10975113	25	25	Bwawani
10974840	25	25	Bwawani
10975522	25	25	Bwawani
10975106	25	25	Bwawani
10974638	25	25	Bwawani
10975397	25	25	Bwawani
10975187	25	25	Bwawani
10974866	25	25	Bwawani
10975267	25	25	Bwawani
10975040	26	26	Bwawani
10975228	26	26	Bwawani
10975012	26	26	Bwawani
10974752	26	26	Bwawani
10975231	26	26	Bwawani
10974715	26	26	Bwawani
10975290	26	26	Bwawani
10974709	26	26	Bwawani
10974848	26	26	Bwawani
10975486	NA	NA	Bwawani
10975061	NA	NA	Bwawani
10975202	26	NA	Bwawani
10975346	26	NA	Bwawani
10974739	26	26	Bwawani
10975347	26	26	Bwawani
10974813	26	26	Bwawani
10975561	26	26	Bwawani
10975070	26	26	Bwawani
10975425	26	26	Bwawani
10975017	26	26	Bwawani
10975394	26	26	Bwawani
10975590	26	26	Bwawani
10975627	26	26	Bwawani
10974913	26	26	Bwawani
10975600	27	27	Bwawani
10974872	27	27	Bwawani
10975157	27	27	Bwawani
10974866	27	27	Bwawani
10975492	27	27	Bwawani
10974727	27	27	Bwawani
10974662	27	27	Bwawani
10975026	27	27	Bwawani
10975602	27	27	Bwawani
10977609	27	27	Bwawani
10974915	27	27	Bwawani
10975082	27	27	Bwawani
10975125	27	27	Bwawani
10974883	27	27	Bwawani
10975605	27	27	Bwawani
10974632	27	27	Bwawani
10975306	27	27	Bwawani
10975087	27	27	Bwawani
10974961	27	27	Bwawani
10974901	27	27	Bwawani
10975391	28	28	Kilola
10974686	28	28	Kilola
10975533	28	28	Kilola
10974791	28	28	Kilola
10975016	28	28	Kilola
10974941	28	28	Kilola
10975189	28	28	Kilola
109754	28	28	Kilola
10974785	28	28	Kilola
10977402	28	28	Kilola
10977109	28	28	Kilola
10976392	28	28	Kilola
10977227	28	28	Kilola
10977267	28	28	Kilola
10977178	28	28	Kilola
10976651	28	28	Kilola
10977320	28	28	Kilola
10977630	29	29	Kilola
10977037	29	29	Kilola
10977628	29	29	Kilola
10977210	29	29	Kilola
10977532	29	29	Kilola
10977564	29	29	Kilola
10977508	29	29	Kilola
10976643	29	29	Kilola
10976748	29	29	Kilola
10977618	29	29	Kilola
10977561	29	29	Kilola
10977439	29	29	Kilola
10977306	29	29	Kilola
10977479	29	29	Kilola
10977466	29	29	Kilola
10976939	29	29	Kilola
10977409	29	29	Kilola
10977517	29	29	Kilola
10977126	29	29	Kilola
10977079	29	29	Kilola
10977503	29	29	Kilola
10977418	29	29	Kilola
10977468	29	29	Kilola
10977304	29	29	Kilola
10977574	29	29	Kilola
10977218	29	29	Kilola
10974879	30	30	Kilola
10977458	30	30	Kilola
10977379	30	30	Kilola
10977433	30	30	Kilola
10977471	30	30	Kilola
10976804	30	30	Kilola
10976656	30	30	Kilola
10977310	30	30	Kilola
10977376	30	30	Kilola
10976968	30	30	Kilola
10977013	30	30	Kilola
10977227	30	30	Kilola
10977026	30	30	Kilola
10976971	30	30	Kilola
10977333	30	30	Kilola
10977049	30	30	Kilola
10977489	30	30	Kilola
10976858	30	30	Kilola
10977626	30	30	Kilola
10976741	30	30	Kilola
10976647	30	30	Kilola
10977582	30	30	Kilola
10975626	30	30	Kilola
10977591	31	31	Kilola
10977051	31	31	Kilola
10976707	31	31	Kilola
10977085	31	31	Kilola
10977165	31	31	Kilola
10976969	31	31	Kilola
10977449	31	31	Kilola
10977438	31	31	Kilola
10977299	31	31	Kilola
10977273	31	31	Kilola
10977132	31	31	Kilola
10977605	31	31	Kilola
10977104	31	31	Kilola
10977212	31	31	Kilola
10977216	31	31	Kilola
10977057	31	31	Kilola
10977444	31	31	Kilola
10977034	31	31	Kilola
10977252	31	31	Kilola
10977609	31	31	Kilola
10977609	31	31	Kilola
10977609	31	31	Kilola
10976844	31	31	Kilola
10977476	31	31	Kilola
10977478	31	31	Kilola
10977255	31	31	Kilola
10977580	31	31	Kilola
10974909	32	32	Ruaha
10974722	32	32	Ruaha
10975090	32	32	Ruaha
10975277	32	32	Ruaha
10974779	32	32	Ruaha
10974773	32	32	Ruaha
10975351	32	32	Ruaha
10975318	32	32	Ruaha
10975091	NA	32	Ruaha
10975227	NA	32	Ruaha
10974965	32	32	Ruaha
10975128	32	32	Ruaha
10974846	32	32	Ruaha
10974801	32	NA	Ruaha
10975055	32	32	Ruaha
10975057	32	32	Ruaha
10974871	32	NA	Ruaha
10974869	32	32	Ruaha
10974770	32	32	Ruaha
10974734	32	32	Ruaha
10974666	32	32	Ruaha
10977059	33	33	Ruaha
10977353	33	33	Ruaha
10977483	33	33	Ruaha
10976953	33	33	Ruaha
10976962	33	33	Ruaha
10977599	33	33	Ruaha
10977247	33	33	Ruaha
10977827	33	33	Ruaha
10976675	33	33	Ruaha
10977269	33	33	Ruaha
10977604	33	33	Ruaha
10977550	33	33	Ruaha
10976764	33	33	Ruaha
10977408	33	33	Ruaha
10977339	33	33	Ruaha
10977092	33	33	Ruaha
10977159	33	33	Ruaha
10977554	33	33	Ruaha
10977381	33	33	Ruaha
10976793	33	33	Ruaha
10976663	33	33	Ruaha
10977275	34	34	Ruaha
10977559	34	34	Ruaha
10977513	34	34	Ruaha
10977390	34	34	Ruaha
10977523	34	34	Ruaha
10977491	34	34	Ruaha
10977149	34	34	Ruaha
10977045	34	34	Ruaha
10977228	34	34	Ruaha
10977036	34	34	Ruaha
10976931	34	34	Ruaha
10977431	34	34	Ruaha
10976864	34	34	Ruaha
10976799	34	34	Ruaha
10977570	34	34	Ruaha
10976720	35	35	Ruaha
10977364	35	35	Ruaha
10977585	35	35	Ruaha
10977447	35	35	Ruaha
10977010	35	35	Ruaha
10977405	35	35	Ruaha
10976709	35	35	Ruaha
10976646	35	35	Ruaha
10977623	35	35	Ruaha
10977076	35	35	Ruaha
10977530	35	35	Ruaha
10977563	35	35	Ruaha
10977199	35	35	Ruaha
10977429	35	35	Ruaha
10976691	35	35	Ruaha
10977061	35	35	Ruaha
10977176	35	35	Ruaha
10977312	35	35	Ruaha
10976156	1	1	Wami
10975688	1	1	Wami
10975938	1	1	Wami
10975877	1	1	Wami
10975925	1	1	Wami
10976549	1	1	Wami
10976539	1	1	Wami
10975850	1	1	Wami
10976364	1	1	Wami
10976118	1	1	Wami
10977543	1	1	Wami
10976380	1	1	Wami
10976176	1	1	Wami
109791	1	1	Wami
10976147	1	1	Wami
10976209	1	1	Wami
10975801	1	1	Wami
10976276	1	1	Wami
10975870	1	1	Wami
10976355	1	1	Wami
10976466	1	1	Wami
10976171	1	1	Wami
10976560	1	1	Wami
10976542	1	1	Wami
10975989	1	1	Wami
10975922	1	1	Wami
10975891	1	1	Wami
10976199	1	1	Wami
10975720	2	2	Wami
10976369	2	2	Wami
10975899	2	2	Wami
10976438	2	2	Wami
10975647	2	2	Wami
10976062	2	2	Wami
10976210	2	2	Wami
10976502	2	2	Wami
10975716	2	2	Wami
10976077	2	2	Wami
10975646	2	2	Wami
10976152	2	2	Wami
10975872	2	2	Wami
10976282	2	2	Wami
10975708	2	2	Wami
10978177	2	2	Wami
10975985	2	2	Wami
10978177	2	2	Wami
10976254	2	2	Wami
10976233	2	2	Wami
10978177	2	2	Wami
10975929	2	2	Wami
10976240	2	2	Wami
10976493	2	2	Wami
10976290	2	2	Wami
10975751	2	2	Wami
10976386	2	2	Wami
10976238	2	2	Wami
10976568	3	3	Wami
10976077	3	3	Wami
10976204	3	3	Wami
10976076	3	3	Wami
10975918	3	3	Wami
10975993	3	3	Wami
10976417	3	3	Wami
10975694	3	3	Wami
10976055	3	3	Wami
10976494	3	3	Wami
10976031	3	3	Wami
10975841	3	3	Wami
10976454	3	3	Wami
10976216	3	3	Wami
10976112	3	3	Wami
10976540	3	3	Wami
10976022	3	3	Wami
10976487	3	3	Wami
10976397	3	3	Wami
10976471	3	3	Wami
10975739	3	3	Wami
10975725	3	3	Wami
10976247	3	3	Wami
10975759	4	4	Wami
10976429	4	4	Wami
10976428	4	4	Wami
10975895	4	4	Wami
10976414	4	4	Wami
10976129	4	4	Wami
10976559	4	4	Wami
10975798	4	4	Wami
10975995	4	4	Wami
10975930	4	4	Wami
10976599	4	4	Wami
10975988	4	4	Wami
10975649	4	4	Wami
10976464	4	4	Wami
10975951	4	4	Wami
10975747	4	4	Wami
10976511	4	4	Wami
10976113	4	4	Wami
10976182	4	4	Wami
10976242	4	4	Wami
10976119	4	4	Wami
10975821	4	4	Wami
10975979	4	4	Wami
10976499	4	4	Wami
10977895	5	5	Chemchem
10975170	5	5	Chemchem
10977921	5	5	Chemchem
10978037	5	5	Chemchem
10978323	5	5	Chemchem
10978513	5	5	Chemchem
10978610	5	5	Chemchem
10978112	5	5	Chemchem
10978483	5	5	Chemchem
10977325	5	5	Chemchem
10978871	5	5	Chemchem
10977958	6	6	Chemchem
10978239	6	6	Chemchem
10978074	6	6	Chemchem
10978386	6	6	Chemchem
10978012	6	6	Chemchem
10978011	6	6	Chemchem
10977666	6	6	Chemchem
10978537	6	6	Chemchem
10978535	6	6	Chemchem
10978274	6	6	Chemchem
10978342	6	6	Chemchem
10978360	6	6	Chemchem
10977671	6	6	Chemchem
10978115	6	6	Chemchem
10978199	6	6	Chemchem
10978245	6	6	Chemchem
109886	6	6	Chemchem
10977925	6	6	Chemchem
10978341	6	6	Chemchem
10977907	6	6	Chemchem
10978333	6	6	Chemchem
10977898	6	6	Chemchem
10978602	6	6	Chemchem
10977730	6	6	Chemchem
10977719	6	6	Chemchem
10978428	6	6	Chemchem
10977718	6	6	Chemchem
10977709	6	6	Chemchem
10977978	6	6	Chemchem
10977681	6	6	Chemchem
10977696	7	7	Chemchem
10978212	7	7	Chemchem
10977640	7	7	Chemchem
10978087	7	7	Chemchem
10978225	7	7	Chemchem
10978620	7	7	Chemchem
10977722	7	7	Chemchem
10977775	7	7	Chemchem
10977779	7	7	Chemchem
10978457	7	7	Chemchem
10978487	7	7	Chemchem
10978540	7	7	Chemchem
10977631	7	7	Chemchem
10977688	7	7	Chemchem
109788	7	7	Chemchem
10978525	7	7	Chemchem
10977649	7	7	Chemchem
10977724	7	7	Chemchem
10978272	7	7	Chemchem
10977972	7	7	Chemchem
10978287	7	7	Chemchem
10978583	7	7	Chemchem
10978516	7	7	Chemchem
10978290	7	7	Chemchem
10978581	7	7	Chemchem
10978055	7	7	Chemchem
10977930	7	7	Chemchem
10977641	7	7	Chemchem
10978025	7	7	Chemchem
10978101	7	7	Chemchem
